"D","n_patterns_covered","freq_covered","pct_covered"
0,0,0,0
1,0,0,0
2,0,0,0
3,1,2,0.00025
4,11,38,0.00475
5,52,177,0.022125
6,131,406,0.05075
7,243,762,0.09525
8,405,1481,0.185125
9,617,3347,0.418375
10,885,7340,0.9175
11,3521,29060,3.6325
12,3877,39092,4.8865
13,10126,401822,50.22775
14,10265,407770,50.97125
15,15098,776910,97.11375
16,15107,776923,97.115375
17,17396,797655,99.706875
18,17398,797657,99.707125
19,18038,799990,99.99875
20,18038,799990,99.99875
