"D","n_patterns_covered","freq_covered","pct_covered"
0,0,0,0
1,0,0,0
2,0,0,0
3,1,1,0.000125
4,3,8,0.001
5,9,18,0.00225
6,18,40,0.005
7,33,73,0.009125
8,69,152,0.019
9,144,375,0.046875
10,257,655,0.081875
11,401,1182,0.14775
12,835,3023,0.377875
13,1114,6892,0.8615
14,6164,276767,34.595875
15,6543,287778,35.97225
16,14472,750173,93.771625
17,14595,755464,94.433
18,17780,799280,99.91
19,17783,799287,99.910875
20,18048,800000,100
