analysis_sample,integrated_row_id,subsample,comparison_region,subsample_row_id,global_participant_key,dataset_source,source_survey,source_file,participant_key,prolific_id,identification_code,country_model,country_model_grouped,country_region_model,age_group_model,gender_model,employment_model,row_quality_final,usable_for_clustering,usable_for_main_analysis,n_det_valid,dim_autonomy,dim_competence,dim_financial,dim_meaning,dim_physiological,dim_popularity,dim_relatedness,dim_security,dim_stimulation
LATAM,2220,WHY_LATAM,LATAM,1,why__566bdeb3beaf21001240085a,why,Investment_Arquetypes_2022,Content_Export_Investment_Arquetypes_2022_full-latin-final.csv,566bdeb3beaf21001240085a,566bdeb3beaf21001240085a,NA,MX,MX,latin_america,35_44,male,employed,usable_partial,TRUE,TRUE,31,0.19102254080530584,0.3232086256150315,0.7144371795710479,0.020987760961988757,1.0250384887600275,1.1426694695253132,1.1275272121346016,1.0135621436769184,0.06429970928056736
LATAM,2221,WHY_LATAM,LATAM,2,why__572bc38f34b25a0010dbe9c4,why,Investment_Arquetypes_2022,Content_Export_Investment_Arquetypes_2022_full-latin-final.csv,572bc38f34b25a0010dbe9c4,572bc38f34b25a0010dbe9c4,NA,MX,MX,latin_america,35_44,male,employed,usable_complete,TRUE,TRUE,32,0.30932723918548155,0.7878261644757711,1.2165818319044566,1.1845541226528884,0.8379723360801123,0.41717891019001735,0.9592583206159819,1.081792244220928,1.6007776644542773
LATAM,2222,WHY_LATAM,LATAM,3,why__57d0540392da98000100c72f,why,Investment_Arquetypes_2022,Content_Export_Investment_Arquetypes_2022_full-latin-final.csv,57d0540392da98000100c72f,57d0540392da98000100c72f,NA,CL,CL,latin_america,35_44,female,employed,usable_complete,TRUE,TRUE,32,0.5670780489977763,1.1061724040637044,0.930737155688323,0.8080588588933694,0.16523283532481087,1.2092928450217062,0.8031401603549331,0.9699707052034076,0.6645042299815402
LATAM,2223,WHY_LATAM,LATAM,4,why__5908ec21bc185d00011aa205,why,Investment_Arquetypes_2022,Content_Export_Investment_Arquetypes_2022_full-latin-final.csv,5908ec21bc185d00011aa205,5908ec21bc185d00011aa205,NA,CL,CL,latin_america,55_64,male,employed,usable_complete,TRUE,TRUE,32,1.689659562112981,1.2128030790597089,2.2416298489593833,0.5593144383266874,0.6570932868780726,1.355615179922867,0.9240602429031626,0.5265018743574285,1.9877456913784175
LATAM,2224,WHY_LATAM,LATAM,5,why__598c2748e339120001fb8875,why,Investment_Arquetypes_2022,Content_Export_Investment_Arquetypes_2022_full-latin-final.csv,598c2748e339120001fb8875,598c2748e339120001fb8875,NA,MX,MX,latin_america,35_44,male,employed,usable_partial,TRUE,TRUE,31,0.45515985455155966,0.15358960777023253,1.0207976983116551,0.8190203883462607,0.3089207579582848,0.5055538057651541,0.6014440532477667,0.6088642382696315,0.5687485741219027
LATAM,2225,WHY_LATAM,LATAM,6,why__5a5c0728ac5624000153f533,why,Investment_Arquetypes_2022,Content_Export_Investment_Arquetypes_2022_full-latin-final.csv,5a5c0728ac5624000153f533,5a5c0728ac5624000153f533,NA,MX,MX,latin_america,35_44,male,unknown,usable_complete,TRUE,TRUE,32,1.8232320542082565,0.97845406800267265,0.5733085165936641,0.9956207896047564,2.0087484724599323,1.2212203080777697,1.6796810047404556,1.872079520894119,1.247742379631721
LATAM,2226,WHY_LATAM,LATAM,7,why__5a874306f49c9a0001f39714,why,Investment_Arquetypes_2022,Content_Export_Investment_Arquetypes_2022_full-latin-final.csv,5a874306f49c9a0001f39714,5a874306f49c9a0001f39714,NA,MX,MX,latin_america,35_44,female,employed,usable_complete,TRUE,TRUE,32,0.7340113494569738,0.48995448187694163,0.4260224351737478,0.7174103135960014,0.544483935902902,0.6025501451731748,0.5276273670650472,0.4443100102051252,0.46447864003080735
LATAM,2227,WHY_LATAM,LATAM,8,why__5ac9c4415cd1050001626162,why,Investment_Arquetypes_2022,Content_Export_Investment_Arquetypes_2022_full-latin-final.csv,5ac9c4415cd1050001626162,5ac9c4415cd1050001626162,NA,MX,MX,latin_america,25_34,male,employed,usable_complete,TRUE,TRUE,32,0.5259946327259226,1.064611874413426,1.4191304676816032,0.8253313966795058,0.25459403340863285,0.9481639776601606,1.0618120086508398,0.7890372571460063,0.9380312284079375
LATAM,2228,WHY_LATAM,LATAM,9,why__5adf7fbc09eae200011305a5,why,Investment_Arquetypes_2022,Content_Export_Investment_Arquetypes_2022_full-latin-final.csv,5adf7fbc09eae200011305a5,5adf7fbc09eae200011305a5,NA,MX,MX,latin_america,45_54,female,unknown,usable_complete,TRUE,TRUE,32,0.4030287872138529,0.21937977888097515,0.3658025032234794,0.4558730650306882,0.3302869685531591,0.5086312892897558,0.6996792030800794,0.41661228482109586,0.3998752502505357
LATAM,2229,WHY_LATAM,LATAM,10,why__5af43b1ea37f390001276490,why,Investment_Arquetypes_2022,Content_Export_Investment_Arquetypes_2022_full-latin-final.csv,5af43b1ea37f390001276490,5af43b1ea37f390001276490,NA,MX,MX,latin_america,25_34,female,unknown,usable_complete,TRUE,TRUE,32,1.025160887882154,0.39524917651069796,0.7722857862009384,0.38794960981991883,0.25459403340863285,1.0431640421492998,1.395172935731764,0.620979397601079,0.958224001357006
LATAM,2230,WHY_LATAM,LATAM,11,why__5b0f5ef5444cef0001ca968b,why,Investment_Arquetypes_2022,Content_Export_Investment_Arquetypes_2022_full-latin-final.csv,5b0f5ef5444cef0001ca968b,5b0f5ef5444cef0001ca968b,NA,MX,MX,latin_america,25_34,female,unknown,usable_complete,TRUE,TRUE,32,0.21405068402553296,0.36476511983279186,1.0851373586412278,0.5585318154463441,0.32481744798036194,0.5647424140280628,0.8807169217744623,0.8062263226515124,1.4348913510445078
LATAM,2231,WHY_LATAM,LATAM,12,why__5b157b3bea49770001630696,why,Investment_Arquetypes_2022,Content_Export_Investment_Arquetypes_2022_full-latin-final.csv,5b157b3bea49770001630696,5b157b3bea49770001630696,NA,MX,MX,latin_america,25_34,female,employed,usable_partial,TRUE,TRUE,31,0.6490800235755574,0.5304092386895782,0.47396850646843464,0.4160321795421922,0.19488048174118736,0.34765329833081343,0.4780280811112296,0.5377248216709648,0.3791230511454083
