"cluster","best_match","pct_match","active_determinants","n_active_dets"
"cluster_1","Careful",100,"FINANCIAL; SECURITY; COMPETENCE; AUTONOMY; PHYSICALNESS",5
"cluster_2","Uninterested",88.8888888888889,"FINANCIAL; SECURITY; COMPETENCE; AUTONOMY; PHYSICALNESS; RELATEDNESS; STIMULATION; POPULARITY; MEANING",9
"cluster_3","Influencer",37.5,"FINANCIAL; SECURITY; COMPETENCE; AUTONOMY",4
"cluster_4","Fearful",75,"FINANCIAL; SECURITY; COMPETENCE; AUTONOMY; PHYSICALNESS; RELATEDNESS",6
"cluster_5","Early.Adopter",66.6666666666667,"FINANCIAL; SECURITY; COMPETENCE; AUTONOMY; PHYSICALNESS; RELATEDNESS; STIMULATION; POPULARITY",8
"cluster_6","Homo.Economicus",37.5,"FINANCIAL; COMPETENCE; AUTONOMY",3
"cluster_7","X8",22.2222222222222,"FINANCIAL; COMPETENCE; AUTONOMY; PHYSICALNESS",4
"cluster_8","Stubborn",85.7142857142857,"FINANCIAL; SECURITY; COMPETENCE; AUTONOMY; PHYSICALNESS; STIMULATION",6
