"D","n_patterns_covered","freq_covered","pct_covered"
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,1,2,0.00025
5,16,29,0.003625
6,77,182,0.02275
7,189,794,0.09925
8,1203,96870,12.10875
9,1614,103691,12.961375
10,5660,621865,77.733125
11,6036,633830,79.22875
12,12168,779716,97.4645
13,12261,781186,97.64825
14,16337,796991,99.623875
15,16349,797062,99.63275
16,17773,799419,99.927375
17,17777,799423,99.927875
18,18009,799961,99.995125
19,18011,799963,99.995375
20,18046,799998,99.99975
