"D","n_patterns_covered","freq_covered","pct_covered"
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,4,23,0.002875
5,36,456,0.057
6,533,192806,24.10075
7,799,198791,24.848875
8,3643,548140,68.5175
9,4061,556939,69.617375
10,9552,741551,92.693875
11,9784,746901,93.362625
12,14637,791895,98.986875
13,14700,792230,99.02875
14,17145,798524,99.8155
15,17155,798590,99.82375
16,17887,799659,99.957375
17,17891,799663,99.957875
18,18038,799990,99.99875
19,18038,799990,99.99875
20,18048,800000,100
