"D","assigned_pct","unassigned_pct"
0,0.0277039007092199,99.9722960992908
1,0.166223404255319,99.8337765957447
2,3.10837765957447,96.8916223404255
3,4.85372340425532,95.1462765957447
4,30.3911790780142,69.6088209219858
5,32.3581560283688,67.6418439716312
6,71.8639184397163,28.1360815602837
7,71.3874113475177,28.6125886524823
8,85.8876329787234,14.1123670212766
9,86.7298315602837,13.2701684397163
10,95.4066932624114,4.59330673758865
11,96.0328014184397,3.96719858156028
12,98.8308953900709,1.16910460992908
13,99.5179521276596,0.482047872340426
14,99.9667553191489,0.0332446808510638
15,99.9722960992908,0.0277039007092199
16,100,0
17,100,0
18,100,0
19,100,0
20,100,0
