"cluster","Early.Adopter","Uninterested","Homo.Economicus","Fearful","Stubborn","Influencer","Careful"
"cluster_1",12.5,60,20,42.8571428571429,33.3333333333333,14.2857142857143,42.8571428571429
"cluster_2",12.5,60,50,42.8571428571429,60,14.2857142857143,42.8571428571429
"cluster_3",28.5714285714286,33.3333333333333,50,42.8571428571429,60,33.3333333333333,42.8571428571429
"cluster_4",0,60,20,42.8571428571429,33.3333333333333,0,42.8571428571429
"cluster_5",14.2857142857143,40,25,28.5714285714286,40,16.6666666666667,28.5714285714286
"cluster_6",12.5,33.3333333333333,20,42.8571428571429,33.3333333333333,14.2857142857143,42.8571428571429
"cluster_7",12.5,33.3333333333333,0,25,14.2857142857143,0,25
"cluster_8",28.5714285714286,33.3333333333333,20,25,33.3333333333333,14.2857142857143,25
