"cluster","expert_row","vol_cluster","vol_expert","vol_common","pct_cluster_covered","pct_expert_covered"
1,"Early Adopter",15,6,4,26.6666666666667,66.6666666666667
1,"Uninterested",15,5,3,20,60
1,"Homo Economicus",15,9,7,46.6666666666667,77.7777777777778
1,"Fearful",15,9,9,60,100
1,"Stubborn",15,3,3,20,100
1,"Influencer",15,3,1,6.66666666666667,33.3333333333333
1,"Careful",15,12,11,73.3333333333333,91.6666666666667
1,"Activist",15,6,6,40,100
2,"Early Adopter",6,6,1,16.6666666666667,16.6666666666667
2,"Uninterested",6,5,1,16.6666666666667,20
2,"Homo Economicus",6,9,0,0,0
2,"Fearful",6,9,0,0,0
2,"Stubborn",6,3,0,0,0
2,"Influencer",6,3,2,33.3333333333333,66.6666666666667
2,"Careful",6,12,0,0,0
2,"Activist",6,6,0,0,0
