"D","assigned_pct","unassigned_pct"
0,0.0251311532057927,99.9748688467942
1,0.326704991675306,99.6732950083247
2,2.61363993340244,97.3863600665976
3,6.98331919705965,93.0166808029403
4,25.5740897810448,74.4259102189552
5,35.3249772248924,64.6750227751076
6,64.351459177583,35.648540822417
7,73.1096660698018,26.8903339301982
8,90.4564445701002,9.54355542989979
9,91.9203342443376,8.07966575566236
10,96.8523230609745,3.14767693902554
11,97.5277228033801,2.47227719661986
12,97.8701347658091,2.12986523419093
13,98.5486759023655,1.45132409763453
14,100,0
15,100,0
16,100,0
17,100,0
18,100,0
19,100,0
20,100,0
