"cluster","Early.Adopter","Uninterested","Homo.Economicus","Fearful","Stubborn","Influencer","Careful"
"cluster_1",22.2222222222222,66.6666666666667,60,71.4285714285714,66.6666666666667,25,71.4285714285714
