analysis_sample,matrix_name,n_factors,determinant,mean_importance,sd_importance,median_importance,mean_rank,prop_above_0_20,prop_above_0_30,prop_above_0_40
DIEGO,matrix_32_ext_0_1,4,det_02_credit_score,0.2609383643147497,0.11261563453297455,0.24232819443781328,15.77,0.7,0.32,0.16
DIEGO,matrix_32_ext_0_1,4,det_14_environmental_concerns,0.2563332256652797,0.10262133517678901,0.2445063201597707,16.08,0.65,0.32,0.11
DIEGO,matrix_32_ext_0_1,4,det_24_socialising,0.2552444371661793,0.10923944395833117,0.2329408081809627,16.56,0.65,0.29,0.11
DIEGO,matrix_32_ext_0_1,4,det_04_added_value,0.2530201862790059,0.11676618692635293,0.22918432083473517,17.12,0.6,0.33,0.12
DIEGO,matrix_32_ext_0_1,4,det_05_frugality,0.2495550836309598,0.10961539704686861,0.2343825389931427,17.08,0.64,0.28,0.11
DIEGO,matrix_32_ext_0_1,4,det_19_wellbeing,0.24921560175145144,0.11748255693122636,0.2210066421493973,17.74,0.58,0.27,0.14
DIEGO,matrix_32_ext_0_1,4,det_22_peer_pressure,0.24894952038347196,0.1173229346888642,0.22751332657984075,17.51,0.57,0.29,0.13
DIEGO,matrix_32_ext_0_1,4,det_01_profits,0.2484550765644691,0.10849394573517507,0.23802306918034682,16.69,0.61,0.32,0.11
DIEGO,matrix_32_ext_0_1,4,det_21_rights_and_duties,0.24714201635704627,0.09905106078633334,0.23468785950893162,16.65,0.68,0.21,0.09
DIEGO,matrix_32_ext_0_1,4,det_12_own_competence,0.2460027778187828,0.0974285019857137,0.22691547626811143,16.95,0.67,0.21,0.09
DIEGO,matrix_32_ext_0_1,4,det_13_technical_fit,0.24568920389296575,0.0923095222093367,0.2515015715505987,16.98,0.65,0.27,0.06
DIEGO,matrix_32_ext_0_1,4,det_26_novelty,0.24371539332228967,0.08630111092189877,0.23174409770419443,16.84,0.71,0.19,0.08
DIEGO,matrix_32_ext_0_1,4,det_11_knowledge,0.2419043996135327,0.11560788404234956,0.20650233355928843,18.35,0.56,0.22,0.11
DIEGO,matrix_32_ext_0_1,4,det_03_risk_profile,0.2397661358719761,0.11357357891286658,0.2247263922406872,17.81,0.61,0.23,0.1
DIEGO,matrix_32_ext_0_1,4,det_29_trends,0.23706297267973542,0.11319004531466069,0.22097692881662473,18.38,0.61,0.2,0.07
DIEGO,matrix_32_ext_0_1,4,det_30_authority,0.23551893749505443,0.09950725551403318,0.22030714123550582,18.05,0.6,0.22,0.08
DIEGO,matrix_32_ext_0_1,4,det_06_climate_protection,0.23138328231759697,0.09932453101663104,0.21649923592085235,18.43,0.59,0.22,0.08
DIEGO,matrix_32_ext_0_1,4,det_18_autonomy,0.22366293414618288,0.09145601206598239,0.222993945867695,18.85,0.56,0.17,0.04
DIEGO,matrix_32_ext_0_1,4,det_27_fun,0.22353696330986747,0.1009970909955531,0.20187290213216713,19.36,0.5,0.18,0.05
DIEGO,matrix_32_ext_0_1,5,det_32_own_significance,0.3116200189241252,0.13184699336979877,0.28640065060917985,13.72,0.81,0.45,0.22
DIEGO,matrix_32_ext_0_1,5,det_28_recognition,0.307910791303659,0.1374683135328731,0.2836467990868786,14.68,0.8,0.4,0.2
DIEGO,matrix_32_ext_0_1,5,det_10_cost_efficiency,0.3076953237436267,0.1444113626210406,0.2920794479608318,14.83,0.73,0.44,0.25
DIEGO,matrix_32_ext_0_1,5,det_25_agreement,0.30511053898470114,0.11668512307896756,0.27659907384140714,13.95,0.83,0.41,0.19
DIEGO,matrix_32_ext_0_1,5,det_17_adherence,0.3033314647455346,0.13612524477862428,0.2536526900740991,14.91,0.76,0.43,0.21
DIEGO,matrix_32_ext_0_1,5,det_20_coziness,0.3006300650281782,0.12733210939049236,0.27591470845125543,14.03,0.83,0.41,0.17
DIEGO,matrix_32_ext_0_1,5,det_04_added_value,0.2930166110460007,0.13497577179566794,0.26473033755631703,15.82,0.74,0.36,0.2
DIEGO,matrix_32_ext_0_1,5,det_08_trust,0.2908398359243812,0.14234550082412595,0.24880283865313818,15.9,0.79,0.36,0.17
DIEGO,matrix_32_ext_0_1,5,det_23_support,0.28919920066248084,0.11544132711388114,0.2686872265655006,15.24,0.8,0.33,0.16
DIEGO,matrix_32_ext_0_1,5,det_09_safety,0.28889558515634467,0.12968551012296606,0.2645781792814191,15.5,0.78,0.39,0.1
DIEGO,matrix_32_ext_0_1,5,det_16_commitment,0.28801461061265976,0.11570931869100648,0.26587174268414115,15.32,0.74,0.4,0.15
DIEGO,matrix_32_ext_0_1,5,det_07_legal,0.2856235442063671,0.12613556083855412,0.24749336596965804,15.93,0.69,0.39,0.18
DIEGO,matrix_32_ext_0_1,5,det_15_self_satisfaction,0.28360123935407716,0.13538697700652416,0.25722483281260855,16.57,0.69,0.32,0.18
DIEGO,matrix_32_ext_0_1,5,det_30_authority,0.27977737931859037,0.12997097144374453,0.25230331140345597,16.31,0.76,0.33,0.15
DIEGO,matrix_32_ext_0_1,5,det_02_credit_score,0.2770613495709672,0.11778105938557494,0.25990479132939004,15.82,0.74,0.35,0.16
DIEGO,matrix_32_ext_0_1,5,det_31_approval,0.27507933083022285,0.12390532525770365,0.23991612403593374,17.21,0.66,0.36,0.15
DIEGO,matrix_32_ext_0_1,5,det_01_profits,0.27473559294523014,0.1161526519547429,0.2536358916663872,16.58,0.74,0.34,0.14
DIEGO,matrix_32_ext_0_1,5,det_26_novelty,0.27095593812102764,0.1058337196323428,0.25291058018524226,16.6,0.74,0.29,0.11
DIEGO,matrix_32_ext_0_1,5,det_19_wellbeing,0.2693802883636399,0.12821930347992325,0.2540437603822962,17.55,0.67,0.28,0.12
DIEGO,matrix_32_ext_0_1,5,det_22_peer_pressure,0.2692788799827738,0.11834662628447874,0.24478351284365085,17.32,0.66,0.36,0.14
DIEGO,matrix_32_ext_0_1,5,det_14_environmental_concerns,0.26682684680487645,0.10729717315493874,0.2560250494099633,16.83,0.68,0.34,0.13
DIEGO,matrix_32_ext_0_1,5,det_24_socialising,0.265492717468829,0.10170129484466793,0.25388289436117784,16.8,0.74,0.28,0.12
DIEGO,matrix_32_ext_0_1,5,det_13_technical_fit,0.26116359603661293,0.08806164626579001,0.25745878281286416,16.95,0.75,0.3,0.07
DIEGO,matrix_32_ext_0_1,5,det_12_own_competence,0.25942258841413784,0.10653207350681555,0.24093483300167412,17.92,0.64,0.27,0.12
DIEGO,matrix_32_ext_0_1,5,det_06_climate_protection,0.2584394317239378,0.0889430632739969,0.24962888359441943,17.26,0.71,0.31,0.08
DIEGO,matrix_32_ext_0_1,5,det_29_trends,0.2581222644732859,0.12061125128540966,0.22999478842035428,18.39,0.66,0.27,0.11
DIEGO,matrix_32_ext_0_1,5,det_05_frugality,0.25785036860561233,0.08740946859584332,0.24318827918424432,17.63,0.74,0.26,0.08
DIEGO,matrix_32_ext_0_1,5,det_11_knowledge,0.2572075966972127,0.11836225272426927,0.22575044854740614,18.47,0.65,0.24,0.15
DIEGO,matrix_32_ext_0_1,5,det_21_rights_and_duties,0.2563369883204481,0.09484782652241924,0.2345078755862049,17.52,0.75,0.26,0.08
DIEGO,matrix_32_ext_0_1,5,det_03_risk_profile,0.25253670332651934,0.11123179920926501,0.21762949273173537,18.48,0.63,0.25,0.12
DIEGO,matrix_32_ext_0_1,5,det_18_autonomy,0.24599579316800146,0.09634323989104293,0.2258292852834823,19.02,0.66,0.25,0.08
DIEGO,matrix_32_ext_0_1,5,det_27_fun,0.24412667867547105,0.10279428699251174,0.2245796679404704,18.94,0.65,0.21,0.08
DIEGO,matrix_32_ext_0_1,6,det_28_recognition,0.3283090588186909,0.1459391392430859,0.2988970726850386,14.98,0.84,0.5,0.24
DIEGO,matrix_32_ext_0_1,6,det_25_agreement,0.32010149862045795,0.12311415349548269,0.28804013107538284,14.56,0.86,0.44,0.21
DIEGO,matrix_32_ext_0_1,6,det_09_safety,0.32006263118441686,0.16277881127987273,0.2702809612069756,15.61,0.81,0.4,0.24
DIEGO,matrix_32_ext_0_1,6,det_32_own_significance,0.31853408692030183,0.14159018476453503,0.2788225189367126,14.87,0.84,0.41,0.26
DIEGO,matrix_32_ext_0_1,6,det_08_trust,0.3171576969082707,0.1454876126634239,0.2770483141164417,15.34,0.84,0.42,0.22
DIEGO,matrix_32_ext_0_1,6,det_17_adherence,0.31658832750593935,0.1425423309480693,0.26991816366912247,15.52,0.76,0.44,0.25
DIEGO,matrix_32_ext_0_1,6,det_20_coziness,0.3161062616921073,0.13716872035255057,0.28122781748583725,14.92,0.86,0.41,0.2
DIEGO,matrix_32_ext_0_1,6,det_10_cost_efficiency,0.3153893076278683,0.15779590144997901,0.29348428179781844,15.67,0.73,0.47,0.26
DIEGO,matrix_32_ext_0_1,6,det_04_added_value,0.3139168012104491,0.1516880647901652,0.2666244059453968,15.93,0.77,0.44,0.24
DIEGO,matrix_32_ext_0_1,6,det_16_commitment,0.3121723258762415,0.13167789367322896,0.2892059925663655,14.96,0.83,0.46,0.19
DIEGO,matrix_32_ext_0_1,6,det_02_credit_score,0.31091334396162085,0.155626264716503,0.2766589625608041,15.53,0.79,0.43,0.19
DIEGO,matrix_32_ext_0_1,6,det_06_climate_protection,0.3053739516324358,0.14685116262986084,0.2660500493938669,16.09,0.77,0.41,0.18
DIEGO,matrix_32_ext_0_1,6,det_15_self_satisfaction,0.3053224683590255,0.15694894079662622,0.254289980418107,16.89,0.75,0.33,0.25
DIEGO,matrix_32_ext_0_1,6,det_23_support,0.3051895744725746,0.11369094122523732,0.2872875873256554,15.29,0.81,0.44,0.18
DIEGO,matrix_32_ext_0_1,6,det_01_profits,0.3034036903691148,0.15685552641947534,0.2600606408944034,16.7,0.79,0.36,0.19
DIEGO,matrix_32_ext_0_1,6,det_22_peer_pressure,0.29066482652733777,0.1286187325348053,0.2629275739719924,16.92,0.7,0.42,0.22
DIEGO,matrix_32_ext_0_1,6,det_07_legal,0.290484284839286,0.12595952757045423,0.2664636608890075,16.77,0.78,0.38,0.17
DIEGO,matrix_32_ext_0_1,6,det_29_trends,0.2886055640531293,0.14558423522826747,0.25798616022766063,17.56,0.74,0.32,0.15
DIEGO,matrix_32_ext_0_1,6,det_24_socialising,0.2883556961120158,0.12146594547042504,0.2567194935261399,17.14,0.76,0.33,0.2
DIEGO,matrix_32_ext_0_1,6,det_31_approval,0.2883212995327047,0.12423226829741377,0.24983950644911723,17.13,0.79,0.35,0.16
DIEGO,matrix_32_ext_0_1,6,det_13_technical_fit,0.28737000172555083,0.10263755921721597,0.2795779709205157,16.08,0.83,0.39,0.1
DIEGO,matrix_32_ext_0_1,6,det_30_authority,0.28728123689647844,0.12624413712846572,0.2581297434656854,16.76,0.77,0.38,0.2
DIEGO,matrix_32_ext_0_1,6,det_11_knowledge,0.28356594833778587,0.13102650630766785,0.24418716866412718,17.95,0.73,0.31,0.19
DIEGO,matrix_32_ext_0_1,6,det_19_wellbeing,0.2811522350691832,0.12645666848883305,0.2662117026803865,17.78,0.71,0.31,0.12
DIEGO,matrix_32_ext_0_1,6,det_14_environmental_concerns,0.28075469185670776,0.1122835198397637,0.26139418577123835,17.08,0.72,0.41,0.15
DIEGO,matrix_32_ext_0_1,6,det_12_own_competence,0.27800818250130604,0.10427655984968134,0.265808738945713,17.12,0.76,0.34,0.14
DIEGO,matrix_32_ext_0_1,6,det_03_risk_profile,0.2768074451559731,0.12025048008867906,0.2372381286245936,18.04,0.69,0.37,0.16
DIEGO,matrix_32_ext_0_1,6,det_05_frugality,0.2754119189572335,0.09947050560774161,0.269051205962954,17.55,0.77,0.32,0.1
DIEGO,matrix_32_ext_0_1,6,det_27_fun,0.27525765819000786,0.11477871831872972,0.2526309189831302,17.65,0.74,0.32,0.12
DIEGO,matrix_32_ext_0_1,6,det_21_rights_and_duties,0.2731007920740633,0.09278890461857418,0.25757848232249025,17.04,0.81,0.3,0.09
DIEGO,matrix_32_ext_0_1,6,det_26_novelty,0.2692708836918327,0.10302607782708982,0.24019670604966253,18.16,0.73,0.32,0.1
DIEGO,matrix_32_ext_0_1,6,det_18_autonomy,0.26364306804273363,0.10110850544745674,0.24018104642546861,18.41,0.7,0.32,0.11
DIEGO,matrix_32_ext_0_1,7,det_08_trust,0.35839419380479026,0.18150436647462764,0.2830519297845768,14.66,0.88,0.43,0.34
DIEGO,matrix_32_ext_0_1,7,det_28_recognition,0.34762273868053306,0.17380959744010338,0.2992559353050487,14.87,0.85,0.5,0.32
DIEGO,matrix_32_ext_0_1,7,det_20_coziness,0.3459099805971748,0.15153441232094989,0.3082347382896792,14.21,0.86,0.52,0.27
DIEGO,matrix_32_ext_0_1,7,det_17_adherence,0.3411200983355215,0.1542433667108115,0.30351971389813504,14.74,0.82,0.52,0.32
DIEGO,matrix_32_ext_0_1,7,det_09_safety,0.3404082893732875,0.17166318207348016,0.28297990125875944,15.4,0.86,0.46,0.25
DIEGO,matrix_32_ext_0_1,7,det_04_added_value,0.3397133152631357,0.16400049293298138,0.27632203243997255,15.54,0.79,0.45,0.32
DIEGO,matrix_32_ext_0_1,7,det_16_commitment,0.33799788980607287,0.1459048688402674,0.3118880435067759,14.51,0.87,0.53,0.27
DIEGO,matrix_32_ext_0_1,7,det_32_own_significance,0.33692615444735546,0.14973397620784257,0.2940485132829474,15.18,0.87,0.47,0.27
DIEGO,matrix_32_ext_0_1,7,det_01_profits,0.33465274276922696,0.16468523539402724,0.29515171087347086,15.51,0.84,0.48,0.25
DIEGO,matrix_32_ext_0_1,7,det_25_agreement,0.33296057054480416,0.13180819337382546,0.2988781413827579,15.06,0.87,0.49,0.28
DIEGO,matrix_32_ext_0_1,7,det_10_cost_efficiency,0.33106634764825726,0.1612658754417487,0.2863809570986863,15.69,0.78,0.45,0.29
DIEGO,matrix_32_ext_0_1,7,det_07_legal,0.32679463006182957,0.16627768613387525,0.26044519313677617,16.15,0.81,0.37,0.26
DIEGO,matrix_32_ext_0_1,7,det_15_self_satisfaction,0.3179146291266337,0.14919709884199872,0.2679553891246853,16.75,0.77,0.4,0.26
DIEGO,matrix_32_ext_0_1,7,det_23_support,0.3151026697582318,0.12389880982547538,0.27196903156157237,15.89,0.83,0.42,0.2
DIEGO,matrix_32_ext_0_1,7,det_29_trends,0.3144071269975123,0.14721751790398482,0.27611243178713635,16.46,0.83,0.4,0.2
DIEGO,matrix_32_ext_0_1,7,det_06_climate_protection,0.3123501484424252,0.13910665906936426,0.2828393532658391,16.34,0.84,0.42,0.15
DIEGO,matrix_32_ext_0_1,7,det_02_credit_score,0.31141025959981505,0.14193985261226497,0.2733284386033617,16.38,0.78,0.4,0.22
DIEGO,matrix_32_ext_0_1,7,det_24_socialising,0.30904392860450763,0.11553954312539337,0.28229721851702877,16.34,0.86,0.43,0.18
DIEGO,matrix_32_ext_0_1,7,det_30_authority,0.3056243240229502,0.14414206481460112,0.26371555970769667,17.29,0.78,0.39,0.24
DIEGO,matrix_32_ext_0_1,7,det_19_wellbeing,0.3027763808830888,0.1319366215171377,0.2740006170732784,17.32,0.8,0.39,0.2
DIEGO,matrix_32_ext_0_1,7,det_11_knowledge,0.3014663951698436,0.13857355286290132,0.2554857036663424,17.78,0.75,0.38,0.23
DIEGO,matrix_32_ext_0_1,7,det_31_approval,0.30143069320206806,0.125237538594958,0.26934287651200456,17.26,0.77,0.42,0.2
DIEGO,matrix_32_ext_0_1,7,det_03_risk_profile,0.3000826703897757,0.14758101761079648,0.2595726722028725,18.01,0.74,0.39,0.18
DIEGO,matrix_32_ext_0_1,7,det_22_peer_pressure,0.29864028539843007,0.120947642112085,0.2769045900000125,17.15,0.8,0.44,0.17
DIEGO,matrix_32_ext_0_1,7,det_21_rights_and_duties,0.29586060631517014,0.12666924922839756,0.2642616725220889,17.45,0.81,0.38,0.15
DIEGO,matrix_32_ext_0_1,7,det_14_environmental_concerns,0.29360641125509696,0.13204763137188721,0.2692620838235999,17.5,0.73,0.38,0.14
DIEGO,matrix_32_ext_0_1,7,det_12_own_competence,0.2905333172296479,0.1080217565728491,0.269382680051319,17.55,0.83,0.38,0.18
DIEGO,matrix_32_ext_0_1,7,det_27_fun,0.2893577472747315,0.13703284089295661,0.25522775469147374,18.25,0.76,0.31,0.14
