"cluster","best_match","pct_match","active_determinants","n_active_dets"
"cluster_1","Activist",0,"",0
"cluster_2","Uninterested",11.1111111111111,"SOCIALISING; RECOGNITION; TRENDS; AUTHORITY; OWN SIGNIFICANCE",5
"cluster_3","Stubborn",50,"COST-EFFICIENCY; KNOWLEDGE; SELF-SATISFACTION",3
"cluster_4","Fearful",60,"CREDIT SCORE; RISK PROFILE; LEGAL; TRUST; SAFETY; COST-EFFICIENCY; KNOWLEDGE; OWN COMPETENCE; TECHNICAL FIT; SELF-SATISFACTION; COMMITMENT; ADHERENCE; WELLBEING; RECOGNITION; OWN SIGNIFICANCE",15
"cluster_5","Influencer",37.5,"KNOWLEDGE; PEER-PRESSURE; SOCIALISING; FUN; RECOGNITION; TRENDS; AUTHORITY; OWN SIGNIFICANCE",8
"cluster_6","Early Adopter",12.5,"KNOWLEDGE; RECOGNITION; OWN SIGNIFICANCE",3
"cluster_7","Careful",50,"PROFITS; CREDIT SCORE; RISK PROFILE; SAFETY; COST-EFFICIENCY; KNOWLEDGE; OWN COMPETENCE; TECHNICAL FIT; SELF-SATISFACTION; COMMITMENT; ADHERENCE; AUTARKY; WELLBEING; COZINESS; OWN SIGNIFICANCE",15
"cluster_8","Homo Economicus",33.3333333333333,"CREDIT SCORE; RISK PROFILE; LEGAL; TRUST; COST-EFFICIENCY; KNOWLEDGE; TECHNICAL FIT; SELF-SATISFACTION; ADHERENCE; SOCIALISING; FUN; RECOGNITION; TRENDS; AUTHORITY; OWN SIGNIFICANCE",15
