left_id,right_id,matching_similarity_pct
KM1,Influencer,44.44444444444444
KM2,Fearful,50
KM3,Homo.Economicus,43.75
KM4,Uninterested,31.25
KM5,Early.Adopter,33.333333333333336
KM6,Activist,40
