consensus_factor,determinant,n_bootstraps_selected,selection_frequency,mean_abs_loading
1,det_10_cost_efficiency,100,1,0.6492769512914826
1,det_01_profits,100,1,0.5761116838470626
1,det_05_frugality,100,1,0.5456926199654873
1,det_03_risk_profile,100,1,0.5269174016064253
1,det_02_credit_score,100,1,0.4424190894629727
1,det_11_knowledge,72,0.72,0.2285691432066655
1,det_12_own_competence,60,0.6,0.22449071895554795
1,det_18_autonomy,33,0.33,0.18075730259181083
2,det_21_rights_and_duties,99,0.99,0.5024488201488804
2,det_07_legal,98,0.98,0.5204558621671853
2,det_25_agreement,94,0.94,0.31035633687426717
2,det_08_trust,83,0.83,0.25040292645254214
2,det_09_safety,68,0.68,0.21510912277171287
2,det_22_peer_pressure,45,0.45,0.1662285921602637
2,det_16_commitment,45,0.45,0.15028604357957953
2,det_13_technical_fit,42,0.42,0.1460809600786716
3,det_15_self_satisfaction,99,0.99,0.38281493103612546
3,det_16_commitment,98,0.98,0.44297726919549746
3,det_32_own_significance,84,0.84,0.3184674992255353
3,det_12_own_competence,77,0.77,0.27917162737625945
3,det_18_autonomy,76,0.76,0.2752896753784936
3,det_13_technical_fit,69,0.69,0.26334239128466036
3,det_11_knowledge,65,0.65,0.25746731750444246
3,det_17_adherence,58,0.58,0.24788339193870398
4,det_06_climate_protection,100,1,0.7494165870538625
4,det_14_environmental_concerns,100,1,0.6902149113333924
4,det_23_support,100,1,0.4581044529279934
4,det_04_added_value,97,0.97,0.2663344423912773
4,det_32_own_significance,72,0.72,0.1765971893387752
4,det_25_agreement,65,0.65,0.16408337037904547
4,det_01_profits,51,0.51,0.14974449262872966
4,det_08_trust,46,0.46,0.14171518028477204
5,det_20_coziness,100,1,0.7222924971582971
5,det_19_wellbeing,100,1,0.6552124076621642
5,det_09_safety,100,1,0.37627489822409277
5,det_18_autonomy,93,0.93,0.19292197471494016
5,det_25_agreement,86,0.86,0.1794367551664779
5,det_27_fun,80,0.8,0.1784566083702102
5,det_13_technical_fit,39,0.39,0.11784552235097114
5,det_32_own_significance,27,0.27,0.09528585949889085
6,det_28_recognition,100,1,0.7199974916157504
6,det_31_approval,100,1,0.6606258976459536
6,det_24_socialising,100,1,0.6115476623967193
6,det_30_authority,100,1,0.6049397899800913
6,det_29_trends,100,1,0.5451334584444966
6,det_22_peer_pressure,100,1,0.458881598135497
6,det_27_fun,99,0.99,0.43816894452308736
6,det_26_novelty,98,0.98,0.39811409572877016
