left_id,right_id,matching_similarity_pct
KM1,Careful,66.66666666666667
KM2,Influencer,30
KM3,Homo.Economicus,41.666666666666664
KM4,Early.Adopter,50
KM5,Fearful,41.1764705882353
KM6,Uninterested,27.272727272727273
