"order_rank","archetype","freq_covered_at_D_order","pct_covered_at_D_order"
1,"Homo.Economicus",3901274,48.765925
2,"Uninterested",2181616,27.2702
3,"Influencer",795797,9.9474625
4,"Careful",0,0
5,"Early.Adopter",0,0
6,"Fearful",0,0
7,"Stubborn",0,0
