"cluster","n_active_dets","active_determinants"
"cluster_1",15,"CREDIT SCORE; RISK PROFILE; LEGAL; TRUST; SAFETY; COST-EFFICIENCY; KNOWLEDGE; OWN COMPETENCE; TECHNICAL FIT; ENVIRONMENTAL CONCERNS; SELF-SATISFACTION; COMMITMENT; ADHERENCE; WELLBEING; RIGHTS AND DUTIES"
"cluster_2",6,"PEER-PRESSURE; SOCIALISING; AGREEMENT; RECOGNITION; TRENDS; OWN SIGNIFICANCE"
"cluster_3",15,"PROFITS; CREDIT SCORE; ADDED VALUE; FRUGALITY; CLIMATE PROTECTION; COST-EFFICIENCY; ENVIRONMENTAL CONCERNS; SELF-SATISFACTION; COMMITMENT; AUTARKY; COZINESS; NOVELTY; FUN; TRENDS; APPROVAL"
