left_id,right_id,matching_similarity_pct
KM1,Activist,55.55555555555556
KM2,Fearful,70
KM3,Uninterested,16.666666666666668
KM4,Stubborn,37.5
KM5,Careful,33.333333333333336
KM6,Homo.Economicus,54.54545454545455
