"D","n_patterns_covered","freq_covered","pct_covered"
0,1,3,0.000375
1,5,15,0.001875
2,14,32,0.004
3,27,61,0.007625
4,55,129,0.016125
5,91,227,0.028375
6,150,474,0.05925
7,231,687,0.085875
8,332,1112,0.139
9,466,1887,0.235875
10,641,3636,0.4545
11,890,7186,0.89825
12,1171,12545,1.568125
13,1537,20614,2.57675
14,1924,33870,4.23375
15,18674,800000,100
16,18674,800000,100
17,18674,800000,100
18,18674,800000,100
19,18674,800000,100
20,18674,800000,100
