"D","n_patterns_covered","freq_covered","pct_covered"
0,0,0,0
1,0,0,0
2,0,0,0
3,1,12,0.0015
4,12,206,0.02575
5,142,8969,1.121125
6,296,14099,1.762375
7,1391,416632,52.079
8,1780,429294,53.66175
9,5357,707560,88.445
10,5638,710170,88.77125
11,11244,775453,96.931625
12,11358,775678,96.95975
13,16084,794299,99.287375
14,16154,794495,99.311875
15,18162,799138,99.89225
16,18181,799240,99.905
17,18617,799865,99.983125
18,18620,799870,99.98375
19,18663,799962,99.99525
20,18663,799962,99.99525
