matrix_name,bootstrap_id,status,n_bootstrap_draws,n_rows_used,n_rows_dropped,n_variable_features,n_constant_features,n_factors_parallel,warning_flag,warning_message,error_message
matrix_32_z_abs,23,ok,1000,1000,0,32,0,5,FALSE,NA,NA
matrix_32_z_abs,24,ok,1000,1000,0,32,0,8,FALSE,NA,NA
matrix_32_z_abs,25,ok,1000,1000,0,32,0,7,FALSE,NA,NA
matrix_32_z_abs,26,ok,1000,1000,0,32,0,7,FALSE,NA,NA
matrix_32_z_abs,27,ok,1000,1000,0,32,0,9,FALSE,NA,NA
matrix_32_z_abs,28,ok,1000,1000,0,32,0,10,FALSE,NA,NA
matrix_32_z_abs,29,ok,1000,1000,0,32,0,9,FALSE,NA,NA
matrix_32_z_abs,30,ok,1000,1000,0,32,0,8,FALSE,NA,NA
matrix_32_z_abs,31,ok,1000,1000,0,32,0,8,FALSE,NA,NA
matrix_32_z_abs,32,ok,1000,1000,0,32,0,8,FALSE,NA,NA
matrix_32_z_abs,33,ok,1000,1000,0,32,0,8,FALSE,NA,NA
matrix_32_z_abs,34,ok,1000,1000,0,32,0,9,FALSE,NA,NA
matrix_32_z_abs,35,ok,1000,1000,0,32,0,7,FALSE,NA,NA
matrix_32_z_abs,36,ok,1000,1000,0,32,0,7,FALSE,NA,NA
matrix_32_z_abs,37,ok,1000,1000,0,32,0,10,FALSE,NA,NA
matrix_32_z_abs,38,ok,1000,1000,0,32,0,7,FALSE,NA,NA
matrix_32_z_abs,39,ok,1000,1000,0,32,0,9,FALSE,NA,NA
matrix_32_z_abs,40,ok,1000,1000,0,32,0,8,FALSE,NA,NA
matrix_32_z_abs,41,ok,1000,1000,0,32,0,7,FALSE,NA,NA
matrix_32_z_abs,42,ok,1000,1000,0,32,0,7,FALSE,NA,NA
matrix_32_z_abs,43,ok,1000,1000,0,32,0,9,FALSE,NA,NA
matrix_32_z_abs,44,ok,1000,1000,0,32,0,9,FALSE,NA,NA
matrix_32_z_abs,45,ok,1000,1000,0,32,0,10,FALSE,NA,NA
matrix_32_z_abs,46,ok,1000,1000,0,32,0,10,FALSE,NA,NA
matrix_32_z_abs,47,ok,1000,1000,0,32,0,9,FALSE,NA,NA
matrix_32_z_abs,48,ok,1000,1000,0,32,0,11,FALSE,NA,NA
matrix_32_z_abs,49,ok,1000,1000,0,32,0,8,FALSE,NA,NA
matrix_32_z_abs,50,ok,1000,1000,0,32,0,7,FALSE,NA,NA
matrix_32_z_abs,51,ok,1000,1000,0,32,0,10,FALSE,NA,NA
matrix_32_z_abs,52,ok,1000,1000,0,32,0,9,FALSE,NA,NA
matrix_32_z_abs,53,ok,1000,1000,0,32,0,7,FALSE,NA,NA
matrix_32_z_abs,54,ok,1000,1000,0,32,0,8,FALSE,NA,NA
matrix_32_z_abs,55,ok,1000,1000,0,32,0,8,FALSE,NA,NA
matrix_32_z_abs,56,ok,1000,1000,0,32,0,8,FALSE,NA,NA
matrix_32_z_abs,57,ok,1000,1000,0,32,0,8,FALSE,NA,NA
matrix_32_z_abs,58,ok,1000,1000,0,32,0,9,FALSE,NA,NA
matrix_32_z_abs,59,ok,1000,1000,0,32,0,7,FALSE,NA,NA
matrix_32_z_abs,60,ok,1000,1000,0,32,0,6,FALSE,NA,NA
matrix_32_z_abs,61,ok,1000,1000,0,32,0,8,FALSE,NA,NA
matrix_32_z_abs,62,ok,1000,1000,0,32,0,8,FALSE,NA,NA
matrix_32_z_abs,63,ok,1000,1000,0,32,0,8,FALSE,NA,NA
matrix_32_z_abs,64,ok,1000,1000,0,32,0,9,FALSE,NA,NA
matrix_32_z_abs,65,ok,1000,1000,0,32,0,10,FALSE,NA,NA
matrix_32_z_abs,66,ok,1000,1000,0,32,0,6,FALSE,NA,NA
matrix_32_z_abs,67,ok,1000,1000,0,32,0,8,FALSE,NA,NA
matrix_32_z_abs,68,ok,1000,1000,0,32,0,9,FALSE,NA,NA
matrix_32_z_abs,69,ok,1000,1000,0,32,0,8,FALSE,NA,NA
matrix_32_z_abs,70,ok,1000,1000,0,32,0,10,FALSE,NA,NA
matrix_32_z_abs,71,ok,1000,1000,0,32,0,8,FALSE,NA,NA
matrix_32_z_abs,72,ok,1000,1000,0,32,0,9,FALSE,NA,NA
matrix_32_z_abs,73,ok,1000,1000,0,32,0,8,FALSE,NA,NA
matrix_32_z_abs,74,ok,1000,1000,0,32,0,8,FALSE,NA,NA
matrix_32_z_abs,75,ok,1000,1000,0,32,0,11,FALSE,NA,NA
matrix_32_z_abs,76,ok,1000,1000,0,32,0,8,FALSE,NA,NA
matrix_32_z_abs,77,ok,1000,1000,0,32,0,9,FALSE,NA,NA
matrix_32_z_abs,78,ok,1000,1000,0,32,0,9,FALSE,NA,NA
matrix_32_z_abs,79,ok,1000,1000,0,32,0,8,FALSE,NA,NA
matrix_32_z_abs,80,ok,1000,1000,0,32,0,9,FALSE,NA,NA
matrix_32_z_abs,81,ok,1000,1000,0,32,0,9,FALSE,NA,NA
matrix_32_z_abs,82,ok,1000,1000,0,32,0,8,FALSE,NA,NA
matrix_32_z_abs,83,ok,1000,1000,0,32,0,8,FALSE,NA,NA
matrix_32_z_abs,84,ok,1000,1000,0,32,0,9,FALSE,NA,NA
matrix_32_z_abs,85,ok,1000,1000,0,32,0,7,FALSE,NA,NA
matrix_32_z_abs,86,ok,1000,1000,0,32,0,8,FALSE,NA,NA
matrix_32_z_abs,87,ok,1000,1000,0,32,0,9,FALSE,NA,NA
matrix_32_z_abs,88,ok,1000,1000,0,32,0,8,FALSE,NA,NA
matrix_32_z_abs,89,ok,1000,1000,0,32,0,9,FALSE,NA,NA
matrix_32_z_abs,90,ok,1000,1000,0,32,0,7,FALSE,NA,NA
matrix_32_z_abs,91,ok,1000,1000,0,32,0,8,FALSE,NA,NA
matrix_32_z_abs,92,ok,1000,1000,0,32,0,10,FALSE,NA,NA
matrix_32_z_abs,93,ok,1000,1000,0,32,0,7,FALSE,NA,NA
matrix_32_z_abs,94,ok,1000,1000,0,32,0,10,FALSE,NA,NA
matrix_32_z_abs,95,ok,1000,1000,0,32,0,8,FALSE,NA,NA
matrix_32_z_abs,96,ok,1000,1000,0,32,0,8,FALSE,NA,NA
matrix_32_z_abs,97,ok,1000,1000,0,32,0,9,FALSE,NA,NA
matrix_32_z_abs,98,ok,1000,1000,0,32,0,10,FALSE,NA,NA
matrix_32_z_abs,99,ok,1000,1000,0,32,0,7,FALSE,NA,NA
matrix_32_z_abs,100,ok,1000,1000,0,32,0,11,FALSE,NA,NA
