participant_id,year_of_birth,age,age_group,gender,country,residence_region,city_size,climate_zone,employment,education_group,work_home,type_house,tenure,political_orientation,vote_type,source_survey,identifier_type,row_quality,self_response_raw,self_profile,country_group,climate_zone_3,employment_3
323,1971,55,Generation X,Male,Spain,Southern Europe,"Small city (50,000-250,000 inhabitants)",Warm/Mediterranean climate,Employed,NA,No,Household with children,Homeowner with mortgage,Left,Regionalist/independence parties,Decision survey,No identifier,usable,I am more likely to invest if it helps reduce my environmental impact.,Activist,Spain,Warm/Mediterranean climate,Employed
324,1966,60,Boomers +,Male,Spain,Southern Europe,"Town (10,000-50,000 inhabitants)",Temperate climate,Employed,University education,Yes,Household with children,Homeowner without mortgage,Far left,Regionalist/independence parties,Decision survey,No identifier,usable,"I would invest out of ethical or social commitment to environmental protection, regardless of direct personal benefits.",Sentient,Spain,Temperate climate,Employed
325,1990,36,Millennials,Male,Spain,Southern Europe,"Town (10,000-50,000 inhabitants)",Warm/Mediterranean climate,Employed,University education,Yes,Other,Homeowner without mortgage,Left,Variable vote depending on candidate/programme,Decision survey,No identifier,usable,"I would invest out of ethical or social commitment to environmental protection, regardless of direct personal benefits.",Sentient,Spain,Warm/Mediterranean climate,Employed
326,1953,73,Boomers +,Male,Spain,Southern Europe,"Town (10,000-50,000 inhabitants)",Temperate climate,Other employment status,University education,No,Couple without children,Homeowner without mortgage,Far left,Regionalist/independence parties,Decision survey,No identifier,usable,I am more likely to invest if it helps reduce my environmental impact.,Activist,Spain,Temperate climate,Other employment status
327,1958,68,Boomers +,Male,Spain,Southern Europe,"Village or rural area (<1,000 inhabitants)",Warm/Mediterranean climate,Other employment status,Non-university education,NA,Couple without children,Homeowner without mortgage,Left,Regionalist/independence parties,Decision survey,No identifier,usable,NA,NA,Spain,Warm/Mediterranean climate,Other employment status
328,1965,61,Boomers +,Male,Spain,Southern Europe,"Small town (1,000-10,000 inhabitants)",Warm/Mediterranean climate,Employed,Non-university education,No,Household with children,Homeowner with mortgage,Right,Variable vote depending on candidate/programme,Decision survey,No identifier,usable,"I would invest out of ethical or social commitment to environmental protection, regardless of direct personal benefits.",Sentient,Spain,Warm/Mediterranean climate,Employed
329,1977,49,Generation X,Male,Spain,Southern Europe,"Small town (1,000-10,000 inhabitants)",Warm/Mediterranean climate,Employed,University education,No,Household with children,Homeowner with mortgage,Left,Regionalist/independence parties,Decision survey,No identifier,usable,"I would invest out of ethical or social commitment to environmental protection, regardless of direct personal benefits.",Sentient,Spain,Warm/Mediterranean climate,Employed
330,1977,49,Generation X,Female,Spain,Southern Europe,"Small city (50,000-250,000 inhabitants)",Temperate climate,Employed,University education,No,Household with children,Homeowner without mortgage,NA,NA,Decision survey,No identifier,attention_check_fallido,NA,NA,Spain,Temperate climate,Employed
331,1962,64,Boomers +,Male,Spain,Southern Europe,"Village or rural area (<1,000 inhabitants)",Temperate climate,Other employment status,University education,No,Couple without children,Homeowner without mortgage,Far left,Regionalist/independence parties,Decision survey,No identifier,usable,NA,NA,Spain,Temperate climate,Other employment status
332,1981,45,Generation X,Male,Spain,Southern Europe,"Small city (50,000-250,000 inhabitants)",Warm/Mediterranean climate,Employed,University education,Yes,Household with children,Homeowner with mortgage,Far left,Regionalist/independence parties,Decision survey,No identifier,usable,NA,NA,Spain,Warm/Mediterranean climate,Employed
333,1967,59,Boomers +,Male,Spain,Southern Europe,"Small town (1,000-10,000 inhabitants)",Warm/Mediterranean climate,Employed,University education,No,Couple without children,Homeowner without mortgage,Left,National parties,Decision survey,No identifier,usable,I am more likely to invest if it helps reduce my environmental impact.,Activist,Spain,Warm/Mediterranean climate,Employed
334,1992,34,Millennials,Male,Spain,Southern Europe,"Town (10,000-50,000 inhabitants)",Temperate climate,Employed,University education,Yes,Household with children,Homeowner without mortgage,Far left,Regionalist/independence parties,Decision survey,No identifier,usable,"I would invest out of ethical or social commitment to environmental protection, regardless of direct personal benefits.",Sentient,Spain,Temperate climate,Employed
335,1989,37,Millennials,Male,Spain,Southern Europe,"Town (10,000-50,000 inhabitants)",Warm/Mediterranean climate,Employed,Non-university education,No,Household with children,Homeowner with mortgage,Right,Regionalist/independence parties,Decision survey,No identifier,attention_check_fallido,I am more likely to invest if it improves my safety or that of my household.,Fearful,Spain,Warm/Mediterranean climate,Employed
336,1975,51,Generation X,Female,Spain,Southern Europe,"Large city (500,000-1,000,000 inhabitants)",Warm/Mediterranean climate,Employed,University education,No,Household with children,Homeowner with mortgage,Left,Other options,Decision survey,No identifier,usable,I am more likely to invest if it helps reduce my environmental impact.,Activist,Spain,Warm/Mediterranean climate,Employed
337,1975,51,Generation X,Male,Spain,Southern Europe,"Town (10,000-50,000 inhabitants)",Temperate climate,Employed,University education,No,Household with children,Homeowner without mortgage,Far left,NA,Decision survey,No identifier,usable,"I would invest out of ethical or social commitment to environmental protection, regardless of direct personal benefits.",Sentient,Spain,Temperate climate,Employed
338,1957,69,Boomers +,Female,Spain,Southern Europe,"Small city (50,000-250,000 inhabitants)",Warm/Mediterranean climate,Other employment status,University education,NA,Couple without children,Homeowner with mortgage,Far left,Regionalist/independence parties,Decision survey,No identifier,usable,NA,NA,Spain,Warm/Mediterranean climate,Other employment status
339,1964,62,Boomers +,Male,Spain,Southern Europe,"Small town (1,000-10,000 inhabitants)",Warm/Mediterranean climate,Employed,Non-university education,Yes,Household with children,Homeowner without mortgage,Far left,Regionalist/independence parties,Decision survey,No identifier,usable,"I would invest out of ethical or social commitment to environmental protection, regardless of direct personal benefits.",Sentient,Spain,Warm/Mediterranean climate,Employed
340,1982,44,Generation X,Male,Spain,Southern Europe,"Village or rural area (<1,000 inhabitants)",Temperate climate,Employed,Non-university education,No,Household with children,Homeowner with mortgage,Far left,Regionalist/independence parties,Decision survey,No identifier,usable,"I would invest out of ethical or social commitment to environmental protection, regardless of direct personal benefits.",Sentient,Spain,Temperate climate,Employed
341,1977,49,Generation X,Male,Spain,Southern Europe,"Medium-sized city (250,000-500,000 inhabitants)",Warm/Mediterranean climate,Employed,University education,Yes,Household with children,Homeowner with mortgage,Left,Other options,Decision survey,No identifier,attention_check_fallido,"I am more likely to invest if it improves my social status or aligns with the norms of my colleagues, friends, or family.",Influencer,Spain,Warm/Mediterranean climate,Employed
342,1969,57,Boomers +,Male,Spain,Southern Europe,"Village or rural area (<1,000 inhabitants)",Warm/Mediterranean climate,Employed,Non-university education,No,Other,Homeowner without mortgage,Far left,Regionalist/independence parties,Decision survey,No identifier,usable,"I am more likely to invest if it improves my social status or aligns with the norms of my colleagues, friends, or family.",Influencer,Spain,Warm/Mediterranean climate,Employed
343,1950,76,Boomers +,Male,Spain,Southern Europe,"Small city (50,000-250,000 inhabitants)",Warm/Mediterranean climate,Other employment status,University education,No,Couple without children,Homeowner without mortgage,Far left,Other options,Decision survey,No identifier,attention_check_fallido,I am more likely to invest if it improves my safety or that of my household.,Fearful,Spain,Warm/Mediterranean climate,Other employment status
344,1985,41,Generation X,Other / Prefer not to say,Spain,Southern Europe,"Village or rural area (<1,000 inhabitants)",Warm/Mediterranean climate,Employed,Non-university education,No,Couple without children,Homeowner without mortgage,Far left,Does not vote / blank / null vote,Decision survey,No identifier,usable,"I would invest out of ethical or social commitment to environmental protection, regardless of direct personal benefits.",Sentient,Spain,Warm/Mediterranean climate,Employed
345,1956,70,Boomers +,Male,Spain,Southern Europe,"Medium-sized city (250,000-500,000 inhabitants)",Warm/Mediterranean climate,Other employment status,University education,No,Other,Homeowner without mortgage,Far left,National parties,Decision survey,No identifier,usable,"I am more likely to invest if it improves my social status or aligns with the norms of my colleagues, friends, or family.",Influencer,Spain,Warm/Mediterranean climate,Other employment status
346,1975,51,Generation X,Male,Spain,Southern Europe,"Small town (1,000-10,000 inhabitants)",Temperate climate,Employed,University education,Yes,Couple without children,Homeowner without mortgage,Far left,Regionalist/independence parties,Decision survey,No identifier,usable,I am more likely to invest if it helps reduce my environmental impact.,Activist,Spain,Temperate climate,Employed
347,1983,43,Generation X,Male,Spain,Southern Europe,"Town (10,000-50,000 inhabitants)",Warm/Mediterranean climate,Employed,University education,No,Household with children,Homeowner without mortgage,Far left,National parties,Decision survey,No identifier,usable,"I would invest out of ethical or social commitment to environmental protection, regardless of direct personal benefits.",Sentient,Spain,Warm/Mediterranean climate,Employed
348,1968,58,Boomers +,Male,Spain,Southern Europe,"Small town (1,000-10,000 inhabitants)",Temperate climate,Employed,Non-university education,No,Household with children,Homeowner without mortgage,Far left,Regionalist/independence parties,Decision survey,No identifier,attention_check_fallido,"I would invest out of ethical or social commitment to environmental protection, regardless of direct personal benefits.",Sentient,Spain,Temperate climate,Employed
349,1964,62,Boomers +,Male,Spain,Southern Europe,"Small city (50,000-250,000 inhabitants)",Warm/Mediterranean climate,Employed,Non-university education,No,Couple without children,Homeowner without mortgage,NA,Regionalist/independence parties,Decision survey,No identifier,attention_check_fallido,"I would invest out of ethical or social commitment to environmental protection, regardless of direct personal benefits.",Sentient,Spain,Warm/Mediterranean climate,Employed
350,1984,42,Generation X,Male,Spain,Southern Europe,"Town (10,000-50,000 inhabitants)",Temperate climate,Employed,University education,No,Couple without children,Homeowner with mortgage,Left,NA,Decision survey,No identifier,usable,"I would invest out of ethical or social commitment to environmental protection, regardless of direct personal benefits.",Sentient,Spain,Temperate climate,Employed
352,1968,58,Boomers +,Female,Spain,Southern Europe,"Medium-sized city (250,000-500,000 inhabitants)",Warm/Mediterranean climate,Employed,University education,No,Household with children,Homeowner without mortgage,Left,National parties,Decision survey,No identifier,attention_check_fallido,I am more likely to invest if it improves my safety or that of my household.,Fearful,Spain,Warm/Mediterranean climate,Employed
353,1989,37,Millennials,Male,Spain,Southern Europe,"Village or rural area (<1,000 inhabitants)",Temperate climate,Other employment status,Non-university education,Yes,Couple without children,Homeowner without mortgage,Far left,Regionalist/independence parties,Decision survey,No identifier,usable,"I would invest out of ethical or social commitment to environmental protection, regardless of direct personal benefits.",Sentient,Spain,Temperate climate,Other employment status
354,NA,NA,NA,NA,Spain,Southern Europe,"Town (10,000-50,000 inhabitants)",Temperate climate,Other employment status,University education,Yes,Couple without children,Homeowner without mortgage,Left,Regionalist/independence parties,Decision survey,No identifier,usable,I am more likely to invest if it helps reduce my environmental impact.,Activist,Spain,Temperate climate,Other employment status
355,1975,51,Generation X,Female,Spain,Southern Europe,"Town (10,000-50,000 inhabitants)",Temperate climate,Employed,University education,Yes,Household with children,Homeowner with mortgage,Far left,Regionalist/independence parties,Decision survey,No identifier,usable,"I would invest out of ethical or social commitment to environmental protection, regardless of direct personal benefits.",Sentient,Spain,Temperate climate,Employed
356,1987,39,Millennials,Male,Spain,Southern Europe,"Town (10,000-50,000 inhabitants)",Temperate climate,Employed,University education,Yes,Couple without children,Homeowner with mortgage,Far left,Regionalist/independence parties,Decision survey,No identifier,usable,I am more likely to invest if it helps reduce my environmental impact.,Activist,Spain,Temperate climate,Employed
357,1963,63,Boomers +,Male,Spain,Southern Europe,"Town (10,000-50,000 inhabitants)",Temperate climate,Other employment status,University education,Yes,Household with children,Homeowner without mortgage,Far left,National parties,Decision survey,No identifier,usable,"I would invest out of ethical or social commitment to environmental protection, regardless of direct personal benefits.",Sentient,Spain,Temperate climate,Other employment status
358,1968,58,Boomers +,Male,Spain,Southern Europe,"Town (10,000-50,000 inhabitants)",Warm/Mediterranean climate,Employed,University education,No,Household with children,Homeowner without mortgage,Far left,Does not vote / blank / null vote,Decision survey,No identifier,usable,NA,NA,Spain,Warm/Mediterranean climate,Employed
359,1961,65,Boomers +,Male,Spain,Southern Europe,"Medium-sized city (250,000-500,000 inhabitants)",Warm/Mediterranean climate,Other employment status,University education,Yes,Couple without children,Homeowner with mortgage,Left,National parties,Decision survey,No identifier,usable,I am more likely to invest if it helps reduce my environmental impact.,Activist,Spain,Warm/Mediterranean climate,Other employment status
360,1952,74,Boomers +,Male,Spain,Southern Europe,"Small town (1,000-10,000 inhabitants)",Temperate climate,Other employment status,University education,No,Couple without children,Homeowner without mortgage,Left,Regionalist/independence parties,Decision survey,No identifier,usable,"I would invest out of ethical or social commitment to environmental protection, regardless of direct personal benefits.",Sentient,Spain,Temperate climate,Other employment status
361,1967,59,Boomers +,Male,Spain,Southern Europe,"Village or rural area (<1,000 inhabitants)",Temperate climate,Employed,University education,No,Household with children,Homeowner with mortgage,Left,Variable vote depending on candidate/programme,Decision survey,No identifier,usable,I am more likely to invest if it helps reduce my environmental impact.,Activist,Spain,Temperate climate,Employed
362,1971,55,Generation X,Male,Spain,Southern Europe,"Town (10,000-50,000 inhabitants)",Warm/Mediterranean climate,Employed,University education,No,Household with children,Homeowner without mortgage,Far left,Regionalist/independence parties,Decision survey,No identifier,usable,"I would invest out of ethical or social commitment to environmental protection, regardless of direct personal benefits.",Sentient,Spain,Warm/Mediterranean climate,Employed
363,1970,56,Boomers +,Female,Spain,Southern Europe,"Small town (1,000-10,000 inhabitants)",Warm/Mediterranean climate,Employed,University education,No,Other,Homeowner without mortgage,NA,Variable vote depending on candidate/programme,Decision survey,No identifier,usable,I am more likely to invest if it improves my safety or that of my household.,Fearful,Spain,Warm/Mediterranean climate,Employed
364,1956,70,Boomers +,Male,Spain,Southern Europe,"Medium-sized city (250,000-500,000 inhabitants)",Warm/Mediterranean climate,Other employment status,University education,Yes,Couple without children,Homeowner with mortgage,Far left,Other options,Decision survey,No identifier,attention_check_fallido,NA,NA,Spain,Warm/Mediterranean climate,Other employment status
365,1976,50,Generation X,Female,Spain,Southern Europe,"Village or rural area (<1,000 inhabitants)",Warm/Mediterranean climate,Employed,University education,Yes,Couple without children,Homeowner without mortgage,Left,Other options,Decision survey,No identifier,usable,I am more likely to invest if it helps reduce my environmental impact.,Activist,Spain,Warm/Mediterranean climate,Employed
366,1961,65,Boomers +,Male,Spain,Southern Europe,"Small city (50,000-250,000 inhabitants)",Warm/Mediterranean climate,Other employment status,University education,No,Household with children,Homeowner without mortgage,Centre,National parties,Decision survey,No identifier,attention_check_fallido,"I am more likely to invest if it improves my social status or aligns with the norms of my colleagues, friends, or family.",Influencer,Spain,Warm/Mediterranean climate,Other employment status
367,1987,39,Millennials,Female,Spain,Southern Europe,"Small city (50,000-250,000 inhabitants)",Warm/Mediterranean climate,Employed,Non-university education,No,Other,Non-homeowner,Far left,Regionalist/independence parties,Decision survey,No identifier,usable,"I am more likely to invest if it improves my social status or aligns with the norms of my colleagues, friends, or family.",Influencer,Spain,Warm/Mediterranean climate,Employed
368,1970,56,Boomers +,Male,Spain,Southern Europe,"Town (10,000-50,000 inhabitants)",Temperate climate,Employed,Non-university education,No,Other,Homeowner with mortgage,Far left,Regionalist/independence parties,Decision survey,No identifier,usable,"I would invest out of ethical or social commitment to environmental protection, regardless of direct personal benefits.",Sentient,Spain,Temperate climate,Employed
369,1992,34,Millennials,Male,Spain,Southern Europe,"Village or rural area (<1,000 inhabitants)",Temperate climate,Employed,University education,No,Household with children,Homeowner without mortgage,Far left,Regionalist/independence parties,Decision survey,No identifier,usable,"I would invest out of ethical or social commitment to environmental protection, regardless of direct personal benefits.",Sentient,Spain,Temperate climate,Employed
370,1977,49,Generation X,Other / Prefer not to say,Spain,Southern Europe,"Town (10,000-50,000 inhabitants)",Temperate climate,Employed,University education,No,Other,Homeowner without mortgage,Far left,Regionalist/independence parties,Decision survey,No identifier,usable,I am more likely to invest if it helps reduce my environmental impact.,Activist,Spain,Temperate climate,Employed
371,1974,52,Generation X,Male,Spain,Southern Europe,"Small town (1,000-10,000 inhabitants)",Temperate climate,Employed,University education,No,Household with children,Homeowner without mortgage,Left,Variable vote depending on candidate/programme,Decision survey,No identifier,usable,"I would invest out of ethical or social commitment to environmental protection, regardless of direct personal benefits.",Sentient,Spain,Temperate climate,Employed
372,1972,54,Generation X,Male,Spain,Southern Europe,"Village or rural area (<1,000 inhabitants)",Warm/Mediterranean climate,Employed,University education,Yes,Household with children,Homeowner without mortgage,Centre,Variable vote depending on candidate/programme,Decision survey,No identifier,attention_check_fallido,I am more likely to invest if it helps reduce my environmental impact.,Activist,Spain,Warm/Mediterranean climate,Employed
374,1987,39,Millennials,Male,Spain,Southern Europe,"Small city (50,000-250,000 inhabitants)",Warm/Mediterranean climate,Employed,University education,Yes,Household with children,Homeowner with mortgage,Far left,Does not vote / blank / null vote,Decision survey,No identifier,usable,My main interest is making the most cost-effective decision; I consider myself well informed and usually calculate costs and benefits before deciding.,Homo economicus,Spain,Warm/Mediterranean climate,Employed
375,1984,42,Generation X,Male,Spain,Southern Europe,"Medium-sized city (250,000-500,000 inhabitants)",Warm/Mediterranean climate,Employed,University education,Yes,Household with children,Homeowner without mortgage,Left,Regionalist/independence parties,Decision survey,No identifier,usable,"I am not very interested in new equipment, technologies, or environmental actions and usually stick to what I am used to.",Uninterested,Spain,Warm/Mediterranean climate,Employed
377,1996,30,Millennials,Female,Spain,Southern Europe,"Small city (50,000-250,000 inhabitants)",Warm/Mediterranean climate,Employed,University education,Yes,Household with children,Homeowner without mortgage,Centre,Variable vote depending on candidate/programme,Decision survey,No identifier,attention_check_fallido,My main interest is making the most cost-effective decision; I consider myself well informed and usually calculate costs and benefits before deciding.,Homo economicus,Spain,Warm/Mediterranean climate,Employed
378,1972,54,Generation X,Male,Norway,Northern Europe,"Small city (50,000-250,000 inhabitants)",Cold/Polar climate,Employed,University education,No,Household with children,Non-homeowner,Far left,NA,Decision survey,No identifier,usable,I am more likely to invest if it helps reduce my environmental impact.,Activist,Other European country,Cold/Polar climate,Employed
PROLIFIC_6136cb52db0f1cb2262bbf5d,1996,30,Millennials,Male,Spain,Southern Europe,"Town (10,000-50,000 inhabitants)",Warm/Mediterranean climate,Employed,University education,Yes,Household with children,Homeowner without mortgage,Centre,National parties,Decision survey,Prolific ID,attention_check_fallido,I am more likely to invest if it improves my safety or that of my household.,Fearful,Spain,Warm/Mediterranean climate,Employed
PROLIFIC_692479671925a3943fce7055,1994,32,Millennials,Female,Germany,Western Europe,"Metropolis (>1,000,000 inhabitants)",Temperate climate,Other employment status,University education,Yes,Couple without children,Non-homeowner,Left,Variable vote depending on candidate/programme,Decision survey,Prolific ID,usable,My main interest is making the most cost-effective decision; I consider myself well informed and usually calculate costs and benefits before deciding.,Homo economicus,Other European country,Temperate climate,Other employment status
PROLIFIC_5fe328a0a53c57f645dc0b19,1984,42,Generation X,Male,Italy,Southern Europe,"Metropolis (>1,000,000 inhabitants)",Warm/Mediterranean climate,Employed,Non-university education,No,Couple without children,Non-homeowner,Far left,National parties,Decision survey,Prolific ID,attention_check_fallido,I am more likely to invest if it maximizes my comfort or well-being and that of my household.,Careful,Other European country,Warm/Mediterranean climate,Employed
PROLIFIC_696e3c3ad994d9435948d3d1,1997,29,Millennials,Female,France,Western Europe,"Town (10,000-50,000 inhabitants)",Temperate climate,NA,University education,Yes,Household with children,Homeowner without mortgage,Centre,Variable vote depending on candidate/programme,Decision survey,Prolific ID,usable,"I am not very interested in new equipment, technologies, or environmental actions and usually stick to what I am used to.",Uninterested,Other European country,Temperate climate,NA
PROLIFIC_6605852ff5914c22f592a372,1976,50,Generation X,Male,Greece,Southern Europe,"Metropolis (>1,000,000 inhabitants)",Warm/Mediterranean climate,Employed,University education,Yes,Other,Homeowner without mortgage,Centre,Variable vote depending on candidate/programme,Decision survey,Prolific ID,usable,I am more likely to invest if it maximizes my comfort or well-being and that of my household.,Careful,Other European country,Warm/Mediterranean climate,Employed
PROLIFIC_6984258cb12947550bff2d1a,1996,30,Millennials,Female,France,Western Europe,"Town (10,000-50,000 inhabitants)",Warm/Mediterranean climate,Other employment status,University education,Yes,Household with children,Homeowner with mortgage,Far right,Variable vote depending on candidate/programme,Decision survey,Prolific ID,attention_check_fallido,I am more likely to invest if it maximizes my comfort or well-being and that of my household.,Careful,Other European country,Warm/Mediterranean climate,Other employment status
PROLIFIC_6310c063bd0cce86b0289d20,1997,29,Millennials,Male,United Kingdom,Northern Europe,"Town (10,000-50,000 inhabitants)",Temperate climate,Employed,University education,Yes,Other,Homeowner with mortgage,Far left,Variable vote depending on candidate/programme,Decision survey,Prolific ID,attention_check_fallido,"I am not very interested in new equipment, technologies, or environmental actions and usually stick to what I am used to.",Uninterested,Other European country,Temperate climate,Employed
PROLIFIC_69b1d8fe4b310c4186bcbbcc,2006,20,Generation Z,Male,Netherlands,Western Europe,"Large city (500,000-1,000,000 inhabitants)",Temperate climate,Student,Non-university education,Yes,Other,Homeowner with mortgage,Far left,Variable vote depending on candidate/programme,Decision survey,Prolific ID,usable,I am more likely to invest if it helps reduce my environmental impact.,Activist,Other European country,Temperate climate,Student
PROLIFIC_69807a8271a61e4d75ab96c4,1994,32,Millennials,Female,Romania,Eastern Europe,"Large city (500,000-1,000,000 inhabitants)",Temperate climate,Employed,University education,Yes,Household with children,Homeowner without mortgage,Left,Other options,Decision survey,Prolific ID,usable,My main interest is making the most cost-effective decision; I consider myself well informed and usually calculate costs and benefits before deciding.,Homo economicus,Other European country,Temperate climate,Employed
PROLIFIC_5fbbc75f884010d82bf37532,1997,29,Millennials,Male,Poland,Eastern Europe,"Metropolis (>1,000,000 inhabitants)",Temperate climate,Employed,University education,Yes,Other,Non-homeowner,Left,Variable vote depending on candidate/programme,Decision survey,Prolific ID,usable,"I am more likely to invest if it improves my social status or aligns with the norms of my colleagues, friends, or family.",Influencer,Other European country,Temperate climate,Employed
PROLIFIC_6933207fdfdffc10571420a8,2002,24,Generation Z,Female,Austria,Western Europe,"Metropolis (>1,000,000 inhabitants)",Temperate climate,Student,Non-university education,Yes,Household with children,Non-homeowner,Left,Does not vote / blank / null vote,Decision survey,Prolific ID,attention_check_fallido,I am more likely to invest if it maximizes my comfort or well-being and that of my household.,Careful,Other European country,Temperate climate,Student
PROLIFIC_698e1fb406f80868c041565a,2000,26,Millennials,Male,Poland,Eastern Europe,"Town (10,000-50,000 inhabitants)",Temperate climate,Employed,Non-university education,No,Couple without children,Non-homeowner,Far right,National parties,Decision survey,Prolific ID,usable,I am more likely to invest if it maximizes my comfort or well-being and that of my household.,Careful,Other European country,Temperate climate,Employed
PROLIFIC_69836e23196469e9a4825346,1998,28,Millennials,Male,Romania,Eastern Europe,"Metropolis (>1,000,000 inhabitants)",Temperate climate,Employed,University education,Yes,Couple without children,Homeowner without mortgage,Centre,Variable vote depending on candidate/programme,Decision survey,Prolific ID,attention_check_fallido,I am more likely to invest if it improves my safety or that of my household.,Fearful,Other European country,Temperate climate,Employed
PROLIFIC_697b30411f746b578812b981,1999,27,Millennials,Female,Italy,Southern Europe,"Town (10,000-50,000 inhabitants)",Warm/Mediterranean climate,Student,Non-university education,Yes,Household with children,Homeowner without mortgage,Centre,Variable vote depending on candidate/programme,Decision survey,Prolific ID,attention_check_fallido,My main interest is making the most cost-effective decision; I consider myself well informed and usually calculate costs and benefits before deciding.,Homo economicus,Other European country,Warm/Mediterranean climate,Student
PROLIFIC_669f4716791267ee6337641f,1969,57,Boomers +,Male,Italy,Southern Europe,"Town (10,000-50,000 inhabitants)",Warm/Mediterranean climate,Employed,Non-university education,No,NA,Homeowner without mortgage,Centre,Variable vote depending on candidate/programme,Decision survey,Prolific ID,attention_check_fallido,My main interest is making the most cost-effective decision; I consider myself well informed and usually calculate costs and benefits before deciding.,Homo economicus,Other European country,Warm/Mediterranean climate,Employed
PROLIFIC_63b3377ca1ccdfc7cc567503,1962,64,Boomers +,Male,United Kingdom,Northern Europe,"Medium-sized city (250,000-500,000 inhabitants)",Temperate climate,Employed,University education,Yes,Household with children,Homeowner with mortgage,Centre,National parties,Decision survey,Prolific ID,usable,I am more likely to invest if it helps reduce my environmental impact.,Activist,Other European country,Temperate climate,Employed
PROLIFIC_69809ce77983b24e7e0729b4,1999,27,Millennials,Female,Romania,Eastern Europe,"Town (10,000-50,000 inhabitants)",Temperate climate,Employed,University education,Yes,Household with children,Homeowner without mortgage,Right,Variable vote depending on candidate/programme,Decision survey,Prolific ID,attention_check_fallido,I am more likely to invest if it improves my safety or that of my household.,Fearful,Other European country,Temperate climate,Employed
PROLIFIC_699e007dc8f8cbd074222f56,1988,38,Millennials,Male,France,Western Europe,"Town (10,000-50,000 inhabitants)",Temperate climate,Employed,University education,Yes,Household with children,Homeowner without mortgage,Centre,Variable vote depending on candidate/programme,Decision survey,Prolific ID,usable,I am more likely to invest if it improves my safety or that of my household.,Fearful,Other European country,Temperate climate,Employed
PROLIFIC_56ab6fd869b24700065cbdbd,1968,58,Boomers +,Male,United Kingdom,Northern Europe,"Town (10,000-50,000 inhabitants)",Temperate climate,Employed,Non-university education,Yes,Couple without children,Homeowner without mortgage,Centre,Variable vote depending on candidate/programme,Decision survey,Prolific ID,attention_check_fallido,I am more likely to invest if it helps reduce my environmental impact.,Activist,Other European country,Temperate climate,Employed
PROLIFIC_66bf543c179dbc75f790396c,2000,26,Millennials,Female,Spain,Southern Europe,"Town (10,000-50,000 inhabitants)",Warm/Mediterranean climate,Employed,University education,No,NA,Non-homeowner,Far left,Variable vote depending on candidate/programme,Decision survey,Prolific ID,usable,I am more likely to invest if it helps reduce my environmental impact.,Activist,Spain,Warm/Mediterranean climate,Employed
PROLIFIC_697263ffdf4adff3cfd20053,1998,28,Millennials,Female,Poland,Eastern Europe,"Metropolis (>1,000,000 inhabitants)",Temperate climate,Employed,Non-university education,No,Household with children,Homeowner without mortgage,NA,Does not vote / blank / null vote,Decision survey,Prolific ID,usable,I am more likely to invest if it helps reduce my environmental impact.,Activist,Other European country,Temperate climate,Employed
PROLIFIC_654e38a9bd1961e9942af916,1999,27,Millennials,Female,United Kingdom,Northern Europe,"Metropolis (>1,000,000 inhabitants)",Temperate climate,Employed,University education,No,Other,Non-homeowner,NA,Variable vote depending on candidate/programme,Decision survey,Prolific ID,attention_check_fallido,I am more likely to invest if it maximizes my comfort or well-being and that of my household.,Careful,Other European country,Temperate climate,Employed
PROLIFIC_697f4a00c858108580e08f4b,2000,26,Millennials,Female,United Kingdom,Northern Europe,"Large city (500,000-1,000,000 inhabitants)",Cold/Polar climate,Employed,University education,Yes,Couple without children,Non-homeowner,Far right,Does not vote / blank / null vote,Decision survey,Prolific ID,usable,I am more likely to invest if it improves my safety or that of my household.,Fearful,Other European country,Cold/Polar climate,Employed
PROLIFIC_609077b2d5f119a0c819a6cd,1997,29,Millennials,Male,Austria,Western Europe,"Medium-sized city (250,000-500,000 inhabitants)",Temperate climate,Employed,Non-university education,Yes,Couple without children,Non-homeowner,Centre,Variable vote depending on candidate/programme,Decision survey,Prolific ID,usable,I am more likely to invest if it maximizes my comfort or well-being and that of my household.,Careful,Other European country,Temperate climate,Employed
PROLIFIC_65410ad762a7e3c570b6273c,1989,37,Millennials,Male,Germany,Western Europe,"Town (10,000-50,000 inhabitants)",Warm/Mediterranean climate,Other employment status,Non-university education,No,Household with children,Non-homeowner,Left,Does not vote / blank / null vote,Decision survey,Prolific ID,attention_check_fallido,I am more likely to invest if it improves my safety or that of my household.,Fearful,Other European country,Warm/Mediterranean climate,Other employment status
420,NA,NA,NA,NA,Netherlands,Western Europe,"Large city (500,000-1,000,000 inhabitants)",Temperate climate,NA,NA,NA,NA,Homeowner with mortgage,Left,Variable vote depending on candidate/programme,Concerns survey,No identifier,usable,I would invest in the energy transition if it helps reduce my environmental impact.,Activist,Other European country,Temperate climate,NA
421,NA,NA,NA,NA,Spain,Southern Europe,"Medium-sized city (250,000-500,000 inhabitants)",Warm/Mediterranean climate,NA,NA,NA,NA,Homeowner without mortgage,NA,NA,Concerns survey,No identifier,usable,I would invest in the energy transition if it helps to improve my safety and that of my household.,Fearful,Spain,Warm/Mediterranean climate,NA
