section_order,row_order,row_type,characteristic,profile_group,value
13,0,header,Political orientation,Fearful,
13,0,header,Political orientation,Homo economicus,
13,0,header,Political orientation,Influencer,
13,0,header,Political orientation,Stubborn,
13,0,header,Political orientation,Total,
13,0,header,Political orientation,Uninterested,
13,1,data,  Centre,Activist,12 (17.6%)
13,1,data,  Centre,Careful,21 (29.2%)
13,1,data,  Centre,Early adopter,0 (0.0%)
13,1,data,  Centre,Fearful,11 (16.9%)
13,1,data,  Centre,Homo economicus,21 (36.2%)
13,1,data,  Centre,Influencer,2 (5.7%)
13,1,data,  Centre,Stubborn,2 (3.7%)
13,1,data,  Centre,Total,73 (19.1%)
13,1,data,  Centre,Uninterested,1 (11.1%)
13,1,data,  Far left,Activist,27 (39.7%)
13,1,data,  Far left,Careful,21 (29.2%)
13,1,data,  Far left,Early adopter,1 (100.0%)
13,1,data,  Far left,Fearful,18 (27.7%)
13,1,data,  Far left,Homo economicus,14 (24.1%)
13,1,data,  Far left,Influencer,17 (48.6%)
13,1,data,  Far left,Stubborn,32 (59.3%)
13,1,data,  Far left,Total,145 (37.9%)
13,1,data,  Far left,Uninterested,5 (55.6%)
13,1,data,  Far right,Activist,0 (0.0%)
13,1,data,  Far right,Careful,3 (4.2%)
13,1,data,  Far right,Early adopter,0 (0.0%)
13,1,data,  Far right,Fearful,1 (1.5%)
13,1,data,  Far right,Homo economicus,1 (1.7%)
13,1,data,  Far right,Influencer,0 (0.0%)
13,1,data,  Far right,Stubborn,0 (0.0%)
13,1,data,  Far right,Total,6 (1.6%)
13,1,data,  Far right,Uninterested,0 (0.0%)
13,1,data,  Left,Activist,25 (36.8%)
13,1,data,  Left,Careful,21 (29.2%)
13,1,data,  Left,Early adopter,0 (0.0%)
13,1,data,  Left,Fearful,25 (38.5%)
13,1,data,  Left,Homo economicus,17 (29.3%)
13,1,data,  Left,Influencer,15 (42.9%)
13,1,data,  Left,Stubborn,19 (35.2%)
13,1,data,  Left,Total,130 (33.9%)
13,1,data,  Left,Uninterested,2 (22.2%)
13,1,data,  Right,Activist,4 (5.9%)
13,1,data,  Right,Careful,6 (8.3%)
13,1,data,  Right,Early adopter,0 (0.0%)
13,1,data,  Right,Fearful,10 (15.4%)
13,1,data,  Right,Homo economicus,5 (8.6%)
13,1,data,  Right,Influencer,1 (2.9%)
13,1,data,  Right,Stubborn,1 (1.9%)
13,1,data,  Right,Total,29 (7.6%)
13,1,data,  Right,Uninterested,1 (11.1%)
13,2,data,  Centre,Activist,12 (17.6%)
13,2,data,  Centre,Careful,21 (29.2%)
13,2,data,  Centre,Early adopter,0 (0.0%)
13,2,data,  Centre,Fearful,11 (16.9%)
13,2,data,  Centre,Homo economicus,21 (36.2%)
13,2,data,  Centre,Influencer,2 (5.7%)
13,2,data,  Centre,Stubborn,2 (3.7%)
13,2,data,  Centre,Total,73 (19.1%)
13,2,data,  Centre,Uninterested,1 (11.1%)
13,2,data,  Far left,Activist,27 (39.7%)
13,2,data,  Far left,Careful,21 (29.2%)
13,2,data,  Far left,Early adopter,1 (100.0%)
13,2,data,  Far left,Fearful,18 (27.7%)
13,2,data,  Far left,Homo economicus,14 (24.1%)
13,2,data,  Far left,Influencer,17 (48.6%)
13,2,data,  Far left,Stubborn,32 (59.3%)
13,2,data,  Far left,Total,145 (37.9%)
13,2,data,  Far left,Uninterested,5 (55.6%)
13,2,data,  Far right,Activist,0 (0.0%)
13,2,data,  Far right,Careful,3 (4.2%)
13,2,data,  Far right,Early adopter,0 (0.0%)
13,2,data,  Far right,Fearful,1 (1.5%)
13,2,data,  Far right,Homo economicus,1 (1.7%)
13,2,data,  Far right,Influencer,0 (0.0%)
13,2,data,  Far right,Stubborn,0 (0.0%)
13,2,data,  Far right,Total,6 (1.6%)
13,2,data,  Far right,Uninterested,0 (0.0%)
13,2,data,  Left,Activist,25 (36.8%)
13,2,data,  Left,Careful,21 (29.2%)
13,2,data,  Left,Early adopter,0 (0.0%)
13,2,data,  Left,Fearful,25 (38.5%)
13,2,data,  Left,Homo economicus,17 (29.3%)
13,2,data,  Left,Influencer,15 (42.9%)
13,2,data,  Left,Stubborn,19 (35.2%)
13,2,data,  Left,Total,130 (33.9%)
13,2,data,  Left,Uninterested,2 (22.2%)
13,2,data,  Right,Activist,4 (5.9%)
13,2,data,  Right,Careful,6 (8.3%)
13,2,data,  Right,Early adopter,0 (0.0%)
13,2,data,  Right,Fearful,10 (15.4%)
13,2,data,  Right,Homo economicus,5 (8.6%)
13,2,data,  Right,Influencer,1 (2.9%)
13,2,data,  Right,Stubborn,1 (1.9%)
13,2,data,  Right,Total,29 (7.6%)
13,2,data,  Right,Uninterested,1 (11.1%)
13,3,data,  Centre,Activist,12 (17.6%)
13,3,data,  Centre,Careful,21 (29.2%)
13,3,data,  Centre,Early adopter,0 (0.0%)
13,3,data,  Centre,Fearful,11 (16.9%)
13,3,data,  Centre,Homo economicus,21 (36.2%)
13,3,data,  Centre,Influencer,2 (5.7%)
13,3,data,  Centre,Stubborn,2 (3.7%)
13,3,data,  Centre,Total,73 (19.1%)
13,3,data,  Centre,Uninterested,1 (11.1%)
13,3,data,  Far left,Activist,27 (39.7%)
13,3,data,  Far left,Careful,21 (29.2%)
13,3,data,  Far left,Early adopter,1 (100.0%)
13,3,data,  Far left,Fearful,18 (27.7%)
13,3,data,  Far left,Homo economicus,14 (24.1%)
13,3,data,  Far left,Influencer,17 (48.6%)
13,3,data,  Far left,Stubborn,32 (59.3%)
13,3,data,  Far left,Total,145 (37.9%)
13,3,data,  Far left,Uninterested,5 (55.6%)
13,3,data,  Far right,Activist,0 (0.0%)
13,3,data,  Far right,Careful,3 (4.2%)
13,3,data,  Far right,Early adopter,0 (0.0%)
13,3,data,  Far right,Fearful,1 (1.5%)
13,3,data,  Far right,Homo economicus,1 (1.7%)
13,3,data,  Far right,Influencer,0 (0.0%)
13,3,data,  Far right,Stubborn,0 (0.0%)
13,3,data,  Far right,Total,6 (1.6%)
13,3,data,  Far right,Uninterested,0 (0.0%)
13,3,data,  Left,Activist,25 (36.8%)
13,3,data,  Left,Careful,21 (29.2%)
13,3,data,  Left,Early adopter,0 (0.0%)
13,3,data,  Left,Fearful,25 (38.5%)
13,3,data,  Left,Homo economicus,17 (29.3%)
13,3,data,  Left,Influencer,15 (42.9%)
13,3,data,  Left,Stubborn,19 (35.2%)
13,3,data,  Left,Total,130 (33.9%)
13,3,data,  Left,Uninterested,2 (22.2%)
13,3,data,  Right,Activist,4 (5.9%)
13,3,data,  Right,Careful,6 (8.3%)
13,3,data,  Right,Early adopter,0 (0.0%)
13,3,data,  Right,Fearful,10 (15.4%)
13,3,data,  Right,Homo economicus,5 (8.6%)
13,3,data,  Right,Influencer,1 (2.9%)
13,3,data,  Right,Stubborn,1 (1.9%)
13,3,data,  Right,Total,29 (7.6%)
13,3,data,  Right,Uninterested,1 (11.1%)
13,4,data,  Centre,Activist,12 (17.6%)
13,4,data,  Centre,Careful,21 (29.2%)
13,4,data,  Centre,Early adopter,0 (0.0%)
13,4,data,  Centre,Fearful,11 (16.9%)
13,4,data,  Centre,Homo economicus,21 (36.2%)
13,4,data,  Centre,Influencer,2 (5.7%)
13,4,data,  Centre,Stubborn,2 (3.7%)
13,4,data,  Centre,Total,73 (19.1%)
13,4,data,  Centre,Uninterested,1 (11.1%)
13,4,data,  Far left,Activist,27 (39.7%)
13,4,data,  Far left,Careful,21 (29.2%)
13,4,data,  Far left,Early adopter,1 (100.0%)
13,4,data,  Far left,Fearful,18 (27.7%)
13,4,data,  Far left,Homo economicus,14 (24.1%)
13,4,data,  Far left,Influencer,17 (48.6%)
13,4,data,  Far left,Stubborn,32 (59.3%)
13,4,data,  Far left,Total,145 (37.9%)
13,4,data,  Far left,Uninterested,5 (55.6%)
13,4,data,  Far right,Activist,0 (0.0%)
13,4,data,  Far right,Careful,3 (4.2%)
13,4,data,  Far right,Early adopter,0 (0.0%)
13,4,data,  Far right,Fearful,1 (1.5%)
13,4,data,  Far right,Homo economicus,1 (1.7%)
13,4,data,  Far right,Influencer,0 (0.0%)
13,4,data,  Far right,Stubborn,0 (0.0%)
13,4,data,  Far right,Total,6 (1.6%)
13,4,data,  Far right,Uninterested,0 (0.0%)
13,4,data,  Left,Activist,25 (36.8%)
13,4,data,  Left,Careful,21 (29.2%)
13,4,data,  Left,Early adopter,0 (0.0%)
13,4,data,  Left,Fearful,25 (38.5%)
13,4,data,  Left,Homo economicus,17 (29.3%)
13,4,data,  Left,Influencer,15 (42.9%)
13,4,data,  Left,Stubborn,19 (35.2%)
13,4,data,  Left,Total,130 (33.9%)
13,4,data,  Left,Uninterested,2 (22.2%)
13,4,data,  Right,Activist,4 (5.9%)
13,4,data,  Right,Careful,6 (8.3%)
13,4,data,  Right,Early adopter,0 (0.0%)
13,4,data,  Right,Fearful,10 (15.4%)
13,4,data,  Right,Homo economicus,5 (8.6%)
13,4,data,  Right,Influencer,1 (2.9%)
13,4,data,  Right,Stubborn,1 (1.9%)
13,4,data,  Right,Total,29 (7.6%)
13,4,data,  Right,Uninterested,1 (11.1%)
13,5,data,  Centre,Activist,12 (17.6%)
13,5,data,  Centre,Careful,21 (29.2%)
13,5,data,  Centre,Early adopter,0 (0.0%)
13,5,data,  Centre,Fearful,11 (16.9%)
13,5,data,  Centre,Homo economicus,21 (36.2%)
13,5,data,  Centre,Influencer,2 (5.7%)
13,5,data,  Centre,Stubborn,2 (3.7%)
13,5,data,  Centre,Total,73 (19.1%)
13,5,data,  Centre,Uninterested,1 (11.1%)
13,5,data,  Far left,Activist,27 (39.7%)
13,5,data,  Far left,Careful,21 (29.2%)
13,5,data,  Far left,Early adopter,1 (100.0%)
13,5,data,  Far left,Fearful,18 (27.7%)
13,5,data,  Far left,Homo economicus,14 (24.1%)
13,5,data,  Far left,Influencer,17 (48.6%)
13,5,data,  Far left,Stubborn,32 (59.3%)
13,5,data,  Far left,Total,145 (37.9%)
13,5,data,  Far left,Uninterested,5 (55.6%)
13,5,data,  Far right,Activist,0 (0.0%)
13,5,data,  Far right,Careful,3 (4.2%)
13,5,data,  Far right,Early adopter,0 (0.0%)
13,5,data,  Far right,Fearful,1 (1.5%)
13,5,data,  Far right,Homo economicus,1 (1.7%)
13,5,data,  Far right,Influencer,0 (0.0%)
13,5,data,  Far right,Stubborn,0 (0.0%)
13,5,data,  Far right,Total,6 (1.6%)
13,5,data,  Far right,Uninterested,0 (0.0%)
13,5,data,  Left,Activist,25 (36.8%)
13,5,data,  Left,Careful,21 (29.2%)
13,5,data,  Left,Early adopter,0 (0.0%)
13,5,data,  Left,Fearful,25 (38.5%)
13,5,data,  Left,Homo economicus,17 (29.3%)
13,5,data,  Left,Influencer,15 (42.9%)
13,5,data,  Left,Stubborn,19 (35.2%)
13,5,data,  Left,Total,130 (33.9%)
13,5,data,  Left,Uninterested,2 (22.2%)
13,5,data,  Right,Activist,4 (5.9%)
13,5,data,  Right,Careful,6 (8.3%)
13,5,data,  Right,Early adopter,0 (0.0%)
13,5,data,  Right,Fearful,10 (15.4%)
13,5,data,  Right,Homo economicus,5 (8.6%)
13,5,data,  Right,Influencer,1 (2.9%)
13,5,data,  Right,Stubborn,1 (1.9%)
13,5,data,  Right,Total,29 (7.6%)
13,5,data,  Right,Uninterested,1 (11.1%)
