"D","assigned_pct","unassigned_pct"
0,0.0387854609929078,99.9612145390071
1,0.227171985815603,99.7728280141844
2,4.53789893617021,95.4621010638298
3,6.34973404255319,93.6502659574468
4,33.1560283687943,66.8439716312057
5,34.3694592198582,65.6305407801418
6,72.4623226950355,27.5376773049645
7,71.5370124113475,28.4629875886525
8,86.8683510638298,13.1316489361702
9,87.9598847517731,12.040115248227
10,96.3597074468085,3.64029255319149
11,97.4179964539007,2.58200354609929
12,99.5622783687943,0.437721631205674
13,99.7949911347518,0.205008865248227
14,100,0
15,100,0
16,100,0
17,100,0
18,100,0
19,100,0
20,100,0
