"D","assigned_pct","unassigned_pct"
0,0.0157069707536205,99.9842930292464
1,0.245028743756479,99.7549712562435
2,1.58012125781422,98.4198787421858
3,4.81889862721076,95.1811013727892
4,14.9656017340496,85.0343982659504
5,22.7845317752018,77.2154682247982
6,48.1073100241887,51.8926899758113
7,57.9712876574624,42.0287123425376
8,86.5171363050922,13.4828636949078
9,89.8156001633525,10.1843998366475
10,96.4345176389282,3.56548236107184
11,97.1319071403889,2.8680928596111
12,97.3957842490497,2.60421575095027
13,97.7821757295888,2.21782427041121
14,99.7958093802029,0.204190619797066
15,100,0
16,100,0
17,100,0
18,100,0
19,100,0
20,100,0
