"cluster","Early.Adopter","Uninterested","Homo.Economicus","Fearful","Stubborn","Influencer","Careful","Activist"
"cluster_1",40,33.3333333333333,40,40,66.6666666666667,16.6666666666667,60,50
"cluster_2",16.6666666666667,33.3333333333333,16.6666666666667,16.6666666666667,0,16.6666666666667,14.2857142857143,20
