"cluster","best_match","pct_match","active_determinants","n_active_dets"
"cluster_1","Fearful",60,"CREDIT SCORE; RISK PROFILE; LEGAL; TRUST; SAFETY; COST EFFICIENCY; KNOWLEDGE; OWN COMPETENCE; TECHNICAL FIT; ENVIRONMENTAL CONCERNS; SELF SATISFACTION; COMMITMENT; ADHERENCE; WELLBEING; RIGHTS AND DUTIES",15
"cluster_2","Careful",58.8235294117647,"PROFITS; CREDIT SCORE; RISK PROFILE; TRUST; SAFETY; COST EFFICIENCY; KNOWLEDGE; OWN COMPETENCE; TECHNICAL FIT; SELF SATISFACTION; COMMITMENT; ADHERENCE; AUTARKY; WELLBEING; COZINESS",15
"cluster_3","Stubborn",20,"CREDIT SCORE; RISK PROFILE; ADDED VALUE; CLIMATE PROTECTION; LEGAL; TRUST; COST EFFICIENCY; KNOWLEDGE; OWN COMPETENCE; TECHNICAL FIT; ENVIRONMENTAL CONCERNS; SELF SATISFACTION; COMMITMENT; ADHERENCE; APPROVAL",15
"cluster_4","Homo.Economicus",41.1764705882353,"PROFITS; CREDIT SCORE; RISK PROFILE; FRUGALITY; LEGAL; TRUST; COST EFFICIENCY; KNOWLEDGE; OWN COMPETENCE; TECHNICAL FIT; SELF SATISFACTION; ADHERENCE; AUTARKY; WELLBEING; RIGHTS AND DUTIES",15
"cluster_5","Activist",42.8571428571429,"PROFITS; CREDIT SCORE; RISK PROFILE; FRUGALITY; TRUST; COST EFFICIENCY; KNOWLEDGE; OWN COMPETENCE; TECHNICAL FIT; ENVIRONMENTAL CONCERNS; SELF SATISFACTION; COMMITMENT; ADHERENCE; AUTARKY",14
"cluster_6","Early.Adopter",23.5294117647059,"PROFITS; RISK PROFILE; LEGAL; TRUST; SAFETY; COST EFFICIENCY; KNOWLEDGE; OWN COMPETENCE; SELF SATISFACTION; COMMITMENT; ADHERENCE; WELLBEING; COZINESS; RIGHTS AND DUTIES; NOVELTY",15
