sample_label,n_participants,boot_id,model_type,formula,status,error_message,warnings,n_rows,n_unique_participants,AIC,BIC,logLik,n_terms_with_p,n_significant_terms
full,5000,0,M0,adoption_stage ~ macro_archetype_5 + (1 | participant_id),ok,NA,"(-1) Model failed to converge with max|grad| = 1.89184e-06 (tol = 1e-06) 
In addition: step factor reduced below minimum",15000,5000,30309.53711961877,30362.84775797936,-15147.768559809385,6,6
full,5000,0,M1,adoption_stage ~ macro_archetype_5 + z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING + (1 | participant_id),ok,NA,,15000,5000,18099.31906185952,18221.171949540872,-9033.65953092976,15,15
full,5000,0,M2,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),ok,NA,,15000,5000,14239.729276864602,14635.751161828988,-7067.864638432301,51,39
