sample_label,n_participants,boot_id,macro_archetype_5,dimension,main_effect,main_p_value,interaction_effect,interaction_p_value,total_effect,direction,interpretation
bootstrap,200,1,G3_Fearful_Careful,RELATEDNESS,-0.24084021070880665,0.5476520400376859,-0.03448496414002163,0.9483802953811312,-0.2753251748488283,negative,Higher values in this dimension are associated with less advanced adoption stages
bootstrap,200,1,G3_Fearful_Careful,SECURITY,-0.6073562054232416,0.30162431121077266,-1.676594229327092,0.01716242527734788,-2.2839504347503334,negative,Higher values in this dimension are associated with less advanced adoption stages
bootstrap,200,1,G3_Fearful_Careful,STIMULATION,-0.2909717625539923,0.504366246959727,0.9317914551145772,0.08769957576232147,0.6408196925605849,positive,Higher values in this dimension are associated with more advanced adoption stages
bootstrap,200,1,G4_HomoEconomicus,AUTONOMY,3.873281272454369,8.235838495235134e-9,-2.0092619888023773,0.01390474884704503,1.8640192836519915,positive,Higher values in this dimension are associated with more advanced adoption stages
bootstrap,200,1,G4_HomoEconomicus,COMPETENCE,0.34769897581041553,0.34869351612923477,-0.7027864656345996,0.263152335873039,-0.35508748982418403,negative,Higher values in this dimension are associated with less advanced adoption stages
bootstrap,200,1,G4_HomoEconomicus,FINANCIAL,-1.6124025565222977,7.955207326153208e-5,0.10103621745006866,0.8679459178670279,-1.511366339072229,negative,Higher values in this dimension are associated with less advanced adoption stages
bootstrap,200,1,G4_HomoEconomicus,MEANING,1.3495485833436829,0.01177240168017902,-1.62482961894899,0.06287559219690793,-0.27528103560530703,negative,Higher values in this dimension are associated with less advanced adoption stages
bootstrap,200,1,G4_HomoEconomicus,PHYSIOLOGICAL,0.693992200720239,0.0813199459696055,-0.19139370717622683,0.7516342812048936,0.5025984935440122,positive,Higher values in this dimension are associated with more advanced adoption stages
bootstrap,200,1,G4_HomoEconomicus,POPULARITY,1.7810391860184254,1.225382822887406e-4,-1.0976352255322646,0.17558086089762429,0.6834039604861608,positive,Higher values in this dimension are associated with more advanced adoption stages
bootstrap,200,1,G4_HomoEconomicus,RELATEDNESS,-0.24084021070880665,0.5476520400376859,0.5550891742449541,0.3904743988174328,0.3142489635361474,positive,Higher values in this dimension are associated with more advanced adoption stages
bootstrap,200,1,G4_HomoEconomicus,SECURITY,-0.6073562054232416,0.30162431121077266,-0.04943780438652413,0.951260077448732,-0.6567940098097658,negative,Higher values in this dimension are associated with less advanced adoption stages
bootstrap,200,1,G4_HomoEconomicus,STIMULATION,-0.2909717625539923,0.504366246959727,2.495936172218723,8.246427561703547e-4,2.204964409664731,positive,Higher values in this dimension are associated with more advanced adoption stages
bootstrap,200,1,G5_Uninterested,AUTONOMY,3.873281272454369,8.235838495235134e-9,2.062709531785458,0.4311143318928682,5.935990804239827,positive,Higher values in this dimension are associated with more advanced adoption stages
bootstrap,200,1,G5_Uninterested,COMPETENCE,0.34769897581041553,0.34869351612923477,-3.405461504792427,0.05145330195036103,-3.0577625289820114,negative,Higher values in this dimension are associated with less advanced adoption stages
bootstrap,200,1,G5_Uninterested,FINANCIAL,-1.6124025565222977,7.955207326153208e-5,0.47548128075429624,0.7758144655146271,-1.1369212757680014,negative,Higher values in this dimension are associated with less advanced adoption stages
bootstrap,200,1,G5_Uninterested,MEANING,1.3495485833436829,0.01177240168017902,-0.9300154757016682,0.7390077139206495,0.4195331076420147,positive,Higher values in this dimension are associated with more advanced adoption stages
bootstrap,200,1,G5_Uninterested,PHYSIOLOGICAL,0.693992200720239,0.0813199459696055,-4.209234671971131,0.00350814152712856,-3.5152424712508914,negative,Higher values in this dimension are associated with less advanced adoption stages
bootstrap,200,1,G5_Uninterested,POPULARITY,1.7810391860184254,1.225382822887406e-4,-0.5489981912645501,0.6609753793488312,1.2320409947538753,positive,Higher values in this dimension are associated with more advanced adoption stages
bootstrap,200,1,G5_Uninterested,RELATEDNESS,-0.24084021070880665,0.5476520400376859,-1.6797159901198777,0.3773171589840304,-1.9205562008286843,negative,Higher values in this dimension are associated with less advanced adoption stages
bootstrap,200,1,G5_Uninterested,SECURITY,-0.6073562054232416,0.30162431121077266,2.436868814128853,0.42793511529591755,1.829512608705611,positive,Higher values in this dimension are associated with more advanced adoption stages
bootstrap,200,1,G5_Uninterested,STIMULATION,-0.2909717625539923,0.504366246959727,1.897027813014418,0.2823285005472279,1.6060560504604258,positive,Higher values in this dimension are associated with more advanced adoption stages
bootstrap,200,2,G1_Activist_Stubborn_Sentient,AUTONOMY,3.50976212856879,6.42487805025042e-11,0,NA,3.50976212856879,positive,Higher values in this dimension are associated with more advanced adoption stages
bootstrap,200,2,G1_Activist_Stubborn_Sentient,COMPETENCE,0.5309440180922507,0.09954038733089211,0,NA,0.5309440180922507,positive,Higher values in this dimension are associated with more advanced adoption stages
bootstrap,200,2,G1_Activist_Stubborn_Sentient,FINANCIAL,-1.0845127258723402,0.00272677812909014,0,NA,-1.0845127258723402,negative,Higher values in this dimension are associated with less advanced adoption stages
bootstrap,200,2,G1_Activist_Stubborn_Sentient,MEANING,0.904260518296898,0.03628785769019999,0,NA,0.904260518296898,positive,Higher values in this dimension are associated with more advanced adoption stages
bootstrap,200,2,G1_Activist_Stubborn_Sentient,PHYSIOLOGICAL,0.6278588256930814,0.0804949300709944,0,NA,0.6278588256930814,positive,Higher values in this dimension are associated with more advanced adoption stages
bootstrap,200,2,G1_Activist_Stubborn_Sentient,POPULARITY,0.22989808297505104,0.4961644596384365,0,NA,0.22989808297505104,positive,Higher values in this dimension are associated with more advanced adoption stages
bootstrap,200,2,G1_Activist_Stubborn_Sentient,RELATEDNESS,-0.0148173464194661,0.9638854293950334,0,NA,-0.0148173464194661,negative,Higher values in this dimension are associated with less advanced adoption stages
bootstrap,200,2,G1_Activist_Stubborn_Sentient,SECURITY,-2.082580645600528,7.558482245592623e-6,0,NA,-2.082580645600528,negative,Higher values in this dimension are associated with less advanced adoption stages
bootstrap,200,2,G1_Activist_Stubborn_Sentient,STIMULATION,0.3668581646562622,0.42627897832473555,0,NA,0.3668581646562622,positive,Higher values in this dimension are associated with more advanced adoption stages
bootstrap,200,2,G2_EarlyAdopter_Influencer,AUTONOMY,3.50976212856879,6.42487805025042e-11,-0.3833256309506168,0.5153396277683504,3.1264364976181733,positive,Higher values in this dimension are associated with more advanced adoption stages
bootstrap,200,2,G2_EarlyAdopter_Influencer,COMPETENCE,0.5309440180922507,0.09954038733089211,-1.7101311294189174,4.5484100362559856e-4,-1.1791871113266668,negative,Higher values in this dimension are associated with less advanced adoption stages
bootstrap,200,2,G2_EarlyAdopter_Influencer,FINANCIAL,-1.0845127258723402,0.00272677812909014,2.6821846831020686,1.576637118155027e-7,1.5976719572297284,positive,Higher values in this dimension are associated with more advanced adoption stages
bootstrap,200,2,G2_EarlyAdopter_Influencer,MEANING,0.904260518296898,0.03628785769019999,1.2138784507175502,0.02321427362796902,2.1181389690144483,positive,Higher values in this dimension are associated with more advanced adoption stages
bootstrap,200,2,G2_EarlyAdopter_Influencer,PHYSIOLOGICAL,0.6278588256930814,0.0804949300709944,-1.6986427609523982,7.261581190037183e-4,-1.0707839352593167,negative,Higher values in this dimension are associated with less advanced adoption stages
bootstrap,200,2,G2_EarlyAdopter_Influencer,POPULARITY,0.22989808297505104,0.4961644596384365,-0.5701203290524649,0.19512563315313017,-0.34022224607741386,negative,Higher values in this dimension are associated with less advanced adoption stages
bootstrap,200,2,G2_EarlyAdopter_Influencer,RELATEDNESS,-0.0148173464194661,0.9638854293950334,0.04910234644801603,0.9083748159799578,0.034285000028549936,positive,Higher values in this dimension are associated with more advanced adoption stages
bootstrap,200,2,G2_EarlyAdopter_Influencer,SECURITY,-2.082580645600528,7.558482245592623e-6,0.9225789956819852,0.13442729681588902,-1.1600016499185426,negative,Higher values in this dimension are associated with less advanced adoption stages
bootstrap,200,2,G2_EarlyAdopter_Influencer,STIMULATION,0.3668581646562622,0.42627897832473555,-1.6393390903380285,0.00565164404547414,-1.2724809256817662,negative,Higher values in this dimension are associated with less advanced adoption stages
bootstrap,200,2,G3_Fearful_Careful,AUTONOMY,3.50976212856879,6.42487805025042e-11,-0.6969300283288499,0.2418951445977589,2.81283210023994,positive,Higher values in this dimension are associated with more advanced adoption stages
bootstrap,200,2,G3_Fearful_Careful,COMPETENCE,0.5309440180922507,0.09954038733089211,-0.7483352714930144,0.09588096059572754,-0.2173912534007637,negative,Higher values in this dimension are associated with less advanced adoption stages
bootstrap,200,2,G3_Fearful_Careful,FINANCIAL,-1.0845127258723402,0.00272677812909014,0.4388366328743815,0.4027969599158553,-0.6456760929979586,negative,Higher values in this dimension are associated with less advanced adoption stages
bootstrap,200,2,G3_Fearful_Careful,MEANING,0.904260518296898,0.03628785769019999,-0.1613104519035078,0.8034068598173609,0.7429500663933902,positive,Higher values in this dimension are associated with more advanced adoption stages
bootstrap,200,2,G3_Fearful_Careful,PHYSIOLOGICAL,0.6278588256930814,0.0804949300709944,-2.0324387450416777,1.03222947821509e-4,-1.4045799193485964,negative,Higher values in this dimension are associated with less advanced adoption stages
bootstrap,200,2,G3_Fearful_Careful,POPULARITY,0.22989808297505104,0.4961644596384365,0.08372282968661267,0.8602365460753142,0.3136209126616637,positive,Higher values in this dimension are associated with more advanced adoption stages
bootstrap,200,2,G3_Fearful_Careful,RELATEDNESS,-0.0148173464194661,0.9638854293950334,0.45705612668208817,0.3414757677655403,0.4422387802626221,positive,Higher values in this dimension are associated with more advanced adoption stages
bootstrap,200,2,G3_Fearful_Careful,SECURITY,-2.082580645600528,7.558482245592623e-6,0.07313544390431559,0.9022854940850557,-2.009445201696212,negative,Higher values in this dimension are associated with less advanced adoption stages
bootstrap,200,2,G3_Fearful_Careful,STIMULATION,0.3668581646562622,0.42627897832473555,0.03207640712451164,0.959567720070197,0.39893457178077385,positive,Higher values in this dimension are associated with more advanced adoption stages
bootstrap,200,2,G4_HomoEconomicus,AUTONOMY,3.50976212856879,6.42487805025042e-11,1.7433543156357276,0.2417812195666468,5.253116444204518,positive,Higher values in this dimension are associated with more advanced adoption stages
bootstrap,200,2,G4_HomoEconomicus,COMPETENCE,0.5309440180922507,0.09954038733089211,-1.689439226315114,0.02420081393450276,-1.1584952082228632,negative,Higher values in this dimension are associated with less advanced adoption stages
bootstrap,200,2,G4_HomoEconomicus,FINANCIAL,-1.0845127258723402,0.00272677812909014,-1.6554073456311835,0.10489550304712036,-2.7399200715035237,negative,Higher values in this dimension are associated with less advanced adoption stages
bootstrap,200,2,G4_HomoEconomicus,MEANING,0.904260518296898,0.03628785769019999,-2.021306440680989,0.02743084656687122,-1.117045922384091,negative,Higher values in this dimension are associated with less advanced adoption stages
bootstrap,200,2,G4_HomoEconomicus,PHYSIOLOGICAL,0.6278588256930814,0.0804949300709944,-0.666181823827922,0.4757939631422013,-0.038322998134840636,negative,Higher values in this dimension are associated with less advanced adoption stages
bootstrap,200,2,G4_HomoEconomicus,POPULARITY,0.22989808297505104,0.4961644596384365,2.6943704910919544,0.00755823288823374,2.9242685740670056,positive,Higher values in this dimension are associated with more advanced adoption stages
bootstrap,200,2,G4_HomoEconomicus,RELATEDNESS,-0.0148173464194661,0.9638854293950334,-1.0772901438583635,0.17637656479902408,-1.0921074902778296,negative,Higher values in this dimension are associated with less advanced adoption stages
bootstrap,200,2,G4_HomoEconomicus,SECURITY,-2.082580645600528,7.558482245592623e-6,0.00330222249189956,0.9972968183459088,-2.079278423108628,negative,Higher values in this dimension are associated with less advanced adoption stages
bootstrap,200,2,G4_HomoEconomicus,STIMULATION,0.3668581646562622,0.42627897832473555,2.299659165491864,0.05269625668220397,2.666517330148126,positive,Higher values in this dimension are associated with more advanced adoption stages
bootstrap,200,2,G5_Uninterested,AUTONOMY,3.50976212856879,6.42487805025042e-11,-1.35879031304818,0.4312478290314819,2.1509718155206103,positive,Higher values in this dimension are associated with more advanced adoption stages
bootstrap,200,2,G5_Uninterested,COMPETENCE,0.5309440180922507,0.09954038733089211,0.2332330444508922,0.8856209383380733,0.7641770625431429,positive,Higher values in this dimension are associated with more advanced adoption stages
bootstrap,200,2,G5_Uninterested,FINANCIAL,-1.0845127258723402,0.00272677812909014,-0.9205692284082913,0.3966125020607581,-2.0050819542806315,negative,Higher values in this dimension are associated with less advanced adoption stages
bootstrap,200,2,G5_Uninterested,MEANING,0.904260518296898,0.03628785769019999,-0.09952322127739743,0.9367582506313428,0.8047372970195006,positive,Higher values in this dimension are associated with more advanced adoption stages
bootstrap,200,2,G5_Uninterested,PHYSIOLOGICAL,0.6278588256930814,0.0804949300709944,-2.786333629922882,0.00103978710176897,-2.1584748042298005,negative,Higher values in this dimension are associated with less advanced adoption stages
bootstrap,200,2,G5_Uninterested,POPULARITY,0.22989808297505104,0.4961644596384365,1.7403003679024829,0.10060576163143532,1.9701984508775339,positive,Higher values in this dimension are associated with more advanced adoption stages
bootstrap,200,2,G5_Uninterested,RELATEDNESS,-0.0148173464194661,0.9638854293950334,-0.27858618596368523,0.8078171256311732,-0.2934035323831513,negative,Higher values in this dimension are associated with less advanced adoption stages
bootstrap,200,2,G5_Uninterested,SECURITY,-2.082580645600528,7.558482245592623e-6,0.4650568729798965,0.7762632329583953,-1.6175237726206313,negative,Higher values in this dimension are associated with less advanced adoption stages
bootstrap,200,2,G5_Uninterested,STIMULATION,0.3668581646562622,0.42627897832473555,1.3463982829530243,0.35663058722473745,1.7132564476092864,positive,Higher values in this dimension are associated with more advanced adoption stages
bootstrap,200,3,G1_Activist_Stubborn_Sentient,AUTONOMY,2.0107990236877495,3.235740385986499e-5,0,NA,2.0107990236877495,positive,Higher values in this dimension are associated with more advanced adoption stages
bootstrap,200,3,G1_Activist_Stubborn_Sentient,COMPETENCE,0.3710703754528998,0.3056099335389261,0,NA,0.3710703754528998,positive,Higher values in this dimension are associated with more advanced adoption stages
bootstrap,200,3,G1_Activist_Stubborn_Sentient,FINANCIAL,-1.4033341207786791,6.543810732019162e-4,0,NA,-1.4033341207786791,negative,Higher values in this dimension are associated with less advanced adoption stages
bootstrap,200,3,G1_Activist_Stubborn_Sentient,MEANING,1.4839227870706586,0.0039461470329847,0,NA,1.4839227870706586,positive,Higher values in this dimension are associated with more advanced adoption stages
bootstrap,200,3,G1_Activist_Stubborn_Sentient,PHYSIOLOGICAL,0.7289110599412699,0.05981519329477861,0,NA,0.7289110599412699,positive,Higher values in this dimension are associated with more advanced adoption stages
bootstrap,200,3,G1_Activist_Stubborn_Sentient,POPULARITY,1.2469314094751716,0.00153443498244234,0,NA,1.2469314094751716,positive,Higher values in this dimension are associated with more advanced adoption stages
bootstrap,200,3,G1_Activist_Stubborn_Sentient,RELATEDNESS,-0.28440906155121604,0.49179382979851693,0,NA,-0.28440906155121604,negative,Higher values in this dimension are associated with less advanced adoption stages
bootstrap,200,3,G1_Activist_Stubborn_Sentient,SECURITY,-1.1649885502666002,0.00503584520641473,0,NA,-1.1649885502666002,negative,Higher values in this dimension are associated with less advanced adoption stages
bootstrap,200,3,G1_Activist_Stubborn_Sentient,STIMULATION,0.1639759194123049,0.6939187619447552,0,NA,0.1639759194123049,positive,Higher values in this dimension are associated with more advanced adoption stages
bootstrap,200,3,G2_EarlyAdopter_Influencer,AUTONOMY,2.0107990236877495,3.235740385986499e-5,1.0064980941396326,0.1011699976579945,3.017297117827382,positive,Higher values in this dimension are associated with more advanced adoption stages
bootstrap,200,3,G2_EarlyAdopter_Influencer,COMPETENCE,0.3710703754528998,0.3056099335389261,-1.2569405628933026,0.00907829668705861,-0.8858701874404028,negative,Higher values in this dimension are associated with less advanced adoption stages
bootstrap,200,3,G2_EarlyAdopter_Influencer,FINANCIAL,-1.4033341207786791,6.543810732019162e-4,2.893202989642178,2.815401389863944e-7,1.489868868863499,positive,Higher values in this dimension are associated with more advanced adoption stages
bootstrap,200,3,G2_EarlyAdopter_Influencer,MEANING,1.4839227870706586,0.0039461470329847,0.20239670004148128,0.722381793973171,1.6863194871121399,positive,Higher values in this dimension are associated with more advanced adoption stages
bootstrap,200,3,G2_EarlyAdopter_Influencer,PHYSIOLOGICAL,0.7289110599412699,0.05981519329477861,-1.4311873528437864,0.00580620292458369,-0.7022762929025165,negative,Higher values in this dimension are associated with less advanced adoption stages
bootstrap,200,3,G2_EarlyAdopter_Influencer,POPULARITY,1.2469314094751716,0.00153443498244234,-0.8008114307142834,0.09553677260362384,0.44611997876088816,positive,Higher values in this dimension are associated with more advanced adoption stages
bootstrap,200,3,G2_EarlyAdopter_Influencer,RELATEDNESS,-0.28440906155121604,0.49179382979851693,-0.18467083132960244,0.7049073423442926,-0.46907989288081847,negative,Higher values in this dimension are associated with less advanced adoption stages
bootstrap,200,3,G2_EarlyAdopter_Influencer,SECURITY,-1.1649885502666002,0.00503584520641473,-0.6733231867123096,0.22687213726947664,-1.83831173697891,negative,Higher values in this dimension are associated with less advanced adoption stages
bootstrap,200,3,G2_EarlyAdopter_Influencer,STIMULATION,0.1639759194123049,0.6939187619447552,-1.0414387410130967,0.05855444145677901,-0.8774628216007918,negative,Higher values in this dimension are associated with less advanced adoption stages
bootstrap,200,3,G3_Fearful_Careful,AUTONOMY,2.0107990236877495,3.235740385986499e-5,0.19194431001964096,0.7468725670110117,2.2027433337073905,positive,Higher values in this dimension are associated with more advanced adoption stages
bootstrap,200,3,G3_Fearful_Careful,COMPETENCE,0.3710703754528998,0.3056099335389261,-0.668270272060101,0.14306632349144824,-0.29719989660720125,negative,Higher values in this dimension are associated with less advanced adoption stages
bootstrap,200,3,G3_Fearful_Careful,FINANCIAL,-1.4033341207786791,6.543810732019162e-4,1.7044930054105918,0.00270861041437921,0.30115888463191265,positive,Higher values in this dimension are associated with more advanced adoption stages
bootstrap,200,3,G3_Fearful_Careful,MEANING,1.4839227870706586,0.0039461470329847,-1.7322473368093718,0.0162175963534726,-0.2483245497387132,negative,Higher values in this dimension are associated with less advanced adoption stages
bootstrap,200,3,G3_Fearful_Careful,PHYSIOLOGICAL,0.7289110599412699,0.05981519329477861,-2.67742187624532,2.9090682130172697e-6,-1.9485108163040503,negative,Higher values in this dimension are associated with less advanced adoption stages
bootstrap,200,3,G3_Fearful_Careful,POPULARITY,1.2469314094751716,0.00153443498244234,-1.1567014420431474,0.02667903684236557,0.09022996743202416,positive,Higher values in this dimension are associated with more advanced adoption stages
bootstrap,200,3,G3_Fearful_Careful,RELATEDNESS,-0.28440906155121604,0.49179382979851693,-0.02351721398507121,0.9666401389734084,-0.30792627553628726,negative,Higher values in this dimension are associated with less advanced adoption stages
bootstrap,200,3,G3_Fearful_Careful,SECURITY,-1.1649885502666002,0.00503584520641473,-0.9333558769387243,0.11956786322399796,-2.0983444272053244,negative,Higher values in this dimension are associated with less advanced adoption stages
bootstrap,200,3,G3_Fearful_Careful,STIMULATION,0.1639759194123049,0.6939187619447552,0.5558886717905235,0.31802856908501465,0.7198645912028284,positive,Higher values in this dimension are associated with more advanced adoption stages
bootstrap,200,3,G4_HomoEconomicus,AUTONOMY,2.0107990236877495,3.235740385986499e-5,0.5692473823074656,0.5536051334909955,2.580046405995215,positive,Higher values in this dimension are associated with more advanced adoption stages
bootstrap,200,3,G4_HomoEconomicus,COMPETENCE,0.3710703754528998,0.3056099335389261,-1.388431275295248,0.09494408135343246,-1.0173608998423482,negative,Higher values in this dimension are associated with less advanced adoption stages
bootstrap,200,3,G4_HomoEconomicus,FINANCIAL,-1.4033341207786791,6.543810732019162e-4,0.5469554883096508,0.4532466056828698,-0.8563786324690283,negative,Higher values in this dimension are associated with less advanced adoption stages
bootstrap,200,3,G4_HomoEconomicus,MEANING,1.4839227870706586,0.0039461470329847,-1.1976155593344608,0.2721297182525532,0.28630722773619777,positive,Higher values in this dimension are associated with more advanced adoption stages
bootstrap,200,3,G4_HomoEconomicus,PHYSIOLOGICAL,0.7289110599412699,0.05981519329477861,-1.6670378030852175,0.04378284145266672,-0.9381267431439476,negative,Higher values in this dimension are associated with less advanced adoption stages
bootstrap,200,3,G4_HomoEconomicus,POPULARITY,1.2469314094751716,0.00153443498244234,-0.5493436010688061,0.4456328425197337,0.6975878084063655,positive,Higher values in this dimension are associated with more advanced adoption stages
bootstrap,200,3,G4_HomoEconomicus,RELATEDNESS,-0.28440906155121604,0.49179382979851693,-0.9280011392327202,0.27981595544457527,-1.2124102007839364,negative,Higher values in this dimension are associated with less advanced adoption stages
bootstrap,200,3,G4_HomoEconomicus,SECURITY,-1.1649885502666002,0.00503584520641473,1.076112762608561,0.18682224083895785,-0.08887578765803927,negative,Higher values in this dimension are associated with less advanced adoption stages
bootstrap,200,3,G4_HomoEconomicus,STIMULATION,0.1639759194123049,0.6939187619447552,2.9398199801253977,0.0018876819969666,3.1037958995377024,positive,Higher values in this dimension are associated with more advanced adoption stages
bootstrap,200,3,G5_Uninterested,AUTONOMY,2.0107990236877495,3.235740385986499e-5,0.836336972543954,0.3921221051988272,2.8471359962317035,positive,Higher values in this dimension are associated with more advanced adoption stages
bootstrap,200,3,G5_Uninterested,COMPETENCE,0.3710703754528998,0.3056099335389261,-1.9316159101827044,0.06503322940178026,-1.5605455347298047,negative,Higher values in this dimension are associated with less advanced adoption stages
bootstrap,200,3,G5_Uninterested,FINANCIAL,-1.4033341207786791,6.543810732019162e-4,0.9628907813989644,0.191791506570356,-0.4404433393797147,negative,Higher values in this dimension are associated with less advanced adoption stages
bootstrap,200,3,G5_Uninterested,MEANING,1.4839227870706586,0.0039461470329847,1.3198599048240245,0.33330437097225973,2.803782691894683,positive,Higher values in this dimension are associated with more advanced adoption stages
bootstrap,200,3,G5_Uninterested,PHYSIOLOGICAL,0.7289110599412699,0.05981519329477861,-3.287726450546214,6.197307588043154e-6,-2.558815390604944,negative,Higher values in this dimension are associated with less advanced adoption stages
bootstrap,200,3,G5_Uninterested,POPULARITY,1.2469314094751716,0.00153443498244234,-1.8613634614554064,0.01580253240966161,-0.6144320519802349,negative,Higher values in this dimension are associated with less advanced adoption stages
bootstrap,200,3,G5_Uninterested,RELATEDNESS,-0.28440906155121604,0.49179382979851693,-0.35262187355316227,0.6410260831371744,-0.6370309351043784,negative,Higher values in this dimension are associated with less advanced adoption stages
bootstrap,200,3,G5_Uninterested,SECURITY,-1.1649885502666002,0.00503584520641473,2.0094830063421742,0.10493955015415732,0.844494456075574,positive,Higher values in this dimension are associated with more advanced adoption stages
bootstrap,200,3,G5_Uninterested,STIMULATION,0.1639759194123049,0.6939187619447552,0.38218436753792473,0.7439369425850504,0.5461602869502297,positive,Higher values in this dimension are associated with more advanced adoption stages
bootstrap,200,4,G1_Activist_Stubborn_Sentient,AUTONOMY,3.6401035017034022,NA,0,NA,3.6401035017034022,positive,Higher values in this dimension are associated with more advanced adoption stages
bootstrap,200,4,G1_Activist_Stubborn_Sentient,COMPETENCE,0.3608884073098899,NA,0,NA,0.3608884073098899,positive,Higher values in this dimension are associated with more advanced adoption stages
