"cluster","Early.Adopter","Uninterested","Homo.Economicus","Fearful","Stubborn","Influencer","Careful","Activist"
"cluster_1",23.5294117647059,16.6666666666667,41.1764705882353,60,20,5.26315789473684,68.75,40
"cluster_2",16.6666666666667,16.6666666666667,41.1764705882353,50,20,5.26315789473684,58.8235294117647,31.25
"cluster_3",23.5294117647059,10.5263157894737,41.1764705882353,41.1764705882353,20,5.26315789473684,58.8235294117647,40
"cluster_4",16.6666666666667,16.6666666666667,41.1764705882353,50,20,5.26315789473684,50,31.25
"cluster_5",23.5294117647059,5,33.3333333333333,33.3333333333333,20,11.1111111111111,58.8235294117647,40
"cluster_6",16.6666666666667,16.6666666666667,41.1764705882353,50,20,5.26315789473684,58.8235294117647,23.5294117647059
"cluster_7",16.6666666666667,16.6666666666667,33.3333333333333,50,20,11.1111111111111,58.8235294117647,31.25
