electoral_group_model,n_pool,target_n_in_bootstrap,target_share_global,pool_empty,pool_to_target_ratio,target_to_pool_ratio,pool_diagnostic
EPP,118,122,0.12174280155642025,FALSE,0.9672131147540983,1.0338983050847457,acceptable_some_repetition
SD,148,98,0.09802791828793776,FALSE,1.510204081632653,0.6621621621621622,good_pool
GREENS_EFA_RENEW,103,88,0.08746663424124514,FALSE,1.1704545454545454,0.8543689320388349,good_pool
PFE_ESN,23,78,0.07767344357976655,FALSE,0.2948717948717949,3.391304347826087,weak_high_repetition
ECR,91,53,0.053286478599221795,FALSE,1.7169811320754718,0.5824175824175825,good_pool
GUE_NGL,116,32,0.032259922178988334,FALSE,3.625,0.27586206896551724,good_pool
NI,83,23,0.023042801556420234,FALSE,3.608695652173913,0.27710843373493976,good_pool
