"cluster","Early Adopter","Uninterested","Homo Economicus","Fearful","Stubborn","Influencer","Careful","Activist"
"cluster_1",0,0,0,0,0,0,0,0
"cluster_2",16.6666666666667,17.6470588235294,41.1764705882353,60,20,5.88235294117647,58.8235294117647,31.25
"cluster_3",23.5294117647059,17.6470588235294,33.3333333333333,33.3333333333333,20,12.5,22.7272727272727,23.5294117647059
"cluster_4",23.5294117647059,5.26315789473684,26.3157894736842,33.3333333333333,20,5.88235294117647,50,16.6666666666667
"cluster_5",14.2857142857143,7.14285714285714,18.75,5.55555555555556,8.33333333333333,8.33333333333333,10,6.66666666666667
"cluster_6",23.5294117647059,11.1111111111111,26.3157894736842,33.3333333333333,20,12.5,28.5714285714286,16.6666666666667
"cluster_7",10.5263157894737,5.26315789473684,41.1764705882353,33.3333333333333,5.88235294117647,5.88235294117647,42.1052631578947,16.6666666666667
"cluster_8",23.5294117647059,11.1111111111111,20,20,12.5,12.5,22.7272727272727,16.6666666666667
