"D","assigned_pct","unassigned_pct"
0,0.0217715849713859,99.9782284150286
1,0.301691963174919,99.6983080368251
2,2.31400845981587,97.6859915401841
3,6.12714605623289,93.8728539437671
4,24.3406319980095,75.6593680019905
5,35.0926847474496,64.9073152525504
6,59.9309529733765,40.0690470266235
7,69.3953719830804,30.6046280169196
8,89.7860164219955,10.2139835780045
9,91.3877830306046,8.61221696939537
10,96.8400099527246,3.15999004727544
11,97.5678029360538,2.43219706394626
12,98.8305548643941,1.16944513560587
13,99.0109479970142,0.989052002985817
14,99.9751181886041,0.0248818113958696
15,100,0
16,100,0
17,100,0
18,100,0
19,100,0
20,100,0
