consensus_factor,determinant,n_bootstraps_selected,selection_frequency,mean_abs_loading
1,det_01_profits,92,0.92,0.39391066147554826
1,det_05_frugality,88,0.88,0.32039092449666845
1,det_02_credit_score,82,0.82,0.281673133799117
1,det_03_risk_profile,76,0.76,0.28568370191579484
1,det_10_cost_efficiency,75,0.75,0.31810292275367213
1,det_15_self_satisfaction,56,0.56,0.2244896922834001
1,det_13_technical_fit,50,0.5,0.20264557090087335
1,det_23_support,38,0.38,0.16092740534070363
2,det_11_knowledge,87,0.87,0.2923422120581815
2,det_08_trust,81,0.81,0.2276631568612067
2,det_21_rights_and_duties,79,0.79,0.37981531374327654
2,det_07_legal,78,0.78,0.3723638802493882
2,det_16_commitment,67,0.67,0.23219509852411666
2,det_17_adherence,59,0.59,0.2009578015749453
2,det_03_risk_profile,53,0.53,0.18377814880058574
2,det_12_own_competence,44,0.44,0.1725057713741382
3,det_16_commitment,72,0.72,0.2660671416881721
3,det_15_self_satisfaction,70,0.7,0.2346832264128787
3,det_12_own_competence,69,0.69,0.2557911924802341
3,det_18_autonomy,46,0.46,0.18190835268857242
3,det_03_risk_profile,44,0.44,0.17868445026909796
3,det_32_own_significance,39,0.39,0.17781754393918683
3,det_13_technical_fit,39,0.39,0.1751693762312719
3,det_11_knowledge,37,0.37,0.18148599793130182
4,det_28_recognition,100,1,0.671164043949653
4,det_24_socialising,100,1,0.6652795546223224
4,det_31_approval,100,1,0.6557033255360886
4,det_30_authority,100,1,0.5764167033096896
4,det_29_trends,100,1,0.5316836029344413
4,det_22_peer_pressure,100,1,0.4562965058128796
4,det_27_fun,100,1,0.32523365959095735
4,det_25_agreement,73,0.73,0.21810834873438714
5,det_20_coziness,99,0.99,0.5179549055914232
5,det_19_wellbeing,97,0.97,0.6671905611300938
5,det_09_safety,96,0.96,0.4257780478591629
5,det_18_autonomy,69,0.69,0.1585287943643178
5,det_17_adherence,69,0.69,0.15724506846204725
5,det_15_self_satisfaction,62,0.62,0.15048993048751366
5,det_07_legal,34,0.34,0.10483327214163493
5,det_32_own_significance,33,0.33,0.11378376662844589
6,det_04_added_value,100,1,0.37918615179583054
6,det_23_support,100,1,0.2788820064465054
6,det_06_climate_protection,99,0.99,0.6600777178452765
6,det_14_environmental_concerns,99,0.99,0.5289858833765363
6,det_32_own_significance,92,0.92,0.2280006928677246
6,det_27_fun,70,0.7,0.1544665779090099
6,det_25_agreement,64,0.64,0.14616606945511101
6,det_21_rights_and_duties,45,0.45,0.11828011451965843
