"cluster","n_patterns","pct_total_patterns","pct_rest_patterns"
"1",1508,4.69022144812142,100
"2",2424,7.53918885294849,95.3097785518786
"3",4204,13.0753918885295,87.7705896989301
"4",2767,8.6059965165464,74.6951978104006
"5",3946,12.2729534710127,66.0892012938542
"6",2192,6.81761632246828,53.8162478228415
"7",2228,6.92958447374969,46.9986315003732
"8",633,1.96877332669818,40.0690470266235
"Restantes",12250,38.1002736999254,0
