matrix_name,bootstrap_id,n_factors,factor_a,factor_b,correlation,abs_correlation,correlation_distance
matrix_32_raw_0_1,32,8,MR2,MR1,0.2709979406082395,0.2709979406082395,0.7290020593917605
matrix_32_raw_0_1,32,8,MR6,MR1,0.25891532769498937,0.25891532769498937,0.7410846723050106
matrix_32_raw_0_1,32,8,MR7,MR3,0.03446931957098209,0.03446931957098209,0.9655306804290179
matrix_32_raw_0_1,32,8,MR5,MR3,0.12190643769195704,0.12190643769195704,0.8780935623080429
matrix_32_raw_0_1,32,8,MR2,MR3,0.19277352509727202,0.19277352509727202,0.807226474902728
matrix_32_raw_0_1,32,8,MR6,MR3,0.29551615112465374,0.29551615112465374,0.7044838488753462
matrix_32_raw_0_1,32,8,MR1,MR3,0.2527808791748161,0.2527808791748161,0.7472191208251839
matrix_32_raw_0_1,32,8,MR7,MR4,0.19547844187586771,0.19547844187586771,0.8045215581241323
matrix_32_raw_0_1,32,8,MR5,MR4,-0.06009562555365928,0.06009562555365928,0.9399043744463407
matrix_32_raw_0_1,32,8,MR2,MR4,0.005538894377768824,0.005538894377768824,0.9944611056222312
matrix_32_raw_0_1,32,8,MR6,MR4,-0.0708343925884276,0.0708343925884276,0.9291656074115724
matrix_32_raw_0_1,32,8,MR1,MR4,-0.1340509140218227,0.1340509140218227,0.8659490859781773
matrix_32_raw_0_1,32,8,MR3,MR4,0.113034803608726,0.113034803608726,0.886965196391274
matrix_32_raw_0_1,32,8,MR7,MR8,0.08399213435484265,0.08399213435484265,0.9160078656451573
matrix_32_raw_0_1,32,8,MR5,MR8,0.14349976177982168,0.14349976177982168,0.8565002382201783
matrix_32_raw_0_1,32,8,MR2,MR8,0.17711043766022946,0.17711043766022946,0.8228895623397705
matrix_32_raw_0_1,32,8,MR6,MR8,-0.045785558725958665,0.045785558725958665,0.9542144412740413
matrix_32_raw_0_1,32,8,MR1,MR8,0.07252447471130587,0.07252447471130587,0.9274755252886941
matrix_32_raw_0_1,32,8,MR3,MR8,0.07658496079175499,0.07658496079175499,0.923415039208245
matrix_32_raw_0_1,32,8,MR4,MR8,0.06281264279097659,0.06281264279097659,0.9371873572090235
matrix_32_raw_0_1,33,8,MR6,MR1,-0.030877160280608336,0.030877160280608336,0.9691228397193916
matrix_32_raw_0_1,33,8,MR6,MR7,0.11006864019139953,0.11006864019139953,0.8899313598086005
matrix_32_raw_0_1,33,8,MR1,MR7,-0.1199542245784699,0.1199542245784699,0.8800457754215301
matrix_32_raw_0_1,33,8,MR6,MR4,0.09237272296859322,0.09237272296859322,0.9076272770314068
matrix_32_raw_0_1,33,8,MR1,MR4,0.38693817145339837,0.38693817145339837,0.6130618285466016
matrix_32_raw_0_1,33,8,MR7,MR4,0.07009465249068865,0.07009465249068865,0.9299053475093113
matrix_32_raw_0_1,33,8,MR6,MR5,-0.025950637810177125,0.025950637810177125,0.9740493621898229
matrix_32_raw_0_1,33,8,MR1,MR5,0.2959091573706472,0.2959091573706472,0.7040908426293528
matrix_32_raw_0_1,33,8,MR7,MR5,0.2844685394233319,0.2844685394233319,0.715531460576668
matrix_32_raw_0_1,33,8,MR4,MR5,0.2585562664734989,0.2585562664734989,0.7414437335265012
matrix_32_raw_0_1,33,8,MR6,MR8,-0.04792458458402997,0.04792458458402997,0.9520754154159701
matrix_32_raw_0_1,33,8,MR1,MR8,0.3331397319609768,0.3331397319609768,0.6668602680390232
matrix_32_raw_0_1,33,8,MR7,MR8,0.12650422749124027,0.12650422749124027,0.8734957725087598
matrix_32_raw_0_1,33,8,MR4,MR8,0.14209578406828338,0.14209578406828338,0.8579042159317166
matrix_32_raw_0_1,33,8,MR5,MR8,0.2927614776240662,0.2927614776240662,0.7072385223759339
matrix_32_raw_0_1,33,8,MR6,MR2,0.1267700866183192,0.1267700866183192,0.8732299133816808
matrix_32_raw_0_1,33,8,MR1,MR2,0.06327480584668801,0.06327480584668801,0.936725194153312
matrix_32_raw_0_1,33,8,MR7,MR2,0.32783217716092156,0.32783217716092156,0.6721678228390784
matrix_32_raw_0_1,33,8,MR4,MR2,0.24625889382698382,0.24625889382698382,0.7537411061730162
matrix_32_raw_0_1,33,8,MR5,MR2,0.26519512294643355,0.26519512294643355,0.7348048770535665
matrix_32_raw_0_1,33,8,MR8,MR2,0.21196638425263015,0.21196638425263015,0.7880336157473699
matrix_32_raw_0_1,33,8,MR6,MR3,0.17295842361515512,0.17295842361515512,0.8270415763848449
matrix_32_raw_0_1,33,8,MR1,MR3,0.05635448620308256,0.05635448620308256,0.9436455137969174
matrix_32_raw_0_1,33,8,MR7,MR3,0.14437938518285284,0.14437938518285284,0.8556206148171471
matrix_32_raw_0_1,33,8,MR4,MR3,0.01651910035499156,0.01651910035499156,0.9834808996450084
matrix_32_raw_0_1,33,8,MR5,MR3,0.12654713604581855,0.12654713604581855,0.8734528639541814
matrix_32_raw_0_1,33,8,MR8,MR3,0.10035426329570239,0.10035426329570239,0.8996457367042976
matrix_32_raw_0_1,33,8,MR2,MR3,-0.0146545151240948,0.0146545151240948,0.9853454848759052
matrix_32_raw_0_1,34,8,MR7,MR2,0.005167065265536092,0.005167065265536092,0.9948329347344639
matrix_32_raw_0_1,34,8,MR7,MR8,0.03542220612454378,0.03542220612454378,0.9645777938754562
matrix_32_raw_0_1,34,8,MR2,MR8,0.16705939827114108,0.16705939827114108,0.832940601728859
matrix_32_raw_0_1,34,8,MR7,MR4,0.3669805349786295,0.3669805349786295,0.6330194650213705
matrix_32_raw_0_1,34,8,MR2,MR4,0.07304051218504946,0.07304051218504946,0.9269594878149505
matrix_32_raw_0_1,34,8,MR8,MR4,0.10198604865239917,0.10198604865239917,0.8980139513476009
matrix_32_raw_0_1,34,8,MR7,MR5,-0.03386172482084946,0.03386172482084946,0.9661382751791505
matrix_32_raw_0_1,34,8,MR2,MR5,0.418608574708836,0.418608574708836,0.581391425291164
matrix_32_raw_0_1,34,8,MR8,MR5,0.05296234623485527,0.05296234623485527,0.9470376537651447
matrix_32_raw_0_1,34,8,MR4,MR5,0.11027370031361176,0.11027370031361176,0.8897262996863883
matrix_32_raw_0_1,34,8,MR7,MR1,0.38482041168923303,0.38482041168923303,0.6151795883107669
matrix_32_raw_0_1,34,8,MR2,MR1,0.11521553185677724,0.11521553185677724,0.8847844681432228
matrix_32_raw_0_1,34,8,MR8,MR1,0.29768891484721655,0.29768891484721655,0.7023110851527834
matrix_32_raw_0_1,34,8,MR4,MR1,0.2708089079046638,0.2708089079046638,0.7291910920953362
matrix_32_raw_0_1,34,8,MR5,MR1,-0.16405170837814273,0.16405170837814273,0.8359482916218572
matrix_32_raw_0_1,34,8,MR7,MR3,0.21012241447710844,0.21012241447710844,0.7898775855228916
matrix_32_raw_0_1,34,8,MR2,MR3,0.1630898712598936,0.1630898712598936,0.8369101287401064
matrix_32_raw_0_1,34,8,MR8,MR3,0.2716226856345447,0.2716226856345447,0.7283773143654553
matrix_32_raw_0_1,34,8,MR4,MR3,0.23408571902423622,0.23408571902423622,0.7659142809757638
matrix_32_raw_0_1,34,8,MR5,MR3,0.126778970241476,0.126778970241476,0.873221029758524
matrix_32_raw_0_1,34,8,MR1,MR3,0.21998221422808,0.21998221422808,0.7800177857719199
matrix_32_raw_0_1,34,8,MR7,MR6,0.1414227078657347,0.1414227078657347,0.8585772921342654
matrix_32_raw_0_1,34,8,MR2,MR6,-0.2701534132834635,0.2701534132834635,0.7298465867165365
matrix_32_raw_0_1,34,8,MR8,MR6,0.1381186683558755,0.1381186683558755,0.8618813316441245
matrix_32_raw_0_1,34,8,MR4,MR6,0.21170512383084783,0.21170512383084783,0.7882948761691522
matrix_32_raw_0_1,34,8,MR5,MR6,-0.3234392798674115,0.3234392798674115,0.6765607201325885
matrix_32_raw_0_1,34,8,MR1,MR6,0.21037641586774183,0.21037641586774183,0.7896235841322582
matrix_32_raw_0_1,34,8,MR3,MR6,0.13187684176897346,0.13187684176897346,0.8681231582310265
matrix_32_raw_0_1,35,8,MR6,MR2,-0.03712792322060742,0.03712792322060742,0.9628720767793926
matrix_32_raw_0_1,35,8,MR6,MR7,0.12115938415843741,0.12115938415843741,0.8788406158415626
matrix_32_raw_0_1,35,8,MR2,MR7,0.07507815873588486,0.07507815873588486,0.9249218412641151
matrix_32_raw_0_1,35,8,MR6,MR4,0.14922709800130007,0.14922709800130007,0.8507729019986999
matrix_32_raw_0_1,35,8,MR2,MR4,0.35886916123183105,0.35886916123183105,0.6411308387681689
matrix_32_raw_0_1,35,8,MR7,MR4,0.08312321537140067,0.08312321537140067,0.9168767846285993
matrix_32_raw_0_1,35,8,MR6,MR8,0.005414233209336812,0.005414233209336812,0.9945857667906632
matrix_32_raw_0_1,35,8,MR2,MR8,0.37996836042418825,0.37996836042418825,0.6200316395758118
matrix_32_raw_0_1,35,8,MR7,MR8,0.286090806397179,0.286090806397179,0.713909193602821
matrix_32_raw_0_1,35,8,MR4,MR8,0.256119187814583,0.256119187814583,0.743880812185417
matrix_32_raw_0_1,35,8,MR6,MR1,0.022847397887321794,0.022847397887321794,0.9771526021126782
matrix_32_raw_0_1,35,8,MR2,MR1,0.2783778510554477,0.2783778510554477,0.7216221489445522
matrix_32_raw_0_1,35,8,MR7,MR1,0.2909932237732904,0.2909932237732904,0.7090067762267096
matrix_32_raw_0_1,35,8,MR4,MR1,0.29624679505798424,0.29624679505798424,0.7037532049420158
matrix_32_raw_0_1,35,8,MR8,MR1,0.3293219608284051,0.3293219608284051,0.670678039171595
matrix_32_raw_0_1,35,8,MR6,MR5,0.2996019097256395,0.2996019097256395,0.7003980902743605
matrix_32_raw_0_1,35,8,MR2,MR5,-0.11521015664866686,0.11521015664866686,0.8847898433513331
matrix_32_raw_0_1,35,8,MR7,MR5,0.1989836077876293,0.1989836077876293,0.8010163922123708
matrix_32_raw_0_1,35,8,MR4,MR5,0.11895160091323864,0.11895160091323864,0.8810483990867614
matrix_32_raw_0_1,35,8,MR8,MR5,0.019412786994276992,0.019412786994276992,0.980587213005723
matrix_32_raw_0_1,35,8,MR1,MR5,0.17080756335703737,0.17080756335703737,0.8291924366429626
matrix_32_raw_0_1,35,8,MR6,MR3,-0.025683734314257786,0.025683734314257786,0.9743162656857423
matrix_32_raw_0_1,35,8,MR2,MR3,0.02438385579481561,0.02438385579481561,0.9756161442051844
matrix_32_raw_0_1,35,8,MR7,MR3,-0.10156501533607967,0.10156501533607967,0.8984349846639204
matrix_32_raw_0_1,35,8,MR4,MR3,0.07269531728848398,0.07269531728848398,0.927304682711516
matrix_32_raw_0_1,35,8,MR8,MR3,-0.0997715277512734,0.0997715277512734,0.9002284722487266
matrix_32_raw_0_1,35,8,MR1,MR3,-0.03843258632119797,0.03843258632119797,0.961567413678802
matrix_32_raw_0_1,35,8,MR5,MR3,0.15557947532999175,0.15557947532999175,0.8444205246700083
matrix_32_raw_0_1,36,8,MR8,MR3,-0.04410614568485598,0.04410614568485598,0.9558938543151441
matrix_32_raw_0_1,36,8,MR8,MR5,0.12594494125953493,0.12594494125953493,0.8740550587404651
matrix_32_raw_0_1,36,8,MR3,MR5,-0.031328114707189256,0.031328114707189256,0.9686718852928108
matrix_32_raw_0_1,36,8,MR8,MR4,0.029544973717487502,0.029544973717487502,0.9704550262825125
matrix_32_raw_0_1,36,8,MR3,MR4,0.42327029832309415,0.42327029832309415,0.5767297016769058
matrix_32_raw_0_1,36,8,MR5,MR4,0.07029211575446408,0.07029211575446408,0.929707884245536
matrix_32_raw_0_1,36,8,MR8,MR6,0.023974023746858964,0.023974023746858964,0.976025976253141
matrix_32_raw_0_1,36,8,MR3,MR6,0.34061897998863366,0.34061897998863366,0.6593810200113663
matrix_32_raw_0_1,36,8,MR5,MR6,0.27546249684180985,0.27546249684180985,0.7245375031581902
matrix_32_raw_0_1,36,8,MR4,MR6,0.2646973923554438,0.2646973923554438,0.7353026076445561
matrix_32_raw_0_1,36,8,MR8,MR1,-0.03807892373551406,0.03807892373551406,0.961921076264486
matrix_32_raw_0_1,36,8,MR3,MR1,0.2321276190218986,0.2321276190218986,0.7678723809781014
matrix_32_raw_0_1,36,8,MR5,MR1,0.23262156021392452,0.23262156021392452,0.7673784397860755
matrix_32_raw_0_1,36,8,MR4,MR1,0.28989808071868645,0.28989808071868645,0.7101019192813136
matrix_32_raw_0_1,36,8,MR6,MR1,0.23483421018609454,0.23483421018609454,0.7651657898139055
matrix_32_raw_0_1,36,8,MR8,MR2,0.30062888453910575,0.30062888453910575,0.6993711154608943
matrix_32_raw_0_1,36,8,MR3,MR2,-0.08157723863831363,0.08157723863831363,0.9184227613616863
matrix_32_raw_0_1,36,8,MR5,MR2,0.0071389321294574055,0.0071389321294574055,0.9928610678705426
matrix_32_raw_0_1,36,8,MR4,MR2,0.047743080876079674,0.047743080876079674,0.9522569191239203
matrix_32_raw_0_1,36,8,MR6,MR2,-0.11306967846552958,0.11306967846552958,0.8869303215344704
matrix_32_raw_0_1,36,8,MR1,MR2,0.13961749251103653,0.13961749251103653,0.8603825074889635
matrix_32_raw_0_1,36,8,MR8,MR7,-0.050999614792657987,0.050999614792657987,0.949000385207342
matrix_32_raw_0_1,36,8,MR3,MR7,0.06712972059685204,0.06712972059685204,0.9328702794031479
matrix_32_raw_0_1,36,8,MR5,MR7,0.3000802050398628,0.3000802050398628,0.6999197949601372
matrix_32_raw_0_1,36,8,MR4,MR7,0.22540632466961086,0.22540632466961086,0.7745936753303891
matrix_32_raw_0_1,36,8,MR6,MR7,0.21566673667045155,0.21566673667045155,0.7843332633295484
matrix_32_raw_0_1,36,8,MR1,MR7,0.19252094955783142,0.19252094955783142,0.8074790504421686
matrix_32_raw_0_1,36,8,MR2,MR7,-0.01103702164551527,0.01103702164551527,0.9889629783544848
matrix_32_raw_0_1,37,8,MR1,MR6,-0.04337413231253281,0.04337413231253281,0.9566258676874672
matrix_32_raw_0_1,37,8,MR1,MR4,0.17684673431404604,0.17684673431404604,0.8231532656859539
matrix_32_raw_0_1,37,8,MR6,MR4,-0.09345988755703144,0.09345988755703144,0.9065401124429686
matrix_32_raw_0_1,37,8,MR1,MR3,0.0926463808882514,0.0926463808882514,0.9073536191117486
matrix_32_raw_0_1,37,8,MR6,MR3,0.3926028632343347,0.3926028632343347,0.6073971367656653
matrix_32_raw_0_1,37,8,MR4,MR3,0.11047112015075267,0.11047112015075267,0.8895288798492473
matrix_32_raw_0_1,37,8,MR1,MR8,-0.15264751142257985,0.15264751142257985,0.8473524885774202
matrix_32_raw_0_1,37,8,MR6,MR8,0.30457457253845693,0.30457457253845693,0.695425427461543
matrix_32_raw_0_1,37,8,MR4,MR8,0.320235144395843,0.320235144395843,0.679764855604157
matrix_32_raw_0_1,37,8,MR3,MR8,0.24977413599529918,0.24977413599529918,0.7502258640047008
matrix_32_raw_0_1,37,8,MR1,MR7,0.20097466179383824,0.20097466179383824,0.7990253382061617
matrix_32_raw_0_1,37,8,MR6,MR7,0.12127476005921294,0.12127476005921294,0.8787252399407871
matrix_32_raw_0_1,37,8,MR4,MR7,0.2647406762187608,0.2647406762187608,0.7352593237812393
matrix_32_raw_0_1,37,8,MR3,MR7,0.24422039070248577,0.24422039070248577,0.7557796092975142
matrix_32_raw_0_1,37,8,MR8,MR7,0.14715082842233354,0.14715082842233354,0.8528491715776665
matrix_32_raw_0_1,37,8,MR1,MR2,0.2744896247493482,0.2744896247493482,0.7255103752506518
matrix_32_raw_0_1,37,8,MR6,MR2,-0.09515347009873266,0.09515347009873266,0.9048465299012673
matrix_32_raw_0_1,37,8,MR4,MR2,-0.020873720960697447,0.020873720960697447,0.9791262790393026
matrix_32_raw_0_1,37,8,MR3,MR2,0.04305141276843895,0.04305141276843895,0.9569485872315611
matrix_32_raw_0_1,37,8,MR8,MR2,-0.2422496765637716,0.2422496765637716,0.7577503234362284
matrix_32_raw_0_1,37,8,MR7,MR2,0.14107553369341128,0.14107553369341128,0.8589244663065887
matrix_32_raw_0_1,37,8,MR1,MR5,-0.10540439878853454,0.10540439878853454,0.8945956012114654
matrix_32_raw_0_1,37,8,MR6,MR5,0.0674930455485881,0.0674930455485881,0.932506954451412
matrix_32_raw_0_1,37,8,MR4,MR5,0.09837160136608371,0.09837160136608371,0.9016283986339163
matrix_32_raw_0_1,37,8,MR3,MR5,0.06948307370520457,0.06948307370520457,0.9305169262947954
matrix_32_raw_0_1,37,8,MR8,MR5,0.06787579579561442,0.06787579579561442,0.9321242042043856
matrix_32_raw_0_1,37,8,MR7,MR5,0.07909413235826929,0.07909413235826929,0.9209058676417308
matrix_32_raw_0_1,37,8,MR2,MR5,0.02333491668782621,0.02333491668782621,0.9766650833121738
matrix_32_raw_0_1,38,8,MR8,MR2,-0.02950075686552817,0.02950075686552817,0.9704992431344718
matrix_32_raw_0_1,38,8,MR8,MR5,0.13754745070534555,0.13754745070534555,0.8624525492946544
matrix_32_raw_0_1,38,8,MR2,MR5,-0.00905225731517946,0.00905225731517946,0.9909477426848206
matrix_32_raw_0_1,38,8,MR8,MR3,0.07676200230308416,0.07676200230308416,0.9232379976969158
matrix_32_raw_0_1,38,8,MR2,MR3,0.4162923116274874,0.4162923116274874,0.5837076883725125
matrix_32_raw_0_1,38,8,MR5,MR3,0.13711781020512706,0.13711781020512706,0.862882189794873
matrix_32_raw_0_1,38,8,MR8,MR6,0.032102706516219805,0.032102706516219805,0.9678972934837802
matrix_32_raw_0_1,38,8,MR2,MR6,0.3189822317408528,0.3189822317408528,0.6810177682591472
matrix_32_raw_0_1,38,8,MR5,MR6,0.30810861820280844,0.30810861820280844,0.6918913817971916
matrix_32_raw_0_1,38,8,MR3,MR6,0.32831242321926957,0.32831242321926957,0.6716875767807304
matrix_32_raw_0_1,38,8,MR8,MR7,0.05966619586901045,0.05966619586901045,0.9403338041309895
matrix_32_raw_0_1,38,8,MR2,MR7,0.17970793734524254,0.17970793734524254,0.8202920626547574
matrix_32_raw_0_1,38,8,MR5,MR7,0.2285946873671305,0.2285946873671305,0.7714053126328695
matrix_32_raw_0_1,38,8,MR3,MR7,0.2590208214395213,0.2590208214395213,0.7409791785604787
matrix_32_raw_0_1,38,8,MR6,MR7,0.20835075414104745,0.20835075414104745,0.7916492458589526
matrix_32_raw_0_1,38,8,MR8,MR4,0.39594748017151704,0.39594748017151704,0.604052519828483
matrix_32_raw_0_1,38,8,MR2,MR4,-0.020357996837704218,0.020357996837704218,0.9796420031622958
matrix_32_raw_0_1,38,8,MR5,MR4,0.05842082056869094,0.05842082056869094,0.9415791794313091
matrix_32_raw_0_1,38,8,MR3,MR4,0.15664780106860857,0.15664780106860857,0.8433521989313915
matrix_32_raw_0_1,38,8,MR6,MR4,-0.05074030310490655,0.05074030310490655,0.9492596968950935
matrix_32_raw_0_1,38,8,MR7,MR4,0.13668165007001765,0.13668165007001765,0.8633183499299824
matrix_32_raw_0_1,38,8,MR8,MR1,-0.1507955513318074,0.1507955513318074,0.8492044486681927
matrix_32_raw_0_1,38,8,MR2,MR1,0.11394589893727142,0.11394589893727142,0.8860541010627285
matrix_32_raw_0_1,38,8,MR5,MR1,0.16068658380831133,0.16068658380831133,0.8393134161916886
matrix_32_raw_0_1,38,8,MR3,MR1,0.11003686722196558,0.11003686722196558,0.8899631327780344
matrix_32_raw_0_1,38,8,MR6,MR1,0.20406716007085368,0.20406716007085368,0.7959328399291463
matrix_32_raw_0_1,38,8,MR7,MR1,0.10402407412812084,0.10402407412812084,0.8959759258718791
matrix_32_raw_0_1,38,8,MR4,MR1,-0.12568376766592668,0.12568376766592668,0.8743162323340733
matrix_32_raw_0_1,39,8,MR3,MR7,-0.06869230548546776,0.06869230548546776,0.9313076945145322
matrix_32_raw_0_1,39,8,MR3,MR2,0.12123503086774923,0.12123503086774923,0.8787649691322508
matrix_32_raw_0_1,39,8,MR7,MR2,-0.06964621367096183,0.06964621367096183,0.9303537863290382
matrix_32_raw_0_1,39,8,MR3,MR1,0.16168570024531323,0.16168570024531323,0.8383142997546867
matrix_32_raw_0_1,39,8,MR7,MR1,0.36180675511414995,0.36180675511414995,0.63819324488585
matrix_32_raw_0_1,39,8,MR2,MR1,-0.009565441707741403,0.009565441707741403,0.9904345582922586
matrix_32_raw_0_1,39,8,MR3,MR8,-0.01586612330317516,0.01586612330317516,0.9841338766968248
matrix_32_raw_0_1,39,8,MR7,MR8,0.33955110933075544,0.33955110933075544,0.6604488906692445
matrix_32_raw_0_1,39,8,MR2,MR8,0.24922730944459773,0.24922730944459773,0.7507726905554023
matrix_32_raw_0_1,39,8,MR1,MR8,0.27931086729873433,0.27931086729873433,0.7206891327012657
matrix_32_raw_0_1,39,8,MR3,MR6,-0.10912881739498388,0.10912881739498388,0.8908711826050161
matrix_32_raw_0_1,39,8,MR7,MR6,0.35518159204537725,0.35518159204537725,0.6448184079546228
matrix_32_raw_0_1,39,8,MR2,MR6,0.15424515633725117,0.15424515633725117,0.8457548436627489
matrix_32_raw_0_1,39,8,MR1,MR6,0.2930220117593871,0.2930220117593871,0.7069779882406129
matrix_32_raw_0_1,39,8,MR8,MR6,0.2994383826840845,0.2994383826840845,0.7005616173159155
matrix_32_raw_0_1,39,8,MR3,MR4,0.030320546516444797,0.030320546516444797,0.9696794534835552
matrix_32_raw_0_1,39,8,MR7,MR4,0.037073948343608595,0.037073948343608595,0.9629260516563914
matrix_32_raw_0_1,39,8,MR2,MR4,0.3038719396053191,0.3038719396053191,0.6961280603946809
matrix_32_raw_0_1,39,8,MR1,MR4,0.20735711806965768,0.20735711806965768,0.7926428819303424
matrix_32_raw_0_1,39,8,MR8,MR4,0.14582736109210886,0.14582736109210886,0.8541726389078912
matrix_32_raw_0_1,39,8,MR6,MR4,0.25560939747753586,0.25560939747753586,0.7443906025224641
matrix_32_raw_0_1,39,8,MR3,MR5,0.16218385365572877,0.16218385365572877,0.8378161463442713
matrix_32_raw_0_1,39,8,MR7,MR5,0.07034691364372021,0.07034691364372021,0.9296530863562797
matrix_32_raw_0_1,39,8,MR2,MR5,0.22612217108457064,0.22612217108457064,0.7738778289154293
matrix_32_raw_0_1,39,8,MR1,MR5,0.03963170108961579,0.03963170108961579,0.9603682989103842
matrix_32_raw_0_1,39,8,MR8,MR5,0.20219357450860506,0.20219357450860506,0.7978064254913949
matrix_32_raw_0_1,39,8,MR6,MR5,-0.012050638885073014,0.012050638885073014,0.987949361114927
matrix_32_raw_0_1,39,8,MR4,MR5,0.07957238485496544,0.07957238485496544,0.9204276151450346
matrix_32_raw_0_1,40,8,MR5,MR1,-0.033552442435141744,0.033552442435141744,0.9664475575648582
matrix_32_raw_0_1,40,8,MR5,MR4,-0.03728476317330881,0.03728476317330881,0.9627152368266911
matrix_32_raw_0_1,40,8,MR1,MR4,0.13000680522296923,0.13000680522296923,0.8699931947770307
matrix_32_raw_0_1,40,8,MR5,MR6,0.010360178409234588,0.010360178409234588,0.9896398215907654
matrix_32_raw_0_1,40,8,MR1,MR6,0.41781998320731717,0.41781998320731717,0.5821800167926828
matrix_32_raw_0_1,40,8,MR4,MR6,0.21855418897396314,0.21855418897396314,0.7814458110260368
matrix_32_raw_0_1,40,8,MR5,MR3,0.39842690996190533,0.39842690996190533,0.6015730900380947
matrix_32_raw_0_1,40,8,MR1,MR3,0.1050475263067033,0.1050475263067033,0.8949524736932967
matrix_32_raw_0_1,40,8,MR4,MR3,0.09867662734797128,0.09867662734797128,0.9013233726520287
matrix_32_raw_0_1,40,8,MR6,MR3,0.0739418551867011,0.0739418551867011,0.926058144813299
matrix_32_raw_0_1,40,8,MR5,MR7,0.355420913439736,0.355420913439736,0.6445790865602641
matrix_32_raw_0_1,40,8,MR1,MR7,-0.09397342221088782,0.09397342221088782,0.9060265777891122
matrix_32_raw_0_1,40,8,MR4,MR7,0.3199920282736503,0.3199920282736503,0.6800079717263496
matrix_32_raw_0_1,40,8,MR6,MR7,0.11779070306798622,0.11779070306798622,0.8822092969320138
matrix_32_raw_0_1,40,8,MR3,MR7,0.26900797821203387,0.26900797821203387,0.7309920217879662
matrix_32_raw_0_1,40,8,MR5,MR8,0.2062870895293445,0.2062870895293445,0.7937129104706555
matrix_32_raw_0_1,40,8,MR1,MR8,0.059704482598912506,0.059704482598912506,0.9402955174010875
matrix_32_raw_0_1,40,8,MR4,MR8,0.25332120462165464,0.25332120462165464,0.7466787953783454
matrix_32_raw_0_1,40,8,MR6,MR8,0.0917711401702348,0.0917711401702348,0.9082288598297652
matrix_32_raw_0_1,40,8,MR3,MR8,0.24583355446672403,0.24583355446672403,0.7541664455332759
matrix_32_raw_0_1,40,8,MR7,MR8,0.2508114948371508,0.2508114948371508,0.7491885051628492
matrix_32_raw_0_1,40,8,MR5,MR2,0.12115075862713752,0.12115075862713752,0.8788492413728625
matrix_32_raw_0_1,40,8,MR1,MR2,-0.23309911050416868,0.23309911050416868,0.7669008894958314
matrix_32_raw_0_1,40,8,MR4,MR2,0.13292980567864338,0.13292980567864338,0.8670701943213566
matrix_32_raw_0_1,40,8,MR6,MR2,-0.32017202455666366,0.32017202455666366,0.6798279754433363
matrix_32_raw_0_1,40,8,MR3,MR2,0.13283332632599135,0.13283332632599135,0.8671666736740087
matrix_32_raw_0_1,40,8,MR7,MR2,0.1597159850612205,0.1597159850612205,0.8402840149387795
matrix_32_raw_0_1,40,8,MR8,MR2,0.182003722745106,0.182003722745106,0.817996277254894
matrix_32_raw_0_1,41,8,MR6,MR2,-0.05881145080597106,0.05881145080597106,0.941188549194029
matrix_32_raw_0_1,41,8,MR6,MR5,0.13602672194369025,0.13602672194369025,0.8639732780563097
matrix_32_raw_0_1,41,8,MR2,MR5,0.026935745773443327,0.026935745773443327,0.9730642542265566
matrix_32_raw_0_1,41,8,MR6,MR7,0.019848442302445164,0.019848442302445164,0.9801515576975548
matrix_32_raw_0_1,41,8,MR2,MR7,0.41435374671814457,0.41435374671814457,0.5856462532818554
matrix_32_raw_0_1,41,8,MR5,MR7,0.08686718048591378,0.08686718048591378,0.9131328195140862
matrix_32_raw_0_1,41,8,MR6,MR4,-0.022977714491095584,0.022977714491095584,0.9770222855089045
matrix_32_raw_0_1,41,8,MR2,MR4,0.2941557297905605,0.2941557297905605,0.7058442702094395
matrix_32_raw_0_1,41,8,MR5,MR4,0.28820257699942237,0.28820257699942237,0.7117974230005777
matrix_32_raw_0_1,41,8,MR7,MR4,0.24367130721386804,0.24367130721386804,0.7563286927861319
matrix_32_raw_0_1,41,8,MR6,MR3,0.00952420539490915,0.00952420539490915,0.9904757946050908
matrix_32_raw_0_1,41,8,MR2,MR3,0.3652738191120844,0.3652738191120844,0.6347261808879157
matrix_32_raw_0_1,41,8,MR5,MR3,0.25812435430959174,0.25812435430959174,0.7418756456904083
matrix_32_raw_0_1,41,8,MR7,MR3,0.2987212157986999,0.2987212157986999,0.7012787842013001
matrix_32_raw_0_1,41,8,MR4,MR3,0.2024315553551391,0.2024315553551391,0.7975684446448609
matrix_32_raw_0_1,41,8,MR6,MR8,0.2615510071446717,0.2615510071446717,0.7384489928553283
matrix_32_raw_0_1,41,8,MR2,MR8,-0.047066747570063225,0.047066747570063225,0.9529332524299368
matrix_32_raw_0_1,41,8,MR5,MR8,0.04749643745551353,0.04749643745551353,0.9525035625444864
matrix_32_raw_0_1,41,8,MR7,MR8,0.09384887902833111,0.09384887902833111,0.9061511209716688
matrix_32_raw_0_1,41,8,MR4,MR8,0.1321317709527696,0.1321317709527696,0.8678682290472304
matrix_32_raw_0_1,41,8,MR3,MR8,-0.05575638386071094,0.05575638386071094,0.9442436161392891
matrix_32_raw_0_1,41,8,MR6,MR1,0.1102439401254328,0.1102439401254328,0.8897560598745672
matrix_32_raw_0_1,41,8,MR2,MR1,0.06210844011204195,0.06210844011204195,0.937891559887958
matrix_32_raw_0_1,41,8,MR5,MR1,0.283109093984083,0.283109093984083,0.716890906015917
