analysis_sample,matrix_name,bootstrap_id,n_factors,status,n_bootstrap_draws,n_rows_used,n_rows_dropped,n_unique_participants,n_variable_features,n_constant_features,RMSR,TLI,RMSEA,BIC,mean_abs_factor_correlation,var_abs_factor_correlation,mean_factor_distance,var_factor_distance,warning_flag,warning_message,error_message
COMPLETE,matrix_32_pos_0_1,32,3,ok,1608,1608,0,1020,32,0,0.027947242809095718,0.8012485475145761,0.0531867420921106,-738.8466112155338,0.19447036824983668,0.001592864692745372,0.8055296317501633,0.0015928646927453683,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,32,4,ok,1608,1608,0,1020,32,0,0.023576806185570592,0.8443282552917557,0.04705979765965731,-1055.0569495616094,0.23714627747634648,0.020519742746059163,0.7628537225236536,0.02051974274605916,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,32,5,ok,1608,1608,0,1020,32,0,0.020256902633814786,0.874882548971756,0.04217935535024821,-1218.3817576357899,0.2472025962708236,0.01952723876573063,0.7527974037291764,0.01952723876573063,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,32,6,ok,1608,1608,0,1020,32,0,0.016797004872251022,0.9057287130988876,0.03660330570061845,-1348.6435014750014,0.23813695179742447,0.015109704988515214,0.7618630482025756,0.015109704988515214,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,32,7,ok,1608,1608,0,1020,32,0,0.015090555159094762,0.9152647023892458,0.03469450698264412,-1302.8421966301134,0.21472036595872,0.0167404733326057,0.78527963404128,0.0167404733326057,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,32,8,ok,1608,1608,0,1020,32,0,0.013674669576784745,0.9244628215736705,0.03274955340248973,-1248.2075100973816,0.1998288318984003,0.015427192746613442,0.8001711681015997,0.015427192746613446,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,33,2,ok,1608,1608,0,1014,32,0,0.041132196104854114,0.7041170264407696,0.06720125499926621,380.8744964654179,0.30016823208237103,NA,0.6998317679176289,NA,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,33,3,ok,1608,1608,0,1014,32,0,0.027603357666882877,0.810091363421984,0.05382509788282937,-694.5790369716583,0.2074456818650676,0.002945832941132369,0.7925543181349324,0.002945832941132373,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,33,4,ok,1608,1608,0,1014,32,0,0.024185651208454687,0.8315016224511022,0.05068880603673107,-841.7248637064226,0.18315960381687904,0.008408955301325375,0.816840396183121,0.00840895530132538,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,33,5,ok,1608,1608,0,1014,32,0,0.02049078654226191,0.8672105852812131,0.04498756665194469,-1082.1922541035622,0.2541352618389592,0.01910517260351879,0.7458647381610408,0.019105172603518787,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,33,6,ok,1608,1608,0,1014,32,0,0.017777296389183666,0.8930046964262424,0.040372760636492984,-1199.8064708791376,0.2555653435732065,0.01645219723952443,0.7444346564267935,0.016452197239524433,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,33,7,ok,1608,1608,0,1014,32,0,0.015992888108521827,0.9049360906452304,0.0380463267916102,-1187.9706144667493,0.2311282660938323,0.012331351656915823,0.7688717339061677,0.012331351656915821,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,33,8,ok,1608,1608,0,1014,32,0,0.014451369748007207,0.9162677208145013,0.035698398588190794,-1161.2247329683591,0.20783020617042036,0.0140928070459845,0.7921697938295796,0.014092807045984498,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,34,2,ok,1608,1608,0,1027,32,0,0.04123159468306507,0.6831147884821651,0.0685922816602369,512.393495263992,0.2239121262480718,NA,0.7760878737519282,NA,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,34,3,ok,1608,1608,0,1027,32,0,0.029964623951797463,0.7769264095804493,0.05753686393774406,-426.71860838055227,0.20839949868494115,0.0016579621207601786,0.7916005013150589,0.001657962120760181,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,34,4,ok,1608,1608,0,1027,32,0,0.025711014643316047,0.8233020930651271,0.05119605066358888,-810.6445967145758,0.25409877012668985,0.01854031084246085,0.7459012298733101,0.01854031084246084,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,34,5,ok,1608,1608,0,1027,32,0,0.021088583240988275,0.8632702791940047,0.045024418788620124,-1080.346706899879,0.24020772452777894,0.013801460626048003,0.7597922754722211,0.013801460626048008,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,34,6,ok,1608,1608,0,1027,32,0,0.018498752802237065,0.8861761014901143,0.04107052545099505,-1170.6563015586312,0.24032955732864172,0.012180230747369684,0.7596704426713583,0.012180230747369684,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,34,7,ok,1608,1608,0,1027,32,0,0.016311454308706903,0.902241944066871,0.03805281574118151,-1187.7379619113392,0.1974372898565098,0.01731953845691309,0.8025627101434902,0.017319538456913086,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,34,8,ok,1608,1608,0,1027,32,0,0.014395041406912994,0.912692165143077,0.03595301489967767,-1153.3627549878925,0.18691376137596397,0.016811438022654203,0.8130862386240361,0.0168114380226542,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,35,2,ok,1608,1608,0,1012,32,0,0.03988888256366674,0.6932931104596354,0.06618930341975966,286.8894492285972,0.2381239784394361,NA,0.7618760215605639,NA,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,35,3,ok,1608,1608,0,1012,32,0,0.029529252311852876,0.7808537303327382,0.05593589961071119,-544.4424369129006,0.2070241967697768,0.0011056152979366084,0.7929758032302232,0.0011056152979366063,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,35,4,ok,1608,1608,0,1012,32,0,0.025442941777002803,0.8236049643101458,0.05017246248226369,-873.0447973032608,0.24596890338440813,0.01729267803443917,0.7540310966155919,0.017292678034439173,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,35,5,ok,1608,1608,0,1012,32,0,0.02109094741507597,0.8591482591108719,0.04482290901685348,-1090.4198132551,0.19365091222358063,0.019535828192331402,0.8063490877764193,0.01953582819233141,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,35,6,ok,1608,1608,0,1012,32,0,0.017091711609725564,0.8963831442657174,0.03843475977322591,-1278.1491387316971,0.2281671625309156,0.012732400355323319,0.7718328374690844,0.012732400355323322,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,35,7,ok,1608,1608,0,1012,32,0,0.014899449277292821,0.9152508172199424,0.034751142055863896,-1300.9891592836366,0.20650907456441225,0.01678827540984076,0.7934909254355877,0.016788275409840757,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,35,8,ok,1608,1608,0,1012,32,0,0.013531782939195117,0.9216561867585816,0.033404345178082384,-1229.5402964752775,0.19606768821737355,0.014617342261000085,0.8039323117826265,0.014617342261000081,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,36,2,ok,1608,1608,0,1019,32,0,0.04173573342147645,0.6731952035712411,0.06870570395527152,523.236172676257,0.22432200372478134,NA,0.7756779962752187,NA,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,36,3,ok,1608,1608,0,1019,32,0,0.030097707323097574,0.770895744668044,0.057512575807283334,-428.52940504428216,0.18729584387731438,0.002192685956973549,0.8127041561226857,0.0021926859569735505,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,36,4,ok,1608,1608,0,1019,32,0,0.02604017288443201,0.8058659170736674,0.05292949678415723,-702.0957304807894,0.23150403059961341,0.02440453468812084,0.7684959694003866,0.024404534688120844,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,36,5,ok,1608,1608,0,1019,32,0,0.02226195993685339,0.8359400287736894,0.0486460800713139,-891.6028581497594,0.1951457084176043,0.016810931313502003,0.8048542915823957,0.016810931313502007,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,36,6,ok,1608,1608,0,1019,32,0,0.019044771143403735,0.8702039496904247,0.04325865538215204,-1076.0047546865121,0.21196714977312855,0.014087565891009369,0.7880328502268714,0.014087565891009372,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,36,7,ok,1608,1608,0,1019,32,0,0.01680735383852456,0.8864492403192086,0.0404516226834289,-1099.0135410842279,0.1923979634391948,0.011143441996324787,0.8076020365608052,0.011143441996324782,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,36,8,ok,1608,1608,0,1019,32,0,0.015137326072070644,0.8976933680982194,0.038387709865716046,-1075.363188836965,0.18372768170769962,0.012552229755592333,0.8162723182923004,0.012552229755592335,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,37,2,ok,1608,1608,0,1025,32,0,0.04080841308593512,0.6790145936027511,0.06679663876675479,343.1246478202711,0.24751398493099097,NA,0.752486015069009,NA,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,37,3,ok,1608,1608,0,1025,32,0,0.028975048147351246,0.7799071850327397,0.05529824645683392,-590.4060042343099,0.2017994670541608,7.052754195618312e-4,0.7982005329458393,7.052754195618319e-4,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,37,4,ok,1608,1608,0,1025,32,0,0.024891122520564978,0.8244127819441213,0.049380213341897385,-920.4768981753803,0.24674349204262347,0.01808531922419148,0.7532565079573765,0.01808531922419148,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,37,5,ok,1608,1608,0,1025,32,0,0.021491078254919485,0.8462874461908647,0.046191416993337925,-1021.122047342916,0.17554530739199883,0.021095597664519336,0.8244546926080012,0.021095597664519336,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,37,6,ok,1608,1608,0,1025,32,0,0.018789809735966997,0.8723384023096982,0.04208561511028997,-1127.3575418892779,0.22815849876064265,0.01335765099909779,0.7718415012393574,0.013357650999097795,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,37,7,ok,1608,1608,0,1025,32,0,0.016676348457128076,0.8864510185209237,0.03968205771148563,-1128.0680839075847,0.2138713179579768,0.010953341562457716,0.7861286820420232,0.010953341562457712,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,37,8,ok,1608,1608,0,1025,32,0,0.015239930100877125,0.8996862598447813,0.03728898884568905,-1111.1951393803101,0.20685022115167118,0.011135920761403037,0.7931497788483288,0.011135920761403038,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,38,2,ok,1608,1608,0,1002,32,0,0.04236460834067864,0.670683346163289,0.06756689990220033,415.1844987563113,0.20579245737848093,NA,0.794207542621519,NA,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,38,3,ok,1608,1608,0,1002,32,0,0.02789418833065145,0.7940056469473674,0.053425533504192435,-722.3491541202193,0.16639350452713278,4.4280935479050514e-4,0.8336064954728672,4.428093547905069e-4,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,38,4,ok,1608,1608,0,1002,32,0,0.024457181672700175,0.8265155203007141,0.04901748752289813,-941.9414125658707,0.20727230520089251,0.015981956439163992,0.7927276947991075,0.015981956439163995,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,38,5,ok,1608,1608,0,1002,32,0,0.0210905382406775,0.8589442216193598,0.04418889362784103,-1121.818359371231,0.22968421790202137,0.02621673162694792,0.7703157820979787,0.026216731626947938,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,38,6,ok,1608,1608,0,1002,32,0,0.018479335653386712,0.8827683965524807,0.04027506438453103,-1203.8480146773595,0.23278860808807164,0.022914957778372526,0.7672113919119283,0.022914957778372522,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,38,7,ok,1608,1608,0,1002,32,0,0.01639022693118555,0.895280097346535,0.03805635776320723,-1187.6109507380083,0.21962861418397028,0.014179266941149645,0.7803713858160297,0.014179266941149645,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,38,8,ok,1608,1608,0,1002,32,0,0.01430627698095656,0.9136118442722526,0.03455669920864972,-1195.7908380712634,0.18507322955185504,0.016492888004633815,0.814926770448145,0.01649288800463382,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,39,2,ok,1608,1608,0,1009,32,0,0.04304253419456577,0.6420352695252437,0.06893075686387322,544.8032883470646,0.19613721623992245,NA,0.8038627837600776,NA,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,39,3,ok,1608,1608,0,1009,32,0,0.030279392692800892,0.756286354305439,0.056862960148855585,-476.677678383237,0.16128074423714275,7.976754706006329e-4,0.8387192557628572,7.976754706006333e-4,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,39,4,ok,1608,1608,0,1009,32,0,0.02611099734644041,0.7978923045279063,0.05177027553253003,-775.0867984667543,0.20270854600079832,0.029553602094473237,0.7972914539992016,0.029553602094473247,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,39,5,ok,1608,1608,0,1009,32,0,0.022259697429531482,0.8315505444984921,0.047252240763811904,-965.9708156517399,0.20406696670041272,0.018355738466390843,0.7959330332995873,0.018355738466390846,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,39,6,ok,1608,1608,0,1009,32,0,0.019207201836676124,0.8624892444267347,0.04268273490389788,-1101.39352249042,0.20359344711861316,0.01685843678677795,0.7964065528813868,0.016858436786777953,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,39,7,ok,1608,1608,0,1009,32,0,0.017457466221708077,0.8736613322153594,0.04090276805880842,-1081.7213043838642,0.1929802636884332,0.013095827281378526,0.8070197363115668,0.013095827281378527,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,39,8,ok,1608,1608,0,1009,32,0,0.015849433277162556,0.8837212065019947,0.03923152128695884,-1047.1380833043345,0.1852024912838568,0.014037363547222225,0.8147975087161432,0.014037363547222225,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,40,2,ok,1608,1608,0,1042,32,0,0.042090259080647716,0.6756474782646524,0.06825560723997816,480.31439611676296,0.2187396388493533,NA,0.7812603611506467,NA,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,40,3,ok,1608,1608,0,1042,32,0,0.028359322288905718,0.7914242764119791,0.05472134820848089,-631.5361597345955,0.18520023104837927,0.0023902284925227165,0.8147997689516208,0.0023902284925227213,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,40,4,ok,1608,1608,0,1042,32,0,0.024677668899246948,0.827415584431256,0.0497651167960736,-897.5269495130433,0.2335022351829674,0.0288126494832431,0.7664977648170326,0.0288126494832431,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,40,5,ok,1608,1608,0,1042,32,0,0.020889418850852024,0.8549819577257463,0.04560725636838523,-1050.957376148475,0.18917886870915765,0.023134788130798476,0.8108211312908423,0.023134788130798476,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,40,6,ok,1608,1608,0,1042,32,0,0.01840911015490856,0.8827183281265707,0.04100469068412433,-1173.4279877907218,0.24065441962391088,0.02001844821762572,0.7593455803760891,0.020018448217625724,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,40,7,ok,1608,1608,0,1042,32,0,0.016337253827670886,0.8994857598135733,0.037951502408924954,-1191.36588884489,0.221063078122139,0.013554590513141632,0.778936921877861,0.013554590513141632,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,40,8,ok,1608,1608,0,1042,32,0,0.014073381274507036,0.9154671384167282,0.03479540793349234,-1188.6565803793226,0.20777683978714925,0.01651210765387671,0.7922231602128508,0.01651210765387671,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,41,2,ok,1608,1608,0,1000,32,0,0.04317671490902214,0.6502080425128242,0.07086614989472818,733.1858402209318,0.2566031116192727,NA,0.7433968883807274,NA,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,41,3,ok,1608,1608,0,1000,32,0,0.0305280435595724,0.760237399179826,0.05865731727468539,-342.3522613856926,0.20099403672394556,2.0847808776237745e-4,0.7990059632760544,2.084780877623774e-4,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,41,4,ok,1608,1608,0,1000,32,0,0.02698976024521069,0.7833407842911052,0.055747146046375796,-517.9418849594958,0.1288888925822532,0.008549717210811445,0.8711111074177468,0.008549717210811447,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,41,5,ok,1608,1608,0,1000,32,0,0.02308152428438328,0.8244801410870204,0.050164442232832146,-808.1308790776145,0.17150000113587224,0.020054956651976416,0.8284999988641277,0.020054956651976416,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,41,6,ok,1608,1608,0,1000,32,0,0.01987980939270511,0.8578874786126094,0.0451280194935412,-991.2512971946423,0.2233933822944173,0.014220868186753263,0.7766066177055827,0.014220868186753258,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,41,7,ok,1608,1608,0,1000,32,0,0.017603059984866918,0.8762851310079518,0.04209591618248767,-1035.0640439251206,0.17835774235901294,0.019619010113797884,0.8216422576409871,0.019619010113797887,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,41,8,ok,1608,1608,0,1000,32,0,0.015432956597407918,0.8947134397829407,0.03882506486887576,-1060.8104713943062,0.17900578940427522,0.01371668554349836,0.8209942105957247,0.013716685543498357,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,42,2,ok,1608,1608,0,1015,32,0,0.04136650454450338,0.671881056648647,0.06709515608920352,370.9536376299625,0.2227001699824641,NA,0.7772998300175359,NA,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,42,3,ok,1608,1608,0,1015,32,0,0.028232186060585723,0.7839208353577535,0.054434886819065845,-651.799252485268,0.1861002450223822,5.019555599647214e-4,0.8138997549776178,5.019555599647228e-4,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,42,4,ok,1608,1608,0,1015,32,0,0.02479907499179356,0.8159485956411193,0.0502273781990501,-869.7290049408382,0.23537478511711313,0.02619124613979019,0.7646252148828869,0.02619124613979018,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,42,5,ok,1608,1608,0,1015,32,0,0.021475698249314452,0.8429401662092174,0.04638768910034685,-1011.0124534294939,0.20409077834829173,0.019898236246311884,0.7959092216517083,0.01989823624631188,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,42,6,ok,1608,1608,0,1015,32,0,0.018769198262280563,0.8710135746318676,0.042027986460560135,-1129.844001450213,0.22759220198461239,0.01793309140472543,0.7724077980153876,0.017933091404725435,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,42,7,ok,1608,1608,0,1015,32,0,0.01677661903421192,0.8846227191003966,0.03973982798872805,-1125.9063695315933,0.20470316406280137,0.017771075344166967,0.7952968359371986,0.017771075344166977,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,42,8,ok,1608,1608,0,1015,32,0,0.015261950853473018,0.8957910796779286,0.037758731772592626,-1096.0030119654925,0.1809802413984442,0.015855412725436568,0.8190197586015557,0.015855412725436568,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,43,2,ok,1608,1608,0,1026,32,0,0.04022921447728147,0.6847174130959124,0.06676417261725442,340.1055041943114,0.28553859980768265,NA,0.7144614001923173,NA,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,43,3,ok,1608,1608,0,1026,32,0,0.02983778559353035,0.7736667313584756,0.056554274038341984,-499.36520915745814,0.21981305658373873,5.305685435045915e-4,0.7801869434162613,5.305685435045911e-4,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,43,4,ok,1608,1608,0,1026,32,0,0.025746519495591244,0.8083713685929638,0.05202616284412719,-759.1137117383516,0.23547039906260342,0.011699250187205464,0.7645296009373965,0.011699250187205468,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,43,5,ok,1608,1608,0,1026,32,0,0.02145818080177302,0.8481561446886153,0.04630065655514438,-1015.500619913613,0.239419011437154,0.015281044959052584,0.7605809885628461,0.015281044959052581,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,43,6,ok,1608,1608,0,1026,32,0,0.018605817440508376,0.8767118034923675,0.04171048497717735,-1143.48190187446,0.23663227986581656,0.013012803855457947,0.7633677201341834,0.013012803855457953,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,43,7,ok,1608,1608,0,1026,32,0,0.01637498280589672,0.8981236455952196,0.0379067036533235,-1192.9670025808507,0.19305017722800807,0.015467376833981954,0.8069498227719919,0.015467376833981963,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,43,8,ok,1608,1608,0,1026,32,0,0.014513093267613176,0.9103031640827904,0.03556025629577528,-1165.466874141849,0.1750063097232739,0.016918297659312496,0.8249936902767261,0.016918297659312496,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,44,2,ok,1608,1608,0,1011,32,0,0.04053118127616031,0.6841752477247192,0.06699828118713308,361.90896732508463,0.23021536846072385,NA,0.7697846315392761,NA,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,44,3,ok,1608,1608,0,1011,32,0,0.029473979428497735,0.7790278983780347,0.056028171790927596,-537.747591469606,0.20656102511537353,0.001520716282310141,0.7934389748846264,0.0015207162823101445,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,44,4,ok,1608,1608,0,1011,32,0,0.02543925999942055,0.8071081709761313,0.05233544116365591,-739.7027135519793,0.16714936471348,0.0063069404255449435,0.83285063528652,0.0063069404255449435,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,44,5,ok,1608,1608,0,1011,32,0,0.022082582910136733,0.840916528019274,0.047517116909018574,-952.004787031316,0.23025752907203853,0.01735442597538501,0.7697424709279614,0.017354425975385005,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,44,6,ok,1608,1608,0,1011,32,0,0.018735735693734826,0.8771550947248797,0.041745551116832966,-1141.9807575839425,0.2273998697076854,0.015998677106091975,0.7726001302923147,0.01599867710609198,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,44,7,ok,1608,1608,0,1011,32,0,0.0167478005350603,0.8907443920714411,0.03935976554285924,-1140.0702703004927,0.20440434655989512,0.016933885135418752,0.7955956534401049,0.016933885135418762,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,44,8,ok,1608,1608,0,1011,32,0,0.014979756193510267,0.9043242602178952,0.036823817684641214,-1126.0519942254755,0.19766007785925063,0.01315886693744796,0.8023399221407493,0.01315886693744796,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,45,2,ok,1608,1608,0,1015,32,0,0.0437715216968003,0.6580324118326422,0.07001460764747819,649.6578910761241,0.22418079100486218,NA,0.7758192089951378,NA,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,45,3,ok,1608,1608,0,1015,32,0,0.029567711744238542,0.7775608833754258,0.05645439729121592,-506.67941618513487,0.18050372717255225,0.0039519725533707,0.8194962728274477,0.003951972553370698,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,45,4,ok,1608,1608,0,1015,32,0,0.025294340775385286,0.8206812877170961,0.050676175901318544,-842.494797888002,0.22871036697532426,0.02422608323386122,0.7712896330246757,0.024226083233861218,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,45,5,ok,1608,1608,0,1015,32,0,0.021199773437191916,0.8553816872487017,0.045498801104143415,-1056.4548102659714,0.21428208521227549,0.018221219716873946,0.7857179147877245,0.01822121971687395,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,45,6,ok,1608,1608,0,1015,32,0,0.01842271840729692,0.8785901128052407,0.04167855576603914,-1144.84766031824,0.22103868541386115,0.015902934786735715,0.7789613145861388,0.015902934786735715,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,45,7,ok,1608,1608,0,1015,32,0,0.01586265976745161,0.9029236677525584,0.03725934584250436,-1215.8925536007969,0.2101611963902009,0.013662687201414813,0.7898388036097991,0.013662687201414817,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,45,8,ok,1608,1608,0,1015,32,0,0.013990194161472149,0.9173853098439656,0.034363831559233116,-1201.5191787590172,0.19703089753726347,0.014984542233610591,0.8029691024627366,0.014984542233610591,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,46,2,ok,1608,1608,0,1016,32,0,0.04173034105352076,0.6804501395875084,0.06827365530298372,482.0300523939932,0.3175893387854367,NA,0.6824106612145633,NA,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,46,3,ok,1608,1608,0,1016,32,0,0.028794408690446,0.7919759300456957,0.05507268560758757,-606.5387957602065,0.21937912569523496,0.002961594975633295,0.780620874304765,0.0029615949756332917,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,46,4,ok,1608,1608,0,1016,32,0,0.024045951993113334,0.8343304229818382,0.04913590977774263,-934.9511046115688,0.24551150831295637,0.020896778582131362,0.7544884916870437,0.02089677858213137,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,46,5,ok,1608,1608,0,1016,32,0,0.02152382390196941,0.8509084734089496,0.046602093842062986,-999.919894028681,0.2515197876564087,0.017511374419138498,0.7484802123435913,0.017511374419138498,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,46,6,ok,1608,1608,0,1016,32,0,0.01894984951704094,0.8786877316145927,0.04202692400057108,-1129.8898106179283,0.25245933682851857,0.016077479217547822,0.7475406631714814,0.016077479217547826,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,46,7,ok,1608,1608,0,1016,32,0,0.016653122947666847,0.8971257247511533,0.03869235991993043,-1164.6133049226987,0.22151269960297984,0.016683399100881284,0.7784873003970202,0.016683399100881294,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,46,8,ok,1608,1608,0,1016,32,0,0.014640786882791808,0.9117190274909788,0.03583448469754155,-1157.029651811853,0.21351041332325005,0.013314310455481657,0.78648958667675,0.013314310455481657,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,47,2,ok,1608,1608,0,1011,32,0,0.0404274807927936,0.695420319309008,0.0674846082488907,407.44649088892584,0.24524894432165936,NA,0.7547510556783407,NA,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,47,3,ok,1608,1608,0,1011,32,0,0.028825955997873638,0.7867521359578453,0.05645391848588422,-506.7144490777264,0.19204538745730154,8.44370160449164e-4,0.8079546125426985,8.443701604491639e-4,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,47,4,ok,1608,1608,0,1011,32,0,0.025177883550559176,0.8176409737898751,0.05219347970316201,-748.6268165109941,0.23191047041410304,0.01718888585048186,0.7680895295858969,0.017188885850481853,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,47,5,ok,1608,1608,0,1011,32,0,0.021997104381195783,0.84845433763117994,0.047568931642712114,-949.2636407417419,0.25012237657108416,0.020455160640866693,0.7498776234289158,0.020455160640866693,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,47,6,ok,1608,1608,0,1011,32,0,0.019211585644967753,0.8693572658212998,0.04415639220278726,-1035.7504838835234,0.20828050413870736,0.015883810788392516,0.7917194958612926,0.015883810788392513,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,47,7,ok,1608,1608,0,1011,32,0,0.016874524878197787,0.8862489154474811,0.04119338980457125,-1070.4803132716324,0.2012678019190481,0.017967048781996807,0.7987321980809519,0.017967048781996803,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,47,8,ok,1608,1608,0,1011,32,0,0.015275214263608268,0.8965947967672205,0.039266406958503496,-1045.9579634398233,0.20302587936331581,0.016002986807231567,0.7969741206366842,0.016002986807231567,FALSE,NA,NA
COMPLETE,matrix_32_pos_0_1,48,2,ok,1608,1608,0,1004,32,0,0.04136213429658497,0.6874444462807696,0.06690650994326355,353.3528510997253,0.2259565275326076,NA,0.7740434724673924,NA,FALSE,NA,NA
