matrix_name,bootstrap_id,n_factors,d_det,determinant,importance,importance_rank
matrix_32_raw_0_1,1,4,9,det_06_climate_protection,0.7081711657582044,1
matrix_32_raw_0_1,1,4,9,det_28_recognition,0.7022198031837172,2
matrix_32_raw_0_1,1,4,9,det_14_environmental_concerns,0.6727318502528231,3
matrix_32_raw_0_1,1,4,9,det_03_risk_profile,0.6269304863322978,4
matrix_32_raw_0_1,1,4,9,det_31_approval,0.5893976011901556,5
matrix_32_raw_0_1,1,4,9,det_29_trends,0.5804595877741129,6
matrix_32_raw_0_1,1,4,9,det_30_authority,0.5728472727303836,7
matrix_32_raw_0_1,1,4,9,det_01_profits,0.5633303738982968,8
matrix_32_raw_0_1,1,4,9,det_24_socialising,0.5593789487546802,9
matrix_32_raw_0_1,1,4,10,det_06_climate_protection,0.7081711657582044,1
matrix_32_raw_0_1,1,4,10,det_28_recognition,0.7022198031837172,2
matrix_32_raw_0_1,1,4,10,det_14_environmental_concerns,0.6727318502528231,3
matrix_32_raw_0_1,1,4,10,det_03_risk_profile,0.6269304863322978,4
matrix_32_raw_0_1,1,4,10,det_31_approval,0.5893976011901556,5
matrix_32_raw_0_1,1,4,10,det_29_trends,0.5804595877741129,6
matrix_32_raw_0_1,1,4,10,det_30_authority,0.5728472727303836,7
matrix_32_raw_0_1,1,4,10,det_01_profits,0.5633303738982968,8
matrix_32_raw_0_1,1,4,10,det_24_socialising,0.5593789487546802,9
matrix_32_raw_0_1,1,4,10,det_02_credit_score,0.5458943914390392,10
matrix_32_raw_0_1,1,4,11,det_06_climate_protection,0.7081711657582044,1
matrix_32_raw_0_1,1,4,11,det_28_recognition,0.7022198031837172,2
matrix_32_raw_0_1,1,4,11,det_14_environmental_concerns,0.6727318502528231,3
matrix_32_raw_0_1,1,4,11,det_03_risk_profile,0.6269304863322978,4
matrix_32_raw_0_1,1,4,11,det_31_approval,0.5893976011901556,5
matrix_32_raw_0_1,1,4,11,det_29_trends,0.5804595877741129,6
matrix_32_raw_0_1,1,4,11,det_30_authority,0.5728472727303836,7
matrix_32_raw_0_1,1,4,11,det_01_profits,0.5633303738982968,8
matrix_32_raw_0_1,1,4,11,det_24_socialising,0.5593789487546802,9
matrix_32_raw_0_1,1,4,11,det_02_credit_score,0.5458943914390392,10
matrix_32_raw_0_1,1,4,11,det_23_support,0.5341365495707492,11
matrix_32_raw_0_1,1,4,12,det_06_climate_protection,0.7081711657582044,1
matrix_32_raw_0_1,1,4,12,det_28_recognition,0.7022198031837172,2
matrix_32_raw_0_1,1,4,12,det_14_environmental_concerns,0.6727318502528231,3
matrix_32_raw_0_1,1,4,12,det_03_risk_profile,0.6269304863322978,4
matrix_32_raw_0_1,1,4,12,det_31_approval,0.5893976011901556,5
matrix_32_raw_0_1,1,4,12,det_29_trends,0.5804595877741129,6
matrix_32_raw_0_1,1,4,12,det_30_authority,0.5728472727303836,7
matrix_32_raw_0_1,1,4,12,det_01_profits,0.5633303738982968,8
matrix_32_raw_0_1,1,4,12,det_24_socialising,0.5593789487546802,9
matrix_32_raw_0_1,1,4,12,det_02_credit_score,0.5458943914390392,10
matrix_32_raw_0_1,1,4,12,det_23_support,0.5341365495707492,11
matrix_32_raw_0_1,1,4,12,det_10_cost_efficiency,0.5336762558067767,12
matrix_32_raw_0_1,1,4,13,det_06_climate_protection,0.7081711657582044,1
matrix_32_raw_0_1,1,4,13,det_28_recognition,0.7022198031837172,2
matrix_32_raw_0_1,1,4,13,det_14_environmental_concerns,0.6727318502528231,3
matrix_32_raw_0_1,1,4,13,det_03_risk_profile,0.6269304863322978,4
matrix_32_raw_0_1,1,4,13,det_31_approval,0.5893976011901556,5
matrix_32_raw_0_1,1,4,13,det_29_trends,0.5804595877741129,6
matrix_32_raw_0_1,1,4,13,det_30_authority,0.5728472727303836,7
matrix_32_raw_0_1,1,4,13,det_01_profits,0.5633303738982968,8
matrix_32_raw_0_1,1,4,13,det_24_socialising,0.5593789487546802,9
matrix_32_raw_0_1,1,4,13,det_02_credit_score,0.5458943914390392,10
matrix_32_raw_0_1,1,4,13,det_23_support,0.5341365495707492,11
matrix_32_raw_0_1,1,4,13,det_10_cost_efficiency,0.5336762558067767,12
matrix_32_raw_0_1,1,4,13,det_05_frugality,0.49490387753140425,13
matrix_32_raw_0_1,1,4,14,det_06_climate_protection,0.7081711657582044,1
matrix_32_raw_0_1,1,4,14,det_28_recognition,0.7022198031837172,2
matrix_32_raw_0_1,1,4,14,det_14_environmental_concerns,0.6727318502528231,3
matrix_32_raw_0_1,1,4,14,det_03_risk_profile,0.6269304863322978,4
matrix_32_raw_0_1,1,4,14,det_31_approval,0.5893976011901556,5
matrix_32_raw_0_1,1,4,14,det_29_trends,0.5804595877741129,6
matrix_32_raw_0_1,1,4,14,det_30_authority,0.5728472727303836,7
matrix_32_raw_0_1,1,4,14,det_01_profits,0.5633303738982968,8
matrix_32_raw_0_1,1,4,14,det_24_socialising,0.5593789487546802,9
matrix_32_raw_0_1,1,4,14,det_02_credit_score,0.5458943914390392,10
matrix_32_raw_0_1,1,4,14,det_23_support,0.5341365495707492,11
matrix_32_raw_0_1,1,4,14,det_10_cost_efficiency,0.5336762558067767,12
matrix_32_raw_0_1,1,4,14,det_05_frugality,0.49490387753140425,13
matrix_32_raw_0_1,1,4,14,det_22_peer_pressure,0.4894147675022921,14
matrix_32_raw_0_1,1,4,15,det_06_climate_protection,0.7081711657582044,1
matrix_32_raw_0_1,1,4,15,det_28_recognition,0.7022198031837172,2
matrix_32_raw_0_1,1,4,15,det_14_environmental_concerns,0.6727318502528231,3
matrix_32_raw_0_1,1,4,15,det_03_risk_profile,0.6269304863322978,4
matrix_32_raw_0_1,1,4,15,det_31_approval,0.5893976011901556,5
matrix_32_raw_0_1,1,4,15,det_29_trends,0.5804595877741129,6
matrix_32_raw_0_1,1,4,15,det_30_authority,0.5728472727303836,7
matrix_32_raw_0_1,1,4,15,det_01_profits,0.5633303738982968,8
matrix_32_raw_0_1,1,4,15,det_24_socialising,0.5593789487546802,9
matrix_32_raw_0_1,1,4,15,det_02_credit_score,0.5458943914390392,10
matrix_32_raw_0_1,1,4,15,det_23_support,0.5341365495707492,11
matrix_32_raw_0_1,1,4,15,det_10_cost_efficiency,0.5336762558067767,12
matrix_32_raw_0_1,1,4,15,det_05_frugality,0.49490387753140425,13
matrix_32_raw_0_1,1,4,15,det_22_peer_pressure,0.4894147675022921,14
matrix_32_raw_0_1,1,4,15,det_27_fun,0.4536017875771848,15
matrix_32_raw_0_1,2,4,4,det_28_recognition,0.7298290585553788,1
matrix_32_raw_0_1,2,4,4,det_06_climate_protection,0.7157789809322623,2
matrix_32_raw_0_1,2,4,4,det_14_environmental_concerns,0.6537550304420785,3
matrix_32_raw_0_1,2,4,4,det_31_approval,0.6524087908865345,4
matrix_32_raw_0_1,2,4,5,det_28_recognition,0.7298290585553788,1
matrix_32_raw_0_1,2,4,5,det_06_climate_protection,0.7157789809322623,2
matrix_32_raw_0_1,2,4,5,det_14_environmental_concerns,0.6537550304420785,3
matrix_32_raw_0_1,2,4,5,det_31_approval,0.6524087908865345,4
matrix_32_raw_0_1,2,4,5,det_30_authority,0.6339401084182038,5
matrix_32_raw_0_1,2,4,6,det_28_recognition,0.7298290585553788,1
matrix_32_raw_0_1,2,4,6,det_06_climate_protection,0.7157789809322623,2
matrix_32_raw_0_1,2,4,6,det_14_environmental_concerns,0.6537550304420785,3
matrix_32_raw_0_1,2,4,6,det_31_approval,0.6524087908865345,4
matrix_32_raw_0_1,2,4,6,det_30_authority,0.6339401084182038,5
matrix_32_raw_0_1,2,4,6,det_01_profits,0.6282515163787971,6
matrix_32_raw_0_1,2,4,7,det_28_recognition,0.7298290585553788,1
matrix_32_raw_0_1,2,4,7,det_06_climate_protection,0.7157789809322623,2
matrix_32_raw_0_1,2,4,7,det_14_environmental_concerns,0.6537550304420785,3
matrix_32_raw_0_1,2,4,7,det_31_approval,0.6524087908865345,4
matrix_32_raw_0_1,2,4,7,det_30_authority,0.6339401084182038,5
matrix_32_raw_0_1,2,4,7,det_01_profits,0.6282515163787971,6
matrix_32_raw_0_1,2,4,7,det_10_cost_efficiency,0.6118157672791996,7
matrix_32_raw_0_1,2,4,8,det_28_recognition,0.7298290585553788,1
matrix_32_raw_0_1,2,4,8,det_06_climate_protection,0.7157789809322623,2
matrix_32_raw_0_1,2,4,8,det_14_environmental_concerns,0.6537550304420785,3
matrix_32_raw_0_1,2,4,8,det_31_approval,0.6524087908865345,4
matrix_32_raw_0_1,2,4,8,det_30_authority,0.6339401084182038,5
matrix_32_raw_0_1,2,4,8,det_01_profits,0.6282515163787971,6
matrix_32_raw_0_1,2,4,8,det_10_cost_efficiency,0.6118157672791996,7
matrix_32_raw_0_1,2,4,8,det_24_socialising,0.6078348469310098,8
matrix_32_raw_0_1,2,4,9,det_28_recognition,0.7298290585553788,1
matrix_32_raw_0_1,2,4,9,det_06_climate_protection,0.7157789809322623,2
matrix_32_raw_0_1,2,4,9,det_14_environmental_concerns,0.6537550304420785,3
matrix_32_raw_0_1,2,4,9,det_31_approval,0.6524087908865345,4
matrix_32_raw_0_1,2,4,9,det_30_authority,0.6339401084182038,5
matrix_32_raw_0_1,2,4,9,det_01_profits,0.6282515163787971,6
matrix_32_raw_0_1,2,4,9,det_10_cost_efficiency,0.6118157672791996,7
matrix_32_raw_0_1,2,4,9,det_24_socialising,0.6078348469310098,8
matrix_32_raw_0_1,2,4,9,det_03_risk_profile,0.5678169087615735,9
matrix_32_raw_0_1,2,4,10,det_28_recognition,0.7298290585553788,1
matrix_32_raw_0_1,2,4,10,det_06_climate_protection,0.7157789809322623,2
matrix_32_raw_0_1,2,4,10,det_14_environmental_concerns,0.6537550304420785,3
matrix_32_raw_0_1,2,4,10,det_31_approval,0.6524087908865345,4
matrix_32_raw_0_1,2,4,10,det_30_authority,0.6339401084182038,5
matrix_32_raw_0_1,2,4,10,det_01_profits,0.6282515163787971,6
matrix_32_raw_0_1,2,4,10,det_10_cost_efficiency,0.6118157672791996,7
matrix_32_raw_0_1,2,4,10,det_24_socialising,0.6078348469310098,8
matrix_32_raw_0_1,2,4,10,det_03_risk_profile,0.5678169087615735,9
matrix_32_raw_0_1,2,4,10,det_05_frugality,0.5601654956240038,10
matrix_32_raw_0_1,2,4,11,det_28_recognition,0.7298290585553788,1
matrix_32_raw_0_1,2,4,11,det_06_climate_protection,0.7157789809322623,2
matrix_32_raw_0_1,2,4,11,det_14_environmental_concerns,0.6537550304420785,3
matrix_32_raw_0_1,2,4,11,det_31_approval,0.6524087908865345,4
matrix_32_raw_0_1,2,4,11,det_30_authority,0.6339401084182038,5
matrix_32_raw_0_1,2,4,11,det_01_profits,0.6282515163787971,6
matrix_32_raw_0_1,2,4,11,det_10_cost_efficiency,0.6118157672791996,7
matrix_32_raw_0_1,2,4,11,det_24_socialising,0.6078348469310098,8
matrix_32_raw_0_1,2,4,11,det_03_risk_profile,0.5678169087615735,9
matrix_32_raw_0_1,2,4,11,det_05_frugality,0.5601654956240038,10
matrix_32_raw_0_1,2,4,11,det_29_trends,0.5416328028274463,11
matrix_32_raw_0_1,2,4,12,det_28_recognition,0.7298290585553788,1
matrix_32_raw_0_1,2,4,12,det_06_climate_protection,0.7157789809322623,2
matrix_32_raw_0_1,2,4,12,det_14_environmental_concerns,0.6537550304420785,3
matrix_32_raw_0_1,2,4,12,det_31_approval,0.6524087908865345,4
matrix_32_raw_0_1,2,4,12,det_30_authority,0.6339401084182038,5
matrix_32_raw_0_1,2,4,12,det_01_profits,0.6282515163787971,6
matrix_32_raw_0_1,2,4,12,det_10_cost_efficiency,0.6118157672791996,7
matrix_32_raw_0_1,2,4,12,det_24_socialising,0.6078348469310098,8
matrix_32_raw_0_1,2,4,12,det_03_risk_profile,0.5678169087615735,9
matrix_32_raw_0_1,2,4,12,det_05_frugality,0.5601654956240038,10
matrix_32_raw_0_1,2,4,12,det_29_trends,0.5416328028274463,11
matrix_32_raw_0_1,2,4,12,det_02_credit_score,0.5315237455086499,12
matrix_32_raw_0_1,2,4,13,det_28_recognition,0.7298290585553788,1
matrix_32_raw_0_1,2,4,13,det_06_climate_protection,0.7157789809322623,2
matrix_32_raw_0_1,2,4,13,det_14_environmental_concerns,0.6537550304420785,3
matrix_32_raw_0_1,2,4,13,det_31_approval,0.6524087908865345,4
matrix_32_raw_0_1,2,4,13,det_30_authority,0.6339401084182038,5
matrix_32_raw_0_1,2,4,13,det_01_profits,0.6282515163787971,6
matrix_32_raw_0_1,2,4,13,det_10_cost_efficiency,0.6118157672791996,7
matrix_32_raw_0_1,2,4,13,det_24_socialising,0.6078348469310098,8
matrix_32_raw_0_1,2,4,13,det_03_risk_profile,0.5678169087615735,9
matrix_32_raw_0_1,2,4,13,det_05_frugality,0.5601654956240038,10
matrix_32_raw_0_1,2,4,13,det_29_trends,0.5416328028274463,11
matrix_32_raw_0_1,2,4,13,det_02_credit_score,0.5315237455086499,12
matrix_32_raw_0_1,2,4,13,det_19_wellbeing,0.5127170655481156,13
matrix_32_raw_0_1,2,4,14,det_28_recognition,0.7298290585553788,1
matrix_32_raw_0_1,2,4,14,det_06_climate_protection,0.7157789809322623,2
matrix_32_raw_0_1,2,4,14,det_14_environmental_concerns,0.6537550304420785,3
matrix_32_raw_0_1,2,4,14,det_31_approval,0.6524087908865345,4
matrix_32_raw_0_1,2,4,14,det_30_authority,0.6339401084182038,5
matrix_32_raw_0_1,2,4,14,det_01_profits,0.6282515163787971,6
matrix_32_raw_0_1,2,4,14,det_10_cost_efficiency,0.6118157672791996,7
matrix_32_raw_0_1,2,4,14,det_24_socialising,0.6078348469310098,8
matrix_32_raw_0_1,2,4,14,det_03_risk_profile,0.5678169087615735,9
matrix_32_raw_0_1,2,4,14,det_05_frugality,0.5601654956240038,10
matrix_32_raw_0_1,2,4,14,det_29_trends,0.5416328028274463,11
matrix_32_raw_0_1,2,4,14,det_02_credit_score,0.5315237455086499,12
matrix_32_raw_0_1,2,4,14,det_19_wellbeing,0.5127170655481156,13
matrix_32_raw_0_1,2,4,14,det_20_coziness,0.49914717420429755,14
matrix_32_raw_0_1,2,4,15,det_28_recognition,0.7298290585553788,1
matrix_32_raw_0_1,2,4,15,det_06_climate_protection,0.7157789809322623,2
matrix_32_raw_0_1,2,4,15,det_14_environmental_concerns,0.6537550304420785,3
matrix_32_raw_0_1,2,4,15,det_31_approval,0.6524087908865345,4
matrix_32_raw_0_1,2,4,15,det_30_authority,0.6339401084182038,5
matrix_32_raw_0_1,2,4,15,det_01_profits,0.6282515163787971,6
matrix_32_raw_0_1,2,4,15,det_10_cost_efficiency,0.6118157672791996,7
matrix_32_raw_0_1,2,4,15,det_24_socialising,0.6078348469310098,8
matrix_32_raw_0_1,2,4,15,det_03_risk_profile,0.5678169087615735,9
matrix_32_raw_0_1,2,4,15,det_05_frugality,0.5601654956240038,10
matrix_32_raw_0_1,2,4,15,det_29_trends,0.5416328028274463,11
matrix_32_raw_0_1,2,4,15,det_02_credit_score,0.5315237455086499,12
matrix_32_raw_0_1,2,4,15,det_19_wellbeing,0.5127170655481156,13
matrix_32_raw_0_1,2,4,15,det_20_coziness,0.49914717420429755,14
matrix_32_raw_0_1,2,4,15,det_23_support,0.4786074847423337,15
matrix_32_raw_0_1,3,4,4,det_31_approval,0.7412261158795278,1
matrix_32_raw_0_1,3,4,4,det_06_climate_protection,0.7187486887249963,2
matrix_32_raw_0_1,3,4,4,det_28_recognition,0.6831733457599362,3
matrix_32_raw_0_1,3,4,4,det_14_environmental_concerns,0.6659829301182284,4
matrix_32_raw_0_1,3,4,5,det_31_approval,0.7412261158795278,1
matrix_32_raw_0_1,3,4,5,det_06_climate_protection,0.7187486887249963,2
matrix_32_raw_0_1,3,4,5,det_28_recognition,0.6831733457599362,3
matrix_32_raw_0_1,3,4,5,det_14_environmental_concerns,0.6659829301182284,4
matrix_32_raw_0_1,3,4,5,det_24_socialising,0.6177913689362936,5
matrix_32_raw_0_1,3,4,6,det_31_approval,0.7412261158795278,1
matrix_32_raw_0_1,3,4,6,det_06_climate_protection,0.7187486887249963,2
matrix_32_raw_0_1,3,4,6,det_28_recognition,0.6831733457599362,3
matrix_32_raw_0_1,3,4,6,det_14_environmental_concerns,0.6659829301182284,4
matrix_32_raw_0_1,3,4,6,det_24_socialising,0.6177913689362936,5
matrix_32_raw_0_1,3,4,6,det_10_cost_efficiency,0.5845370942792206,6
matrix_32_raw_0_1,3,4,7,det_31_approval,0.7412261158795278,1
matrix_32_raw_0_1,3,4,7,det_06_climate_protection,0.7187486887249963,2
matrix_32_raw_0_1,3,4,7,det_28_recognition,0.6831733457599362,3
matrix_32_raw_0_1,3,4,7,det_14_environmental_concerns,0.6659829301182284,4
matrix_32_raw_0_1,3,4,7,det_24_socialising,0.6177913689362936,5
matrix_32_raw_0_1,3,4,7,det_10_cost_efficiency,0.5845370942792206,6
matrix_32_raw_0_1,3,4,7,det_01_profits,0.5815308844717221,7
matrix_32_raw_0_1,3,4,8,det_31_approval,0.7412261158795278,1
matrix_32_raw_0_1,3,4,8,det_06_climate_protection,0.7187486887249963,2
matrix_32_raw_0_1,3,4,8,det_28_recognition,0.6831733457599362,3
matrix_32_raw_0_1,3,4,8,det_14_environmental_concerns,0.6659829301182284,4
matrix_32_raw_0_1,3,4,8,det_24_socialising,0.6177913689362936,5
matrix_32_raw_0_1,3,4,8,det_10_cost_efficiency,0.5845370942792206,6
matrix_32_raw_0_1,3,4,8,det_01_profits,0.5815308844717221,7
matrix_32_raw_0_1,3,4,8,det_30_authority,0.5799957185345461,8
matrix_32_raw_0_1,3,4,9,det_31_approval,0.7412261158795278,1
matrix_32_raw_0_1,3,4,9,det_06_climate_protection,0.7187486887249963,2
matrix_32_raw_0_1,3,4,9,det_28_recognition,0.6831733457599362,3
matrix_32_raw_0_1,3,4,9,det_14_environmental_concerns,0.6659829301182284,4
matrix_32_raw_0_1,3,4,9,det_24_socialising,0.6177913689362936,5
matrix_32_raw_0_1,3,4,9,det_10_cost_efficiency,0.5845370942792206,6
matrix_32_raw_0_1,3,4,9,det_01_profits,0.5815308844717221,7
matrix_32_raw_0_1,3,4,9,det_30_authority,0.5799957185345461,8
matrix_32_raw_0_1,3,4,9,det_29_trends,0.5471298635677985,9
matrix_32_raw_0_1,3,4,10,det_31_approval,0.7412261158795278,1
matrix_32_raw_0_1,3,4,10,det_06_climate_protection,0.7187486887249963,2
matrix_32_raw_0_1,3,4,10,det_28_recognition,0.6831733457599362,3
matrix_32_raw_0_1,3,4,10,det_14_environmental_concerns,0.6659829301182284,4
matrix_32_raw_0_1,3,4,10,det_24_socialising,0.6177913689362936,5
matrix_32_raw_0_1,3,4,10,det_10_cost_efficiency,0.5845370942792206,6
matrix_32_raw_0_1,3,4,10,det_01_profits,0.5815308844717221,7
matrix_32_raw_0_1,3,4,10,det_30_authority,0.5799957185345461,8
matrix_32_raw_0_1,3,4,10,det_29_trends,0.5471298635677985,9
matrix_32_raw_0_1,3,4,10,det_03_risk_profile,0.5442127289898803,10
matrix_32_raw_0_1,3,4,11,det_31_approval,0.7412261158795278,1
matrix_32_raw_0_1,3,4,11,det_06_climate_protection,0.7187486887249963,2
matrix_32_raw_0_1,3,4,11,det_28_recognition,0.6831733457599362,3
matrix_32_raw_0_1,3,4,11,det_14_environmental_concerns,0.6659829301182284,4
matrix_32_raw_0_1,3,4,11,det_24_socialising,0.6177913689362936,5
matrix_32_raw_0_1,3,4,11,det_10_cost_efficiency,0.5845370942792206,6
matrix_32_raw_0_1,3,4,11,det_01_profits,0.5815308844717221,7
matrix_32_raw_0_1,3,4,11,det_30_authority,0.5799957185345461,8
matrix_32_raw_0_1,3,4,11,det_29_trends,0.5471298635677985,9
matrix_32_raw_0_1,3,4,11,det_03_risk_profile,0.5442127289898803,10
matrix_32_raw_0_1,3,4,11,det_05_frugality,0.5340877360456494,11
matrix_32_raw_0_1,3,4,12,det_31_approval,0.7412261158795278,1
matrix_32_raw_0_1,3,4,12,det_06_climate_protection,0.7187486887249963,2
matrix_32_raw_0_1,3,4,12,det_28_recognition,0.6831733457599362,3
matrix_32_raw_0_1,3,4,12,det_14_environmental_concerns,0.6659829301182284,4
matrix_32_raw_0_1,3,4,12,det_24_socialising,0.6177913689362936,5
matrix_32_raw_0_1,3,4,12,det_10_cost_efficiency,0.5845370942792206,6
matrix_32_raw_0_1,3,4,12,det_01_profits,0.5815308844717221,7
matrix_32_raw_0_1,3,4,12,det_30_authority,0.5799957185345461,8
matrix_32_raw_0_1,3,4,12,det_29_trends,0.5471298635677985,9
matrix_32_raw_0_1,3,4,12,det_03_risk_profile,0.5442127289898803,10
matrix_32_raw_0_1,3,4,12,det_05_frugality,0.5340877360456494,11
matrix_32_raw_0_1,3,4,12,det_19_wellbeing,0.5092334405359371,12
matrix_32_raw_0_1,3,4,13,det_31_approval,0.7412261158795278,1
matrix_32_raw_0_1,3,4,13,det_06_climate_protection,0.7187486887249963,2
matrix_32_raw_0_1,3,4,13,det_28_recognition,0.6831733457599362,3
matrix_32_raw_0_1,3,4,13,det_14_environmental_concerns,0.6659829301182284,4
matrix_32_raw_0_1,3,4,13,det_24_socialising,0.6177913689362936,5
matrix_32_raw_0_1,3,4,13,det_10_cost_efficiency,0.5845370942792206,6
matrix_32_raw_0_1,3,4,13,det_01_profits,0.5815308844717221,7
matrix_32_raw_0_1,3,4,13,det_30_authority,0.5799957185345461,8
matrix_32_raw_0_1,3,4,13,det_29_trends,0.5471298635677985,9
matrix_32_raw_0_1,3,4,13,det_03_risk_profile,0.5442127289898803,10
matrix_32_raw_0_1,3,4,13,det_05_frugality,0.5340877360456494,11
matrix_32_raw_0_1,3,4,13,det_19_wellbeing,0.5092334405359371,12
matrix_32_raw_0_1,3,4,13,det_22_peer_pressure,0.5067370714080452,13
matrix_32_raw_0_1,3,4,14,det_31_approval,0.7412261158795278,1
matrix_32_raw_0_1,3,4,14,det_06_climate_protection,0.7187486887249963,2
matrix_32_raw_0_1,3,4,14,det_28_recognition,0.6831733457599362,3
matrix_32_raw_0_1,3,4,14,det_14_environmental_concerns,0.6659829301182284,4
matrix_32_raw_0_1,3,4,14,det_24_socialising,0.6177913689362936,5
matrix_32_raw_0_1,3,4,14,det_10_cost_efficiency,0.5845370942792206,6
matrix_32_raw_0_1,3,4,14,det_01_profits,0.5815308844717221,7
matrix_32_raw_0_1,3,4,14,det_30_authority,0.5799957185345461,8
matrix_32_raw_0_1,3,4,14,det_29_trends,0.5471298635677985,9
matrix_32_raw_0_1,3,4,14,det_03_risk_profile,0.5442127289898803,10
matrix_32_raw_0_1,3,4,14,det_05_frugality,0.5340877360456494,11
matrix_32_raw_0_1,3,4,14,det_19_wellbeing,0.5092334405359371,12
matrix_32_raw_0_1,3,4,14,det_22_peer_pressure,0.5067370714080452,13
matrix_32_raw_0_1,3,4,14,det_23_support,0.48281986562856516,14
matrix_32_raw_0_1,3,4,15,det_31_approval,0.7412261158795278,1
matrix_32_raw_0_1,3,4,15,det_06_climate_protection,0.7187486887249963,2
matrix_32_raw_0_1,3,4,15,det_28_recognition,0.6831733457599362,3
matrix_32_raw_0_1,3,4,15,det_14_environmental_concerns,0.6659829301182284,4
matrix_32_raw_0_1,3,4,15,det_24_socialising,0.6177913689362936,5
matrix_32_raw_0_1,3,4,15,det_10_cost_efficiency,0.5845370942792206,6
matrix_32_raw_0_1,3,4,15,det_01_profits,0.5815308844717221,7
matrix_32_raw_0_1,3,4,15,det_30_authority,0.5799957185345461,8
matrix_32_raw_0_1,3,4,15,det_29_trends,0.5471298635677985,9
matrix_32_raw_0_1,3,4,15,det_03_risk_profile,0.5442127289898803,10
matrix_32_raw_0_1,3,4,15,det_05_frugality,0.5340877360456494,11
matrix_32_raw_0_1,3,4,15,det_19_wellbeing,0.5092334405359371,12
matrix_32_raw_0_1,3,4,15,det_22_peer_pressure,0.5067370714080452,13
matrix_32_raw_0_1,3,4,15,det_23_support,0.48281986562856516,14
matrix_32_raw_0_1,3,4,15,det_20_coziness,0.47431900883347944,15
matrix_32_raw_0_1,4,4,4,det_28_recognition,0.7439831902037616,1
matrix_32_raw_0_1,4,4,4,det_06_climate_protection,0.7299046390153072,2
matrix_32_raw_0_1,4,4,4,det_14_environmental_concerns,0.683206921244391,3
matrix_32_raw_0_1,4,4,4,det_31_approval,0.6600419706541901,4
matrix_32_raw_0_1,4,4,5,det_28_recognition,0.7439831902037616,1
matrix_32_raw_0_1,4,4,5,det_06_climate_protection,0.7299046390153072,2
matrix_32_raw_0_1,4,4,5,det_14_environmental_concerns,0.683206921244391,3
matrix_32_raw_0_1,4,4,5,det_31_approval,0.6600419706541901,4
matrix_32_raw_0_1,4,4,5,det_30_authority,0.6325799987318921,5
matrix_32_raw_0_1,4,4,6,det_28_recognition,0.7439831902037616,1
matrix_32_raw_0_1,4,4,6,det_06_climate_protection,0.7299046390153072,2
matrix_32_raw_0_1,4,4,6,det_14_environmental_concerns,0.683206921244391,3
matrix_32_raw_0_1,4,4,6,det_31_approval,0.6600419706541901,4
matrix_32_raw_0_1,4,4,6,det_30_authority,0.6325799987318921,5
matrix_32_raw_0_1,4,4,6,det_24_socialising,0.6136397067402193,6
matrix_32_raw_0_1,4,4,7,det_28_recognition,0.7439831902037616,1
matrix_32_raw_0_1,4,4,7,det_06_climate_protection,0.7299046390153072,2
