matrix_name,bootstrap_id,n_factors,determinant,importance,mean_abs_loading,strongest_factor,importance_rank,above_0_20,above_0_30,above_0_40
matrix_32_raw_0_1,1,4,det_06_climate_protection,0.7081711657582044,0.19433053486344876,MR4,1,TRUE,TRUE,TRUE
matrix_32_raw_0_1,1,4,det_28_recognition,0.7022198031837172,0.2209201967389377,MR3,2,TRUE,TRUE,TRUE
matrix_32_raw_0_1,1,4,det_14_environmental_concerns,0.6727318502528231,0.19367395663315667,MR4,3,TRUE,TRUE,TRUE
matrix_32_raw_0_1,1,4,det_03_risk_profile,0.6269304863322978,0.19992165218631763,MR1,4,TRUE,TRUE,TRUE
matrix_32_raw_0_1,1,4,det_31_approval,0.5893976011901556,0.22007247168057736,MR3,5,TRUE,TRUE,TRUE
matrix_32_raw_0_1,1,4,det_29_trends,0.5804595877741129,0.17322138686827313,MR3,6,TRUE,TRUE,TRUE
matrix_32_raw_0_1,1,4,det_30_authority,0.5728472727303836,0.1988326794120819,MR3,7,TRUE,TRUE,TRUE
matrix_32_raw_0_1,1,4,det_01_profits,0.5633303738982968,0.23598247629968977,MR1,8,TRUE,TRUE,TRUE
matrix_32_raw_0_1,1,4,det_24_socialising,0.5593789487546802,0.23814675626082601,MR3,9,TRUE,TRUE,TRUE
matrix_32_raw_0_1,1,4,det_02_credit_score,0.5458943914390392,0.16283882589696358,MR1,10,TRUE,TRUE,TRUE
matrix_32_raw_0_1,1,4,det_23_support,0.5341365495707492,0.21950167387075675,MR4,11,TRUE,TRUE,TRUE
matrix_32_raw_0_1,1,4,det_10_cost_efficiency,0.5336762558067767,0.19041496630093654,MR1,12,TRUE,TRUE,TRUE
matrix_32_raw_0_1,1,4,det_05_frugality,0.49490387753140425,0.17900443852529344,MR1,13,TRUE,TRUE,TRUE
matrix_32_raw_0_1,1,4,det_22_peer_pressure,0.4894147675022921,0.22139433861851812,MR3,14,TRUE,TRUE,TRUE
matrix_32_raw_0_1,1,4,det_27_fun,0.4536017875771848,0.2847881817496962,MR2,15,TRUE,TRUE,TRUE
matrix_32_raw_0_1,1,4,det_18_autonomy,0.42083370203958315,0.16486169008330973,MR2,16,TRUE,TRUE,TRUE
matrix_32_raw_0_1,1,4,det_20_coziness,0.41759710391661836,0.20018611815795725,MR2,17,TRUE,TRUE,TRUE
matrix_32_raw_0_1,1,4,det_04_added_value,0.3783924095366251,0.15067434845887562,MR4,18,TRUE,TRUE,FALSE
matrix_32_raw_0_1,1,4,det_26_novelty,0.3772954589481472,0.18313690689431772,MR3,19,TRUE,TRUE,FALSE
matrix_32_raw_0_1,1,4,det_15_self_satisfaction,0.3653178430031131,0.16202938116461674,MR2,20,TRUE,TRUE,FALSE
matrix_32_raw_0_1,1,4,det_19_wellbeing,0.3636226142685481,0.17915445074288508,MR2,21,TRUE,TRUE,FALSE
matrix_32_raw_0_1,1,4,det_16_commitment,0.3490071599908025,0.16042363787047098,MR2,22,TRUE,TRUE,FALSE
matrix_32_raw_0_1,1,4,det_25_agreement,0.33180415244241,0.21803900199607448,MR4,23,TRUE,TRUE,FALSE
matrix_32_raw_0_1,1,4,det_07_legal,0.3256512517220974,0.22071244214772615,MR1,24,TRUE,TRUE,FALSE
matrix_32_raw_0_1,1,4,det_13_technical_fit,0.28672322612110035,0.20697337454267384,MR2,25,TRUE,FALSE,FALSE
matrix_32_raw_0_1,1,4,det_17_adherence,0.2829003239979805,0.20061413863381244,MR2,26,TRUE,FALSE,FALSE
matrix_32_raw_0_1,1,4,det_09_safety,0.2747162740747515,0.21351246609047064,MR1,27,TRUE,FALSE,FALSE
matrix_32_raw_0_1,1,4,det_32_own_significance,0.2739954238499193,0.23274378815344798,MR2,28,TRUE,FALSE,FALSE
matrix_32_raw_0_1,1,4,det_21_rights_and_duties,0.2703292843564968,0.1752103689036666,MR4,29,TRUE,FALSE,FALSE
matrix_32_raw_0_1,1,4,det_12_own_competence,0.2632102974122235,0.1434648759225913,MR1,30,TRUE,FALSE,FALSE
matrix_32_raw_0_1,1,4,det_08_trust,0.26201969029816735,0.19852396096731972,MR4,31,TRUE,FALSE,FALSE
matrix_32_raw_0_1,1,4,det_11_knowledge,0.25215127314958213,0.22354644819296465,MR2,32,TRUE,FALSE,FALSE
matrix_32_raw_0_1,2,4,det_28_recognition,0.7298290585553788,0.21565642546627076,MR4,1,TRUE,TRUE,TRUE
matrix_32_raw_0_1,2,4,det_06_climate_protection,0.7157789809322623,0.20394449542969992,MR3,2,TRUE,TRUE,TRUE
matrix_32_raw_0_1,2,4,det_14_environmental_concerns,0.6537550304420785,0.18867616525794562,MR3,3,TRUE,TRUE,TRUE
