"D","n_patterns_covered","freq_covered","pct_covered"
0,1,245367,30.670875
1,9,342622,42.82775
2,25,463127,57.890875
3,53,582508,72.8135
4,82,679889,84.986125
5,107,710461,88.807625
6,123,718670,89.83375
7,133,730594,91.32425
8,138,760650,95.08125
9,139,800000,100
10,139,800000,100
11,139,800000,100
12,139,800000,100
13,139,800000,100
14,139,800000,100
15,139,800000,100
16,139,800000,100
17,139,800000,100
18,139,800000,100
19,139,800000,100
20,139,800000,100
