"cluster","Early.Adopter","Uninterested","Homo.Economicus","Fearful","Stubborn","Influencer","Careful"
"cluster_1",0,0,0,0,0,0,0
"cluster_2",33.3333333333333,0,0,0,0,16.6666666666667,0
"cluster_3",12.5,60,20,42.8571428571429,33.3333333333333,14.2857142857143,42.8571428571429
"cluster_4",16.6666666666667,0,0,0,0,20,0
"cluster_5",25,50,16.6666666666667,37.5,28.5714285714286,28.5714285714286,37.5
"cluster_6",11.1111111111111,80,40,57.1428571428571,50,12.5,57.1428571428571
