"cluster","n_patterns","pct_total_patterns","pct_rest_patterns"
"1",1,1.47058823529412,100
"2",1,1.47058823529412,98.5294117647059
"3",1,1.47058823529412,97.0588235294118
"4",1,1.47058823529412,95.5882352941177
"Restantes",64,94.1176470588235,0
