"D","n_patterns_covered","freq_covered","pct_covered"
0,0,0,0
1,0,0,0
2,2,7,0.000875
3,11,24,0.003
4,26,55,0.006875
5,49,167,0.020875
6,81,263,0.032875
7,141,464,0.058
8,222,677,0.084625
9,322,1097,0.137125
10,458,1870,0.23375
11,639,3629,0.453625
12,931,7250,0.90625
13,1217,12614,1.57675
14,2029,21721,2.715125
15,2406,34960,4.37
16,11997,766696,95.837
17,12002,766708,95.8385
18,18674,800000,100
19,18674,800000,100
20,18674,800000,100
