"D","n_patterns_covered","freq_covered","pct_covered"
0,0,0,0
1,0,0,0
2,0,0,0
3,1,1,0.000125
4,2,6,0.00075
5,7,15,0.001875
6,14,26,0.00325
7,28,48,0.006
8,54,106,0.01325
9,123,356,0.0445
10,236,657,0.082125
11,390,1300,0.1625
12,793,3125,0.390625
13,1075,6797,0.849625
14,5867,260468,32.5585
15,6242,271296,33.912
16,14460,742590,92.82375
17,14601,748289,93.536125
18,18302,798670,99.83375
19,18302,798670,99.83375
20,18674,800000,100
