"cluster","best_match","pct_match","active_determinants","n_active_dets"
"cluster_1","Uninterested",60,"COMPETENCE; AUTONOMY; PHYSICALNESS",3
"cluster_2","Homo.Economicus",100,"FINANCIAL; SECURITY; COMPETENCE",3
"cluster_3","Stubborn",33.3333333333333,"FINANCIAL; AUTONOMY; STIMULATION",3
"cluster_4",NA,NA,"",0
"cluster_5","Careful",25,"SECURITY; AUTONOMY; POPULARITY",3
"cluster_6","Fearful",25,"SECURITY; PHYSICALNESS; STIMULATION",3
"cluster_7","Influencer",33.3333333333333,"FINANCIAL; PHYSICALNESS; POPULARITY",3
"cluster_8","Early.Adopter",50,"STIMULATION; POPULARITY; MEANING",3
