"cluster","n_active_dets","active_determinants"
"cluster_1",0,""
"cluster_2",5,"SOCIALISING; RECOGNITION; TRENDS; AUTHORITY; OWN SIGNIFICANCE"
"cluster_3",15,"CREDIT SCORE; RISK PROFILE; LEGAL; TRUST; SAFETY; COST EFFICIENCY; KNOWLEDGE; OWN COMPETENCE; TECHNICAL FIT; SELF SATISFACTION; COMMITMENT; ADHERENCE; WELLBEING; RECOGNITION; OWN SIGNIFICANCE"
"cluster_4",15,"PROFITS; CREDIT SCORE; RISK PROFILE; SAFETY; COST EFFICIENCY; KNOWLEDGE; OWN COMPETENCE; TECHNICAL FIT; SELF SATISFACTION; COMMITMENT; ADHERENCE; AUTARKY; WELLBEING; COZINESS; OWN SIGNIFICANCE"
