"cluster","best_match","pct_match","active_determinants","n_active_dets"
"cluster_1","Homo.Economicus",0,"",0
"cluster_2","Stubborn",66.6666666666667,"COMPETENCE; AUTONOMY; PHYSICALNESS",3
"cluster_3","Uninterested",55.5555555555556,"FINANCIAL; SECURITY; COMPETENCE; AUTONOMY; PHYSICALNESS; RELATEDNESS; STIMULATION; POPULARITY; MEANING",9
"cluster_4","Early.Adopter",75,"COMPETENCE; STIMULATION; POPULARITY",3
