"D","assigned_pct","unassigned_pct"
0,0.0214201563671415,99.9785798436329
1,0.128520938202849,99.8714790617971
2,2.58112884224055,97.4188711577595
3,3.74852736424976,96.2514726357502
4,23.8727642711792,76.1272357288208
5,25.7684481096712,74.2315518903288
6,69.7226089750455,30.2773910249545
7,70.9221377316054,29.0778622683946
8,84.9630502302667,15.0369497697333
9,85.7823712113098,14.2176287886902
10,95.0465888400985,4.95341115990147
11,95.6784834529292,4.32151654707079
12,98.3345828424548,1.66541715754525
13,98.7255006961551,1.27449930384492
14,99.7911534754204,0.208846524579629
15,99.8339937881547,0.166006211845346
16,100,0
17,100,0
18,100,0
19,100,0
20,100,0
