"cluster","best_match","pct_match"
"1","Fearful",60
"2","Careful",58.8235294117647
"3","Influencer",5.88235294117647
"4","Stubborn",20
"5","Activist",42.8571428571429
"6","Homo Economicus",41.1764705882353
"7","Early Adopter",31.25
"8","Uninterested",17.6470588235294
