"cluster","n_archetypes","pct_total_arch","pct_rest_arch"
"1",2222,11.8468756664534,100
"2",1726,9.20238856899126,88.1531243335466
"3",372,1.98336532309661,78.9507357645553
"4",175,0.933034762209426,76.9673704414587
"5",452,2.40989550010663,76.0343356792493
"6",831,4.43058221369162,73.6244401791427
"7",1167,6.22200895713372,69.1938579654511
"8",36,0.191938579654511,62.9718490083173
"Restantes",11775,62.7799104286628,0
