"cluster","best_match","pct_match"
"1","Stubborn",70.5882352941177
"2","Fearful",61.1111111111111
"3","8",45
"4","Homo.Economicus",45
"5","Careful",70.5882352941177
"6","Uninterested",27.2727272727273
"7","Early.Adopter",38.0952380952381
"8","Influencer",27.2727272727273
