"cluster","best_match","pct_match"
"1","Uninterested",37.5
"2","Careful",70.5882352941177
"3","Stubborn",50
"4","Fearful",64.7058823529412
"5","Homo Economicus",47.0588235294118
"6",NA,NA
"7","Influencer",9.09090909090909
"8","Early Adopter",22.2222222222222
