"D","n_patterns_covered","freq_covered","pct_covered"
0,0,0,0
1,0,0,0
2,0,0,0
3,4,11,0.001375
4,34,258,0.03225
5,174,3410,0.42625
6,584,28177,3.522125
7,1393,69466,8.68325
8,3177,115421,14.427625
9,4923,251379,31.422375
10,9769,395442,49.43025
11,11894,430772,53.8465
12,19529,575313,71.914125
13,21463,632751,79.093875
14,27577,742861,92.857625
15,28662,782513,97.814125
16,30939,796835,99.604375
17,31202,798774,99.84675
18,31686,799794,99.97425
19,31720,799842,99.98025
20,31825,799992,99.999
