"cluster","Early Adopter","Uninterested","Homo Economicus","Fearful","Stubborn","Influencer","Careful","Activist"
"cluster_1",23.5294117647059,17.6470588235294,41.1764705882353,60,20,5.88235294117647,68.75,40
"cluster_2",16.6666666666667,5.26315789473684,14.2857142857143,14.2857142857143,12.5,12.5,35,16.6666666666667
"cluster_3",23.5294117647059,5.26315789473684,20,14.2857142857143,5.88235294117647,0,28.5714285714286,16.6666666666667
