Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,Custom study tncs accepted at
63d3d21b41c35ec1a00fbb83,5a874306f49c9a0001f39714,APPROVED,2023-01-27T13:31:41.982000Z,2023-01-27T14:50:41.829000Z,2023-01-30T15:52:04.788000Z,2023-01-27T14:50:42.232785Z,4740.0,CYDMOCQ1,390,35,Female,White,Mexico,Mexico,Mexico,Spanish,No,Full-Time,
63d3d2318344cc53b4fe32ef,5b8c8e7d0c740e00019d55c3,APPROVED,2023-01-27T13:31:34.233000Z,2023-01-27T13:59:44.344000Z,2023-01-30T15:51:05.394000Z,2023-01-27T13:59:44.771838Z,1691.0,CYDMOCQ1,1153,37,Male,Mixed,Mexico,Mexico,Mexico,Spanish,DATA_EXPIRED,DATA_EXPIRED,
63d3d2a65e07b54e5aed3a70,613b58efbb6b17d24f3dbfc4,APPROVED,2023-01-27T13:33:26.326000Z,2023-01-27T13:55:30.461000Z,2023-01-30T15:51:05.605000Z,2023-01-27T13:55:30.992914Z,1325.0,CYDMOCQ1,35,49,Male,Mixed,Mexico,Mexico,Mexico,Spanish,DATA_EXPIRED,Part-Time,
63d3d2d50ba37bc727b0d362,5f0e36442e2fa1158ab8d106,APPROVED,2023-01-27T13:34:13.046000Z,2023-01-27T14:45:38.054000Z,2023-01-30T15:51:05.785000Z,2023-01-27T14:45:38.462900Z,4286.0,5f0e36442e2fa1158ab8d106,23,57,Male,Other,Mexico,Mexico,Mexico,Spanish,No,Full-Time,
63d3d33fd6cf1185d411bea7,616f6ed2ead3bb59cd1397ac,APPROVED,2023-01-27T13:36:06.010000Z,2023-01-27T14:20:01.217000Z,2023-01-30T15:52:05.009000Z,2023-01-27T14:20:01.684543Z,2636.0,CYDMOCQ1,186,23,Female,Other,Mexico,Mexico,Mexico,Spanish,Yes,Other,
63d3d35b63aff1bf56c7c898,613e79bab4ffe7389bb2a20c,APPROVED,2023-01-27T13:36:40.159000Z,2023-01-27T14:16:32.153000Z,2023-01-30T15:52:05.221000Z,2023-01-27T14:16:32.848474Z,2392.0,CYDMOCQ1,51,21,Female,Mixed,Mexico,Mexico,Mexico,Spanish,Yes,Part-Time,
63d3d398a2757ebaa4770cb4,5ddf40e651db1cec107473fd,APPROVED,2023-01-27T13:37:41.189000Z,2023-01-27T14:16:44.393000Z,2023-01-30T15:52:05.424000Z,2023-01-27T14:16:44.759506Z,2344.0,CYDMOCQ1,67,31,Female,Other,Mexico,Mexico,Mexico,Spanish,No,Unemployed (and job seeking),
63d3d4c86206f7b67d9e0a09,613a9ff128ea0b646c09417c,APPROVED,2023-01-27T13:43:07.943000Z,2023-01-27T14:38:32.031000Z,2023-01-30T15:51:05.958000Z,2023-01-27T14:38:33.901463Z,3325.0,CYDMOCQ1,60,26,Male,Other,Mexico,Mexico,Mexico,Spanish,DATA_EXPIRED,DATA_EXPIRED,
63d3d5050d1c1d27f12ce5fc,5f24891abbc6190706421642,APPROVED,2023-01-27T13:43:33.199000Z,2023-01-27T14:10:36.161000Z,2023-01-30T15:51:06.142000Z,2023-01-27T14:10:36.565584Z,1623.0,CYDMOCQ1,1109,33,Male,White,United States,Mexico,United States,English,DATA_EXPIRED,DATA_EXPIRED,
63d3d509c6d8de21ddc745b6,5f2f46b2c1cba4190424f343,APPROVED,2023-01-27T13:43:37.815000Z,2023-01-27T14:41:12.499000Z,2023-01-30T15:51:06.344000Z,2023-01-27T14:41:14.586411Z,3455.0,CYDMOCQ1,324,21,Male,Mixed,Mexico,Mexico,Mexico,Spanish,No,Full-Time,
63d3d560a2566b65ee2087b4,613a4cae09206ef2b68f9bb3,APPROVED,2023-01-27T13:51:45.188000Z,2023-01-27T14:25:59.630000Z,2023-01-30T15:52:05.637000Z,2023-01-27T14:25:59.985461Z,2055.0,CYDMOCQ1,53,27,Female,Mixed,Mexico,Mexico,Mexico,Spanish,No,Full-Time,
63d3d58ee4f82a8ea9fe330f,5f3b1f2078bf3c22f24a262c,APPROVED,2023-01-27T13:45:54.336000Z,2023-01-27T14:01:19.714000Z,2023-01-30T15:51:06.529000Z,2023-01-27T14:01:20.103939Z,926.0,CYDMOCQ1,338,34,Male,Mixed,Chile,Chile,Chile,Spanish,No,Full-Time,
63d3d5bd6e44d8a0c0cfa2e7,5e5d0f450bf1dd01800ab7c4,APPROVED,2023-01-27T13:46:37.930000Z,2023-01-27T14:21:16.858000Z,2023-01-30T15:52:05.842000Z,2023-01-27T14:21:17.324328Z,2079.0,CYDMOCQ1,77,22,Female,White,Mexico,Mexico,Mexico,Spanish,Yes,Other,
63d3d5cd419d9e8a8c9202a6,60f49505c949c2feff3db2d7,APPROVED,2023-01-27T13:46:53.819000Z,2023-01-27T14:16:24.226000Z,2023-01-30T15:52:06.051000Z,2023-01-27T14:16:24.665962Z,1771.0,CYDMOCQ1,79,20,Female,Other,Mexico,Mexico,Mexico,Spanish,Yes,DATA_EXPIRED,
63d3d5d3e8234f77c0770cce,5f3016ae45eb230b9c9e66c6,APPROVED,2023-01-27T13:47:17.299000Z,2023-01-27T14:43:35.694000Z,2023-01-30T15:52:06.263000Z,2023-01-27T14:43:36.011368Z,3379.0,CYDMOCQ1,204,25,Female,Mixed,Mexico,Mexico,Mexico,Spanish,No,Due to start a new job within the next month,
63d3d5f2e193953465fe32fd,613a8cbb6c44fc553001c364,APPROVED,2023-01-27T13:47:34.620000Z,2023-01-27T14:05:06.803000Z,2023-01-30T15:52:06.490000Z,2023-01-27T14:05:07.459513Z,1053.0,CYDMOCQ1,212,29,Female,Other,Mexico,Mexico,Mexico,Spanish,Yes,Full-Time,
63d3d5fc7f289fc1ad4e2ef7,5f2e09dd8b86e315a3525087,APPROVED,2023-01-27T13:47:46.517000Z,2023-01-27T14:13:51.706000Z,2023-01-30T15:52:06.714000Z,2023-01-27T14:13:52.212193Z,1566.0,CYDMOCQ1,125,25,Female,Mixed,Mexico,Mexico,Mexico,Spanish,No,Unemployed (and job seeking),
63d3d5fd8541c0cb6d79490d,5ca52f11cc8b7e0016b86c05,APPROVED,2023-01-27T13:47:49.152000Z,2023-01-27T14:25:19.416000Z,2023-01-30T15:52:06.930000Z,2023-01-27T14:25:19.770603Z,2251.0,CYDMOCQ1,210,26,Female,Other,Mexico,Mexico,Mexico,Spanish,No,Full-Time,
63d3d5fe79cf62b2c5f301ff,60d22bc88de159abc53b09ed,APPROVED,2023-01-27T13:48:18.675000Z,2023-01-27T14:30:35.241000Z,2023-01-30T15:52:07.114000Z,2023-01-27T14:30:35.726450Z,2537.0,NOCODE,146,23,Female,Mixed,Mexico,Mexico,Mexico,Spanish,DATA_EXPIRED,Unemployed (and job seeking),
63d3d61943971ff1a5f3022a,5adf7fbc09eae200011305a5,APPROVED,2023-01-27T13:48:25.720000Z,2023-01-27T14:04:48.184000Z,2023-01-30T15:52:07.288000Z,2023-01-27T14:04:48.613136Z,983.0,CYDMOCQ1,568,52,Female,Mixed,Mexico,Mexico,Mexico,Spanish,DATA_EXPIRED,DATA_EXPIRED,
63d3d628e4505b318e329c2a,61230876ad65890ff8619511,APPROVED,2023-01-27T13:48:24.333000Z,2023-01-27T14:21:18.044000Z,2023-01-30T15:51:06.705000Z,2023-01-27T14:21:18.494114Z,1974.0,CYDMOCQ1,136,37,Male,Mixed,Mexico,Mexico,Mexico,Spanish,Yes,Full-Time,
63d3d680b2cb883734b282ed,5c77a6b12819ab0016b94d47,APPROVED,2023-01-27T13:50:04.807000Z,2023-01-27T14:26:32.969000Z,2023-01-30T15:51:06.887000Z,2023-01-27T14:26:33.499199Z,2189.0,CYDMOCQ1,141,31,Male,Other,Mexico,Mexico,Mexico,Spanish,No,Full-Time,
63d3d6b25122f9f3c93409bd,5b7c3611b22fe60001df1efd,APPROVED,2023-01-27T13:50:42.305000Z,2023-01-27T14:46:09.705000Z,2023-01-30T15:51:07.066000Z,2023-01-27T14:46:10.069100Z,3328.0,CYDMOCQ1,221,31,Male,White,Mexico,Mexico,Mexico,Spanish,DATA_EXPIRED,DATA_EXPIRED,
63d3d6c36f63f3841b2087a2,5eb3a51f58efe718f5cffdb4,APPROVED,2023-01-27T13:51:03.046000Z,2023-01-27T14:19:05.125000Z,2023-01-30T15:51:07.246000Z,2023-01-27T14:19:05.620618Z,1683.0,CYDMOCQ1,421,30,Male,White,Chile,Chile,Chile,Spanish,No,Unemployed (and job seeking),
63d3d76f86a812f629770caa,60fe3e26a879a19576567a34,APPROVED,2023-01-27T13:54:03.236000Z,2023-01-27T14:27:48.568000Z,2023-01-30T15:51:07.421000Z,2023-01-27T14:27:49.116947Z,2026.0,CYDMOCQ1,91,22,Male,Mixed,Mexico,Mexico,Mexico,Spanish,Yes,Unemployed (and job seeking),
63d3d7d482366347415618b3,613b8c9719c838f7c5e7297c,APPROVED,2023-01-27T13:55:32.869000Z,2023-01-27T14:37:27.910000Z,2023-01-30T15:52:07.462000Z,2023-01-27T14:37:28.238500Z,2516.0,CYDMOCQ1,194,22,Female,Other,Mexico,Mexico,Mexico,Spanish,Yes,Other,
63d3d7fcaa2057c27f81b131,5de94261c4afac000b9bb599,APPROVED,2023-01-27T13:56:12.427000Z,2023-01-27T14:15:41.933000Z,2023-01-30T15:52:07.635000Z,2023-01-27T14:15:42.388111Z,1170.0,CYDMOCQ1,140,28,Female,Mixed,Chile,Chile,Chile,Spanish,No,Part-Time,
63d3d80e831b55151dfe84ee,608a0607dcbe1181d545c5d2,APPROVED,2023-01-27T13:56:32.918000Z,2023-01-27T14:21:45.359000Z,2023-01-30T15:51:07.608000Z,2023-01-27T14:21:45.732181Z,1513.0,CYDMOCQ1,91,23,Male,Other,Chile,Chile,Chile,Spanish,Yes,Unemployed (and job seeking),
63d3d81ee32133a30a1e5ec2,5b27c8c9051c6e00019d0c96,APPROVED,2023-01-27T13:56:46.711000Z,2023-01-27T14:36:55.898000Z,2023-01-30T15:51:07.792000Z,2023-01-27T14:36:56.289524Z,2410.0,CYDMOCQ1,341,54,Male,Mixed,"Venezuela, Bolivarian Republic of",Chile,"Venezuela, Bolivarian Republic of",Spanish,No,DATA_EXPIRED,
63d3d82af8ffd7d76cf301f0,60d8cdd710e344ca903e134d,APPROVED,2023-01-27T13:57:04.518000Z,2023-01-27T14:22:15.186000Z,2023-01-30T15:52:07.838000Z,2023-01-27T14:22:15.545056Z,1511.0,CYDMOCQ1,83,45,Female,Other,Chile,Chile,Chile,Spanish,Yes,Part-Time,
63d3d87ef403c2d0ad81b12e,613ad069b7f1de6a11fbf6b5,APPROVED,2023-01-27T13:58:28.528000Z,2023-01-27T14:19:06.906000Z,2023-01-30T15:52:08.032000Z,2023-01-27T14:19:07.804831Z,1239.0,CYDMOCQ1,118,24,Female,White,Mexico,Mexico,Mexico,Spanish,Yes,Unemployed (and job seeking),
63d3d88c1ccbf8287f340991,5ec6a814c615390ad63cbf1f,APPROVED,2023-01-27T13:58:36.074000Z,2023-01-27T14:49:57.274000Z,2023-01-30T15:51:07.974000Z,2023-01-27T14:49:57.606963Z,3082.0,CYDMOCQ1,411,27,Male,Mixed,Mexico,Mexico,Mexico,Spanish,No,Full-Time,
63d3d8963a4b18b7c381b117,5f4c1b5626199983e1285d83,APPROVED,2023-01-27T13:58:50.087000Z,2023-01-27T14:19:06.136000Z,2023-01-30T15:52:08.237000Z,2023-01-27T14:19:06.480749Z,1217.0,CYDMOCQ1,287,22,Female,Other,Mexico,Mexico,Mexico,Spanish,Yes,Unemployed (and job seeking),
63d3d89ae34e0fa1b0f001fb,5c73477642a5070001a2f940,APPROVED,2023-01-27T13:58:53.818000Z,2023-01-27T14:22:58.103000Z,2023-01-30T15:52:08.426000Z,2023-01-27T14:22:58.555749Z,1445.0,CYDMOCQ1,431,46,Female,Mixed,Mexico,Mexico,Mexico,Spanish,No,Part-Time,
63d3d905e32133a30a1e5ed4,5b477fdb56e0140001ac7720,APPROVED,2023-01-27T14:00:37.805000Z,2023-01-27T14:20:59.854000Z,2023-01-30T15:51:08.156000Z,2023-01-27T14:21:00.342418Z,1223.0,CYDMOCQ1,472,49,Male,Mixed,Mexico,Mexico,Mexico,Spanish,DATA_EXPIRED,DATA_EXPIRED,
63d3d9087fe18fc8c8a65307,5e506fd5b8c9ad0c7435c7f7,APPROVED,2023-01-27T14:00:40.252000Z,2023-01-27T14:55:58.082000Z,2023-01-30T15:52:08.605000Z,2023-01-27T14:55:58.855185Z,3318.0,CYDMOCQ1,106,31,Female,Other,Mexico,Mexico,Mexico,Spanish,No,Full-Time,
63d3d90ce7a5a55aff1e5f24,5fea9e84e6b281ae226e5cf0,APPROVED,2023-01-27T14:00:47.361000Z,2023-01-27T14:34:07.673000Z,2023-01-30T15:52:08.784000Z,2023-01-27T14:34:08.024600Z,2001.0,CYDMOCQ1,192,25,Female,Mixed,Chile,Chile,Chile,Spanish,No,Part-Time,
63d3d919ea383ea36bd1f16d,6140d774f8f9b0dcefc6b70d,APPROVED,2023-01-27T14:01:34.811000Z,2023-01-27T14:41:30.235000Z,2023-01-30T15:51:08.340000Z,2023-01-27T14:41:30.951877Z,2396.0,CYDMOCQ1,112,29,Male,Mixed,Mexico,Mexico,Mexico,Spanish,No,Full-Time,
63d3d9f4445e6af07ea28a0e,5d1d688e63a46c00157b4506,APPROVED,2023-01-27T14:04:36.977000Z,2023-01-27T15:55:17.004000Z,2023-01-30T15:51:08.527000Z,2023-01-27T15:55:17.391724Z,6641.0,CYDMOCQ1,17,24,Male,White,Chile,Chile,Chile,Spanish,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)",
63d3d9f4cbb770692cf3020d,614254caca61eb2f1ee5df31,APPROVED,2023-01-27T14:04:52.383000Z,2023-01-27T14:24:49.614000Z,2023-01-30T15:52:08.966000Z,2023-01-27T14:24:50.110886Z,1198.0,CYDMOCQ1,141,31,Female,Mixed,Mexico,Mexico,Mexico,Spanish,No,Full-Time,
63d3da31129a2777a50fbbc4,5ec5a55832a7515e8324a8a8,APPROVED,2023-01-27T14:05:51.366000Z,2023-01-27T14:32:59.794000Z,2023-01-30T15:51:08.728000Z,2023-01-27T14:33:00.186768Z,1629.0,CYDMOCQ1,438,29,Male,Mixed,Mexico,Mexico,Mexico,Spanish,Yes,Unemployed (and job seeking),
63d3da52142ad8864df001cb,5c90617326e3ed00019896a5,APPROVED,2023-01-27T14:08:05.580000Z,2023-01-27T14:31:23.431000Z,2023-01-30T15:51:08.920000Z,2023-01-27T14:31:25.050860Z,1398.0,CYDMOCQ1,217,28,Male,White,Mexico,Mexico,Mexico,Spanish,Yes,Full-Time,
63d3da73448ab9aee0fe852d,613b7b74f40bbe72dee491b5,APPROVED,2023-01-27T14:06:45.815000Z,2023-01-27T14:24:20.578000Z,2023-01-30T15:52:09.428000Z,2023-01-27T14:24:20.940988Z,1055.0,CYDMOCQ1,66,24,Female,Mixed,Mexico,Mexico,Mexico,Spanish,Yes,Unemployed (and job seeking),
63d3da8752e8081cf333f4fb,5f8dc5a637ef2911ed0450c0,APPROVED,2023-01-27T14:07:03.584000Z,2023-01-27T14:30:25.214000Z,2023-01-30T15:51:09.097000Z,2023-01-27T14:30:25.677844Z,1402.0,CYDMOCQ1,196,21,Male,DATA_EXPIRED,Chile,Chile,Chile,Spanish,DATA_EXPIRED,DATA_EXPIRED,
63d3da8f9d7238aa6681b103,6175a21c9a0b946e86e8792d,APPROVED,2023-01-27T14:07:15.746000Z,2023-01-27T14:31:21.349000Z,2023-01-30T15:52:09.612000Z,2023-01-27T14:31:21.832162Z,1446.0,CYDMOCQ1,82,22,Female,Mixed,Mexico,Mexico,Mexico,Spanish,Yes,Full-Time,
63d3db12784e0540aa79493c,5f55136768e37c8a6616bb09,APPROVED,2023-01-27T14:09:22.541000Z,2023-01-27T14:58:16.856000Z,2023-01-30T15:52:09.803000Z,2023-01-27T14:58:17.266744Z,2935.0,CYDMOCQ1,108,24,Female,Other,Mexico,Mexico,Mexico,Spanish,Yes,Full-Time,
63d3db431d886ba60e9e099c,613a6acaa0d3d3c54b091e92,APPROVED,2023-01-27T14:17:10.843000Z,2023-01-27T15:13:57.080000Z,2023-01-30T15:52:09.989000Z,2023-01-27T15:14:05.849370Z,3407.0,CYDMOCQ1,226,27,Female,Mixed,Mexico,Mexico,Mexico,Spanish,No,Full-Time,
63d3db47483d8d6b07ef6bd6,6151cfe3ba49dd3ad62708ee,APPROVED,2023-01-27T14:10:15.712000Z,2023-01-27T14:25:19.439000Z,2023-01-30T15:51:09.290000Z,2023-01-27T14:25:20.029680Z,904.0,CYDMOCQ1,252,36,Male,Mixed,Mexico,Mexico,Mexico,Spanish,DATA_EXPIRED,DATA_EXPIRED,
63d3db73a8ef1211604e2ef2,6043f909d14273455e5e7436,APPROVED,2023-01-27T14:10:59.568000Z,2023-01-27T14:35:45.858000Z,2023-01-30T15:52:10.171000Z,2023-01-27T14:35:46.265192Z,1487.0,CYDMOCQ1,159,22,Female,Mixed,Mexico,Mexico,Mexico,Spanish,DATA_EXPIRED,DATA_EXPIRED,
63d3db78694cfe27049e09f8,61072008afab8ff879523854,APPROVED,2023-01-27T14:13:07.465000Z,2023-01-27T14:34:58.188000Z,2023-01-30T15:52:10.363000Z,2023-01-27T14:34:59.154872Z,1311.0,CYDMOCQ1,75,24,Female,Other,Mexico,Mexico,Mexico,Spanish,No,Unemployed (and job seeking),
63d3db836dc25c33f1ef6b4a,5c644e502b97df0001f3d00d,APPROVED,2023-01-27T14:11:15.255000Z,2023-01-27T14:29:56.532000Z,2023-01-30T15:51:09.471000Z,2023-01-27T14:29:56.927050Z,1122.0,CYDMOCQ1,394,28,Male,Other,Chile,Chile,Chile,Spanish,No,Unemployed (and job seeking),
63d3dba0fd40fab725fdf087,61400425790ab5dbef568393,APPROVED,2023-01-27T14:11:44.298000Z,2023-01-27T15:35:31.599000Z,2023-01-30T15:52:10.546000Z,2023-01-27T15:35:31.981886Z,5028.0,CYDMOCQ1,277,28,Female,White,Mexico,Mexico,Mexico,Spanish,DATA_EXPIRED,DATA_EXPIRED,
63d3dba8e47f75991ff30210,613f6b1630971f18562691f9,APPROVED,2023-01-27T14:11:52.130000Z,2023-01-27T14:49:31.575000Z,2023-01-30T15:52:10.727000Z,2023-01-27T14:49:32.015204Z,2260.0,CYDMOCQ1,239,27,Female,Other,Mexico,Mexico,Mexico,Spanish,No,Full-Time,
63d3dbd0269fa9dd04c10eb8,61144c403a9f41dcb4acc040,APPROVED,2023-01-27T14:12:32.916000Z,2023-01-27T14:58:38.281000Z,2023-01-30T15:51:09.675000Z,2023-01-27T14:58:38.866899Z,2766.0,CYDMOCQ1,215,27,Male,Other,Mexico,Mexico,Mexico,Spanish,No,Full-Time,
63d3dc0c87440aeaa6a949e1,60da8e97af0a0080c3151b97,APPROVED,2023-01-27T14:13:32.862000Z,2023-01-27T15:12:59.178000Z,2023-01-30T15:52:10.919000Z,2023-01-27T15:13:55.744134Z,3567.0,CYDMOCQ1,92,25,Female,Mixed,Mexico,Mexico,Mexico,Spanish,No,Full-Time,
63d3dc78a20dc34cf80fbb7a,613a9da3c77e45388ba8a4c6,APPROVED,2023-01-27T14:15:20.942000Z,2023-01-27T14:33:38.398000Z,2023-01-30T15:51:09.861000Z,2023-01-27T14:33:38.848132Z,1098.0,CYDMOCQ1,139,29,Male,Mixed,Mexico,Mexico,Mexico,Spanish,Yes,Unemployed (and job seeking),
63d3dc7a7fab32e064c745be,607728dc0b4f8590b94ae57c,APPROVED,2023-01-27T14:16:23.215000Z,2023-01-27T14:34:01.677000Z,2023-01-30T15:51:10.059000Z,2023-01-27T14:34:02.331777Z,1059.0,CYDMOCQ1,472,31,Male,White,Chile,Chile,Chile,Spanish,No,Part-Time,
63d3dcb00e245125b7a949d3,5bc0ffa6b548c500012783cc,APPROVED,2023-01-27T14:16:16.924000Z,2023-01-27T14:34:47.689000Z,2023-01-30T15:51:10.264000Z,2023-01-27T14:34:48.297781Z,1111.0,CYDMOCQ1,140,35,Male,Other,Mexico,Mexico,Mexico,Spanish,No,Full-Time,
63d3dce934eb763fe7c7c88f,5e3b67fcd61d8738c69aeb0d,APPROVED,2023-01-27T14:17:13.378000Z,2023-01-27T14:35:20.522000Z,2023-01-30T15:52:11.109000Z,2023-01-27T14:35:20.948719Z,1088.0,CYDMOCQ1,327,24,Female,Mixed,Mexico,Mexico,Mexico,Spanish,No,Part-Time,
63d3dcfc8461e8e877561842,614f82c2c5531f58f0109978,APPROVED,2023-01-27T14:18:25.343000Z,2023-01-27T15:15:19.974000Z,2023-01-30T15:51:10.443000Z,2023-01-27T15:15:20.548608Z,3415.0,CYDMOCQ1,220,30,Male,White,Mexico,Mexico,Mexico,Spanish,No,Full-Time,
63d3dd083b8a099e20f1a838,617600aa26fa05b6decdaaef,APPROVED,2023-01-27T14:18:37.802000Z,2023-01-27T14:38:19.434000Z,2023-01-30T15:51:10.626000Z,2023-01-27T14:38:19.983313Z,1182.0,CYDMOCQ1,186,27,Male,White,Mexico,Mexico,Mexico,Spanish,No,Full-Time,
63d3dd5433efcfcb9cc10ea3,5e7e48e983c34c503d02c4f8,APPROVED,2023-01-27T14:19:06.007000Z,2023-01-27T14:46:06.719000Z,2023-01-30T15:51:10.828000Z,2023-01-27T14:46:07.224822Z,1621.0,CYDMOCQ1,88,41,Male,Other,"Venezuela, Bolivarian Republic of",Chile,"Venezuela, Bolivarian Republic of",Spanish,No,Full-Time,
63d3dda68b6fd7865cfdf0b4,613c26e64b62a02b49f56947,APPROVED,2023-01-27T14:20:22.588000Z,2023-01-27T15:02:11.579000Z,2023-01-30T15:51:11.037000Z,2023-01-27T15:02:11.987487Z,2509.0,CYDMOCQ1,66,26,Male,Other,Mexico,Mexico,Mexico,Spanish,Yes,Full-Time,
63d3ddbd18db2c98b6794910,613a74c8402a5fc10a269abc,APPROVED,2023-01-27T14:20:45.242000Z,2023-01-27T15:27:12.855000Z,2023-01-30T15:52:11.318000Z,2023-01-27T15:27:14.690750Z,3988.0,CYDMOCQ1,64,33,Female,Mixed,Mexico,Mexico,Mexico,Spanish,No,Full-Time,
63d3ddc6f90751b581fd9709,613a5452564824ee45131b18,APPROVED,2023-01-27T14:20:54.147000Z,2023-01-27T14:48:09.824000Z,2023-01-30T15:51:11.233000Z,2023-01-27T14:48:10.212488Z,1636.0,CYDMOCQ1,88,20,Male,White,Mexico,Mexico,Mexico,Spanish,Yes,Full-Time,
63d3dddec06a338514a652b7,616eeadcff1526e5a6ee903c,APPROVED,2023-01-27T14:21:18.176000Z,2023-01-27T14:40:15.351000Z,2023-01-30T15:51:11.425000Z,2023-01-27T14:40:15.708752Z,1138.0,CYDMOCQ1,179,27,Male,Mixed,Mexico,Mexico,Mexico,Spanish,No,Full-Time,
63d3dde302a0d0246dc10e81,613a49ba0eae835719765d0d,APPROVED,2023-01-27T14:21:26.576000Z,2023-01-27T15:00:18.011000Z,2023-01-30T15:51:11.613000Z,2023-01-27T15:00:18.432000Z,2332.0,CYDMOCQ1,257,26,Male,White,Mexico,Mexico,Mexico,Spanish,No,Full-Time,
63d3de664c0c4d953bf6e2df,60bac97a546a9c355c1532ba,APPROVED,2023-01-27T14:23:45.647000Z,2023-01-27T15:03:01.659000Z,2023-01-30T15:52:11.509000Z,2023-01-27T15:03:02.041394Z,2357.0,CYDMOCQ1,106,31,Female,Other,Mexico,Mexico,Mexico,Spanish,Yes,Full-Time,
63d3dec42335861f45f3021f,613a3d980fd9796d4b302d08,APPROVED,2023-01-27T14:27:51.175000Z,2023-01-27T14:47:25.949000Z,2023-01-30T15:51:11.793000Z,2023-01-27T14:47:26.507882Z,1175.0,CYDMOCQ1,228,23,Male,Mixed,Mexico,Mexico,Mexico,Spanish,No,Full-Time,
63d3df7a3c2e1c423ddf766e,5e0f649eabec5d678a6f11bb,APPROVED,2023-01-27T14:28:14.470000Z,2023-01-27T14:49:09.361000Z,2023-01-30T15:52:11.694000Z,2023-01-27T14:49:09.821127Z,1255.0,CYDMOCQ1,176,36,Female,Other,"Venezuela, Bolivarian Republic of",Mexico,Spain,Spanish,No,Other,
63d3df7bc80fd7d3f7f6e2cd,5c341a952afc4b000155d7fc,APPROVED,2023-01-27T14:28:21.103000Z,2023-01-27T15:08:22.104000Z,2023-01-30T15:51:11.976000Z,2023-01-27T15:08:22.475568Z,2402.0,NOCODE,536,40,Male,Mixed,Mexico,Mexico,Mexico,Spanish,No,Full-Time,
63d3dfdceac5fd4ea12ce611,5ba85b3a46de410001ecf951,APPROVED,2023-01-27T14:30:30.166000Z,2023-01-27T15:18:51.228000Z,2023-01-30T15:51:12.168000Z,2023-01-27T15:18:55.481765Z,2902.0,CYDMOCQ1,16,30,Male,White,Mexico,Mexico,Mexico,Spanish,No,Unemployed (and job seeking),
63d3dff58a90bd9fdaf0d06f,610afdfedb8325ac8a155d00,APPROVED,2023-01-27T14:30:13.702000Z,2023-01-27T15:42:04.194000Z,2023-01-30T15:52:11.881000Z,2023-01-27T15:42:04.709577Z,4311.0,CYDMOCQ1,287,26,Female,Other,Mexico,Mexico,Mexico,Spanish,No,Full-Time,
63d3e008c06a338514a65309,5c60c298af517e0001a00b00,APPROVED,2023-01-27T14:30:32.839000Z,2023-01-27T14:58:28.162000Z,2023-01-30T15:51:12.345000Z,2023-01-27T14:58:28.589439Z,1676.0,CYDMOCQ1,376,22,Male,White,Chile,Chile,Chile,Spanish,Yes,Part-Time,
63d3e02f6ea9d316b21e5edb,613ac677749969b288c4a7b1,APPROVED,2023-01-27T14:31:49.614000Z,2023-01-27T15:15:24.581000Z,2023-01-30T15:52:12.062000Z,2023-01-27T15:15:25.353102Z,2615.0,CYDMOCQ1,164,22,Female,Mixed,Mexico,Mexico,Mexico,Spanish,Yes,Unemployed (and job seeking),
63d3e033f29310ac78fe32ac,610d727f9af382a6093f2a1f,APPROVED,2023-01-27T14:31:15.023000Z,2023-01-27T15:13:50.250000Z,2023-01-30T15:51:12.532000Z,2023-01-27T15:14:02.755977Z,2556.0,CYDMOCQ1,94,23,Male,Other,Mexico,Mexico,Mexico,Spanish,DATA_EXPIRED,DATA_EXPIRED,
63d3e0e30e4d27b76d561848,6152003488526410fe7cc763,APPROVED,2023-01-27T14:34:11.431000Z,2023-01-27T15:10:25.317000Z,2023-01-30T15:51:12.717000Z,2023-01-27T15:10:25.747817Z,2174.0,CYDMOCQ1,143,32,Male,Mixed,Mexico,Mexico,Mexico,Spanish,No,Full-Time,
63d3e0f13ee3830907ce7c49,5f2dc3b1a2052d0fc281a2c4,APPROVED,2023-01-27T14:34:25.386000Z,2023-01-27T14:47:55.160000Z,2023-01-30T15:51:12.916000Z,2023-01-27T14:47:55.642816Z,810.0,CYDMOCQ1,287,26,Male,Mixed,Mexico,Mexico,Mexico,Spanish,No,Full-Time,
63d3e13be431a7a96bf0d052,613e9d6607e364119ed11937,APPROVED,2023-01-27T14:35:58.397000Z,2023-01-27T15:25:22.352000Z,2023-01-30T15:52:12.246000Z,2023-01-27T15:25:23.510791Z,2964.0,CYDMOCQ1,101,28,Female,Other,Mexico,Mexico,Mexico,Spanish,No,Unemployed (and job seeking),
63d3e1587d9656d358a289d4,6094826e671b82491db1a546,APPROVED,2023-01-27T14:36:14.943000Z,2023-01-27T14:53:28.560000Z,2023-01-30T15:51:13.098000Z,2023-01-27T14:53:29.023300Z,1034.0,CYDMOCQ1,53,29,Male,Mixed,Mexico,Mexico,Mexico,Spanish,No,Full-Time,
