"D","n_patterns_covered","freq_covered","pct_covered"
0,1,74,0.00925
1,2,404,0.0505
2,6,5088,0.636
3,10,24547,3.068375
4,14,163495,20.436875
5,20,444873,55.609125
6,30,525520,65.69
7,40,550492,68.8115
8,46,579821,72.477625
9,47,800000,100
10,47,800000,100
11,47,800000,100
12,47,800000,100
13,47,800000,100
14,47,800000,100
15,47,800000,100
16,47,800000,100
17,47,800000,100
18,47,800000,100
19,47,800000,100
20,47,800000,100
