kmeans_prototype,kmeans_signature_size,kmeans_determinants,kmeans_incremental_covered_pct,kmeans_cumulative_covered_pct,efa_match,common_km_efa,similarity_km_efa_pct,efa_determinants_found_in_km_pct,jaccard_km_efa_pct,common_determinants_km_efa,efa_signature_size,efa_determinants,efa_incremental_covered_pct,efa_cumulative_covered_pct,expert_match,expert_n_active,common_km_expert,km_determinants_found_in_expert_pct,expert_determinants_found_in_km_pct,jaccard_km_expert_pct,common_determinants_km_expert,expert_determinants
KM1,9,det_04_added_value; det_05_frugality; det_10_cost_efficiency; det_16_commitment; det_22_peer_pressure; det_23_support; det_25_agreement; det_28_recognition; det_29_trends,0.5948511904760363,0.5948511904760363,EFA3,5,55.55555555555556,50,35.714285714285715,det_04_added_value; det_10_cost_efficiency; det_22_peer_pressure; det_23_support; det_25_agreement,10,det_04_added_value; det_09_safety; det_10_cost_efficiency; det_14_environmental_concerns; det_21_rights_and_duties; det_22_peer_pressure; det_23_support; det_24_socialising; det_25_agreement; det_26_novelty,0.2991964285713839,0.9580654761903332,Influencer,5,2,22.22222222222222,40,16.666666666666668,det_22_peer_pressure; det_28_recognition,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
KM2,8,det_08_trust; det_10_cost_efficiency; det_14_environmental_concerns; det_17_adherence; det_24_socialising; det_29_trends; det_30_authority; det_31_approval,0.5521130952379523,1.1469642857139886,EFA4,4,50,30.76923076923077,23.529411764705884,det_14_environmental_concerns; det_17_adherence; det_24_socialising; det_30_authority,13,det_03_risk_profile; det_06_climate_protection; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_17_adherence; det_19_wellbeing; det_20_coziness; det_22_peer_pressure; det_24_socialising; det_25_agreement; det_28_recognition; det_30_authority,0.21797619047615813,1.1760416666664912,Activist,6,3,37.5,50,27.272727272727273,det_08_trust; det_14_environmental_concerns; det_17_adherence,det_08_trust; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence
KM3,9,det_07_legal; det_11_knowledge; det_12_own_competence; det_20_coziness; det_23_support; det_24_socialising; det_29_trends; det_30_authority; det_31_approval,0.7152976190474348,1.8622619047614235,EFA2,3,33.333333333333336,37.5,21.428571428571427,det_11_knowledge; det_23_support; det_30_authority,8,det_01_profits; det_05_frugality; det_11_knowledge; det_16_commitment; det_19_wellbeing; det_23_support; det_28_recognition; det_30_authority,0.4225595238094605,0.6588690476189492,Influencer,5,3,33.333333333333336,60,27.272727272727273,det_11_knowledge; det_24_socialising; det_31_approval,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
KM4,14,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_07_legal; det_08_trust; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_20_coziness; det_21_rights_and_duties; det_26_novelty; det_27_fun; det_32_own_significance,0.2158630952380398,2.078124999999463,EFA6,5,35.714285714285715,45.45454545454545,25,det_02_credit_score; det_03_risk_profile; det_14_environmental_concerns; det_16_commitment; det_20_coziness,11,det_02_credit_score; det_03_risk_profile; det_06_climate_protection; det_11_knowledge; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_20_coziness; det_22_peer_pressure; det_23_support; det_25_agreement,0.17967261904759244,1.626220238094996,Careful,12,6,42.857142857142854,50,30,det_02_credit_score; det_03_risk_profile; det_08_trust; det_12_own_competence; det_14_environmental_concerns; det_16_commitment,det_02_credit_score; det_03_risk_profile; det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing
KM5,9,det_02_credit_score; det_04_added_value; det_06_climate_protection; det_18_autonomy; det_22_peer_pressure; det_23_support; det_24_socialising; det_25_agreement; det_28_recognition,0.5313095238093862,2.609434523808849,EFA1,7,77.77777777777777,50,43.75,det_02_credit_score; det_04_added_value; det_06_climate_protection; det_18_autonomy; det_24_socialising; det_25_agreement; det_28_recognition,14,det_02_credit_score; det_03_risk_profile; det_04_added_value; det_06_climate_protection; det_09_safety; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_18_autonomy; det_24_socialising; det_25_agreement; det_28_recognition; det_30_authority; det_31_approval,0.2363095238094888,0.2363095238094888,Influencer,5,3,33.333333333333336,60,27.272727272727273,det_22_peer_pressure; det_24_socialising; det_28_recognition,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
KM6,12,det_03_risk_profile; det_05_frugality; det_06_climate_protection; det_08_trust; det_09_safety; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_18_autonomy; det_19_wellbeing; det_23_support; det_32_own_significance,0.4319047619046501,3.0413392857134993,EFA5,5,41.666666666666664,55.55555555555556,31.25,det_05_frugality; det_06_climate_protection; det_19_wellbeing; det_23_support; det_32_own_significance,9,det_02_credit_score; det_05_frugality; det_06_climate_protection; det_19_wellbeing; det_20_coziness; det_23_support; det_26_novelty; det_30_authority; det_32_own_significance,0.27050595238091213,1.4465476190474036,Careful,12,6,50,50,33.333333333333336,det_03_risk_profile; det_06_climate_protection; det_08_trust; det_09_safety; det_17_adherence; det_19_wellbeing,det_02_credit_score; det_03_risk_profile; det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing
