bootstrap_id,mean_similarity_to_others
99,41.51936026936027
58,41.41414141414141
92,41.2037037037037
29,41.14057239057239
80,41.05639730639731
30,41.035353535353536
67,41.035353535353536
39,40.99326599326599
75,40.97222222222222
81,40.97222222222222
94,40.95117845117845
26,40.93013468013468
95,40.90909090909091
5,40.86700336700337
27,40.803872053872055
60,40.782828282828284
4,40.76178451178451
31,40.74074074074074
61,40.71969696969697
70,40.71969696969697
84,40.71969696969697
11,40.677609427609426
63,40.677609427609426
71,40.677609427609426
83,40.677609427609426
85,40.677609427609426
3,40.656565656565654
22,40.656565656565654
53,40.656565656565654
7,40.63552188552188
21,40.63552188552188
51,40.63552188552188
62,40.63552188552188
78,40.63552188552188
35,40.572390572390574
42,40.572390572390574
16,40.53030303030303
54,40.53030303030303
72,40.53030303030303
38,40.50925925925926
89,40.50925925925926
17,40.48821548821549
43,40.48821548821549
47,40.48821548821549
87,40.48821548821549
93,40.48821548821549
100,40.48821548821549
32,40.467171717171716
36,40.467171717171716
40,40.467171717171716
82,40.467171717171716
13,40.446127946127945
9,40.42508417508417
41,40.42508417508417
18,40.361952861952865
91,40.361952861952865
12,40.34090909090909
50,40.34090909090909
57,40.31986531986532
79,40.31986531986532
96,40.31986531986532
46,40.29882154882155
76,40.27777777777778
1,40.25673400673401
6,40.214646464646464
86,40.214646464646464
74,40.19360269360269
34,40.17255892255892
15,40.13047138047138
52,40.13047138047138
10,40.10942760942761
77,40.10942760942761
24,40.08838383838384
28,40.08838383838384
88,40.08838383838384
23,40.06734006734007
14,40.0462962962963
66,40.0462962962963
8,40.025252525252526
44,40.025252525252526
48,40.025252525252526
90,40.025252525252526
37,40.004208754208754
55,40.004208754208754
73,40.004208754208754
68,39.96212121212121
69,39.96212121212121
56,39.94107744107744
20,39.92003367003367
98,39.898989898989896
2,39.877946127946124
19,39.877946127946124
65,39.81481481481482
25,39.793771043771045
49,39.7516835016835
97,39.7516835016835
33,39.62542087542088
45,39.583333333333336
64,39.49915824915825
59,39.16245791245791
