left_id,right_id,matching_similarity_pct
KM1,Influencer,44.44444444444444
KM2,Early.Adopter,7.6923076923076925
KM3,Careful,25
KM4,Fearful,54.54545454545455
KM5,Homo.Economicus,21.428571428571427
KM6,Uninterested,16.666666666666668
