"cluster","n_patterns","pct_total_patterns","pct_rest_patterns"
"1",6825,21.4400150786919,100
"2",15266,47.956523104954,78.5599849213081
"3",3844,12.0755191153834,30.6034618163541
"4",915,2.87437564791254,18.5279427009707
"5",3848,12.0880846919863,15.6535670530582
"6",80,0.251311532057927,3.56548236107184
"7",28,0.0879590362202746,3.31417082901392
"8",25,0.0785348537681023,3.22621179279365
"Restantes",1002,3.14767693902554,0
