"cluster","n_patterns","pct_total_patterns","pct_rest_patterns"
"1",1,1.61290322580645,100
"2",1,1.61290322580645,98.3870967741936
"3",1,1.61290322580645,96.7741935483871
"4",1,1.61290322580645,95.1612903225806
"5",1,1.61290322580645,93.5483870967742
"6",1,1.61290322580645,91.9354838709677
"7",1,1.61290322580645,90.3225806451613
"8",1,1.61290322580645,88.7096774193548
"Restantes",54,87.0967741935484,0
