"D","assigned_pct","unassigned_pct"
0,0.0155511321224185,99.9844488678776
1,0.27681015177905,99.723189848221
2,1.61420751430704,98.385792485693
3,4.93592933565564,95.0640706643444
4,16.9165215227669,83.0834784772331
5,24.2628763373974,75.7371236626026
6,46.1837521771585,53.8162478228415
7,56.2391142075143,43.7608857924857
8,86.1812639960189,13.8187360039811
9,89.4563324210003,10.5436675789998
10,88.6290121920876,11.3709878079124
11,89.3785767603882,10.6214232396118
12,97.7730778800697,2.22692211993033
13,98.0654391639711,1.93456083602886
14,99.7356307539189,0.264369246081115
15,100,0
16,100,0
17,100,0
18,100,0
19,100,0
20,100,0
