"cluster","n_active_dets","active_determinants"
"cluster_1",5,"FINANCIAL; SECURITY; COMPETENCE; AUTONOMY; PHYSICALNESS"
"cluster_2",9,"FINANCIAL; SECURITY; COMPETENCE; AUTONOMY; PHYSICALNESS; RELATEDNESS; STIMULATION; POPULARITY; MEANING"
"cluster_3",2,"COMPETENCE; AUTONOMY"
"cluster_4",6,"FINANCIAL; SECURITY; COMPETENCE; AUTONOMY; RELATEDNESS; POPULARITY"
"cluster_5",1,"FINANCIAL"
